FacilityID,TankIDAssociatedwithRelease,LUSTID,FederallyReportableRelease,SiteName,SiteAddress,SiteAddress2,SiteCity,Zipcode,County,State,EPARegion,FacilityType,TribalSite,Tribe,Latitude,Longitude,CoordinateSource,LUSTStatus,ReportedDate,NFADate,MediaImpactedSoil,MediaImpactedGroundwater,MediaImpactedSurfaceWater,SubstanceReleased1,QuantityReleased1,Unit1,SubstanceReleased2,QuantityReleased2,Unit2,SubstanceReleased3,AmountReleased3,Unit3,SubstanceReleased4,AmountReleased4,Unit4,SubstanceReleased5,AmountReleased5,Unit5,SourceOfRelease1,CauseOfRelease1,SourceOfRelease2,CauseOfRelease2,SourceOfRelease3,CauseOfRelease3,HowReleaseDetected,CorrectiveActionStrategy1,CorrectiveActionStrategy1StartDate,CorrectiveActionStrategy2,CorrectiveActionStrategy2StartDate,CorrectiveActionStrategy3,CorrectiveActionStrategy3StartDate,ClosedWithContamination,NoFurtherActionLetterURL,MilitaryDoDSite
11595,,7LTT36,No,HOLTZ SERVICE,331 W HIGH,,Avoca,515210000,Pottawattamie,IA,7,,,,41.47641,-95.34055,GPS,No further action,1990-09-05,2001-11-27,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
290,,9LTC83,No,FARMERS & MERCHANTS BUILDING CORP,2985 Mount Pleasant St,,Burlington,526010000,Des Moines,IA,7,,,,40.82566,-91.14197,Other,No further action,1995-12-26,1996-11-08,No,No,No,Unknown,,Gallons,Gasoline,,Gallons,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
2906,,9LTS69,No,QUIK PIC,107 W 7TH ST,,Logan,51546-1219,Harrison,IA,7,,,,41.64283,-95.79118,GPS,,2020-01-13,,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
3917,,8LTB38,No,NEW COOPERATIVE-WHITTEMORE,502 RAILROAD (formerly 215 4TH ST),,Whittemore,50598,Kossuth,IA,7,,,,43.06505,-94.42085,GPS,No further action,1990-10-03,2001-06-20,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
315,,9LTD38,No,FORMER SERVICE STATION,720 HIGHWAY 5,,Carlisle,500470000,Warren,IA,7,,,,41.49707,-93.49384,Other,No further action,1996-01-18,2016-07-29,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
994,,9LTH67,No,FORMER GUTHRIE CENTER SCHOOL BUS GARAGE,700 STATE STREET,,Guthrie Center,501150000,Guthrie,IA,7,,,,41.67697,-94.49881,GPS,,1999-04-21,,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
17310,,9LTB41,No,FORMER IDLER & REETZ,101 S. MAIN ST.,,Bassett,506590000,Chickasaw,IA,7,,,,43.06656,-92.5157,GPS,No further action,1995-02-16,2007-07-19,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,Groundwater Treatment: Other,2003-05-21,,,,,Yes,,Unknown
8676,,7LTL37,No,GIT-N-GO #7,3000 MERLE HAY RD ,,Des Moines,50304,Polk,IA,7,,,,41.62254,-93.69803,GPS,No further action,1990-04-19,2004-06-08,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,Over-excavation:Thru Over-excavation,2002-09-26,,,,,Yes,,Unknown
7068,,8LTK06,No,D&D TIRE,104 MAIN STREET,,Persia,515630000,Harrison,IA,7,,,,41.57922,-95.5688,GPS,No further action,1990-10-16,2011-06-08,No,No,No,Waste Oil,,Gallons,Gasoline,,Gallons,,,,,,,,,,,,Tank,Tank corrosion,,,Other,Over-excavation:Land Application,2011-02-11,,,,,Yes,,Unknown
17042,,8LTT09,No,U S WEST,124 NORTH GAINES,,Stuart,50250,Guthrie,IA,7,,,,41.50447,-94.32021,GPS,,1992-05-11,,No,No,No,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
5884,,8LTC16,No,OIL EXPRESS TEXACO,923 TENTH,,Onawa,510400000,Monona,IA,7,,,,42.02736,-96.09706,GPS,No further action,1990-10-18,2004-04-16,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
16782,,8LTQ83,No,MONTGOMERY COUNTY MEMORIAL HOSPITAL,1201 HIGHLAND AVENUE,,Red Oak,515660000,Montgomery,IA,7,,,,41.01489,-95.21721,GPS,No further action,1991-10-29,1997-08-20,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
9739,,7LTA49,No,PAYLESS CASHWAYS,2419 5TH AVE S,,Fort Dodge,505010000,Webster,IA,7,,,,42.50101,-94.16387,Other,,1988-07-28,,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,Over-excavation:Thru Over-excavation,,,,,,Yes,,Unknown
7908,,8LTD82,No,BILL'S STANDARD,704 W 6TH,,Hedrick,525630000,Keokuk,IA,7,,,,41.17717,-92.32086,Other,No further action,1990-10-22,2002-10-04,No,No,No,Unknown,0.0,Gallons,,,,,,,,,,,,,Other,Other,,,,,Other,Over-excavation:Thru Over-excavation,2001-07-10,,,,,Yes,,Unknown
302,,9LTD18,No,FORMER CROSSROADS 76,2035 E MITCHELL AVE,,Waterloo,507040000,Black Hawk,IA,7,,,,42.47695,-92.32157,GPS,No further action,1996-09-08,2014-11-25,No,No,No,Unknown,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
12249,,7LTS55,No,PETSEL'S SUNOCO,123 DEVOE,,Lone Tree,527550000,Johnson,IA,7,,,,41.48655,-91.42579,Other,,1990-08-02,,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,Over-excavation:Thru Over-excavation,1990-11-15,,,,,Yes,,Unknown
16755,,8LTY52,No,ANDREWS LOUNGE,1210 N 25TH ST,,Council Bluffs,51501,Pottawattamie,IA,7,,,,41.27287,-95.88196,GPS,,1993-12-13,,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
9404,,8LTV50,No,IA DEPT OF TRANSPORTATION,State Highway 1,,Keosauqua,52565,Van Buren,IA,7,,,,40.7454,-91.95716,GPS,,1993-01-11,,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,Over-excavation:Thru Over-excavation,1994-06-15,,,,,Yes,,Unknown
4923,,8LTA02,No,ORIENT-MACKSBURG SCHOOL,389 E Division St,,Orient,508580000,Adair,IA,7,,,,41.20043,-94.41329,GPS,No further action,1990-10-01,2002-04-30,No,No,No,Other Petroleum,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
4773,,9LTK59,No,FORMER DILLON HUNTER SERVICE,100 W FIRST STREET,,Ute,510600000,Monona,IA,7,,,,42.05187,-95.70657,GPS,,,,Yes,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
15099,,8LTJ82,No,UNITED STATES GYPSUM COMPANY,2200 QUAIL AVENUE,,Fort Dodge,505010000,Webster,IA,7,,,,42.47169,-94.12757,GPS,,1991-01-02,,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Tank,Tank corrosion,,,,,At tank removal,Over-excavation:Thru Over-excavation,1990-12-28,,,,,Yes,,Unknown
9029,,7LTB18,No,DON'S EAST GRAND,201 E GRAND AVE,,Des Moines,503090000,Polk,IA,7,,,,41.58975,-93.61446,GPS,,1988-09-30,,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,Over-excavation:Thru Over-excavation,,,,,,Yes,,Unknown
14518,,7LTG74,No,FORMER CONDON STATION,1619 Easter Ave,,Clare,505240000,Webster,IA,7,,,,42.55628,-94.36407,GPS,No further action,,1995-02-02,No,No,No,Kerosene,0.0,Gallons,,,,,,,,,,,,,,,,,,,At tank removal,,,,,,,Yes,,Unknown
678,,7LTD74,No,BALES GARAGE,323 MAIN,,Milo,501660000,Warren,IA,7,,,,41.28746,-93.44241,GPS,,1989-06-06,,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,Over-excavation:Thru Over-excavation,,,,,,Yes,,Unknown
10023,,8LTO27,No,CASEY'S GENERAL STORE,301 5TH,,West Des Moines,502650000,Polk,IA,7,,,,41.57263,-93.70848,GPS,No further action,1991-05-22,2008-01-03,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,Over-excavation:Land Application,2005-10-11,,,,,Yes,,Unknown
208,,8LTZ54,No,NE COMMUNITY SCHOOL DISTRICT,2192 378TH AVE,,Clinton,527320000,Clinton,IA,7,,,,41.86041,-90.3573,Other,No further action,1994-05-26,1997-06-30,No,No,No,Fuel Oil,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
9410,,8LTV60,No,IOWA DEPT OF TRANSPORTATION,1903 BROADWAY,,Red Oak,515660000,Montgomery,IA,7,,,,41.02186,-95.23344,GPS,,1992-12-29,,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
16562,,9LTJ39,No,CASEY'S GENERAL STORE 2532,1807 EDGINGTON AVE,,Eldora,50627,Hardin,IA,7,,,,42.3604,-93.10593,GPS,No further action,2001-01-10,2012-07-13,No,No,No,Gasoline,2500.0,Gallons,,,,,,,,,,,,,,,,,,,Other,Bio-remediation: Active,2002-07-23,,,,,Yes,,Unknown
5894,,7LTB82,No,CLARK'S SINCLAIR,119 N 18th St,,Centerville,525440000,Appanoose,IA,7,,,,40.73271,-92.86775,GPS,No further action,1988-10-13,2007-08-10,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Tank,Tank corrosion,,,,,Other,Over-excavation:Land Application,2001-09-15,,,,,Yes,,Unknown
7624,,8LTD99,No,HANSEN VALLEY OIL,64975 BOSTON RD,,Atlantic,50022,Cass,IA,7,,,,41.48552,-94.94646,GPS,No further action,1990-10-12,2018-08-23,No,No,No,Diesel,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
3573,,8LTB04,No,SAC COUNTY,308 E 3rd St,,Wall Lake,514660000,Sac,IA,7,,,,42.27135,-95.08619,GPS,No further action,1990-10-10,2010-07-14,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,Unknown,Unknown,,,Other,,,,,,,Yes,,Unknown
6288,,8LTU17,No,SWALES CONCRETE INC,444 Industrial Ln,,Strawberry Point,520760000,Clayton,IA,7,,,,42.6834,-91.54375,GPS,,1992-08-11,,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
1897,,8LTE08,No,SPENCER MUNICIPAL UTILITIES,712 N. Grand Avenue,,Spencer,51301,Clay,IA,7,,,,43.14639,-95.14481,Geocoded address,No further action,1990-10-11,2001-04-12,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
474,,9LTI82,No,FORMER SHELL OIL,839 PARK AVENUE,,Muscatine,52761-,Muscatine,IA,7,,,,41.435,-91.03055,GPS,No further action,2000-05-11,2000-07-27,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
4315,,9LTE59,No,FORMER TISORS STANDARD STATION,69 Manor Rd,,Morning Sun,526400000,Louisa,IA,7,,,,41.09245,-91.25567,GPS,No further action,1997-12-02,2016-03-30,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
5832,,7LTI76,No,FORMER ROBERTS DAIRY,1123 N DODGE ST,,Iowa City,52244,Johnson,IA,7,,,,41.67673,-91.51809,GPS,No further action,1989-12-29,2004-10-05,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
6115,,9LTI26,No,NORTH SHORE BOATS,1920 Hempstead Dr,,Pella,502150000,Marion,IA,7,,,,41.38502,-92.98135,Geocoded address,No further action,1999-10-22,2007-04-09,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,,,,,,,Other,Over-excavation:Sanitary Landfill,2005-11-29,,,,,Yes,,Unknown
11571,,8LTN73,No,LARCHWOOD QUICK STOP,832 BROADWAY,,Larchwood,51241,Lyon,IA,7,,,,43.45289,-96.43388,Other,No further action,1991-05-21,1993-05-03,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
9162,,7LTU06,No,LOW'S AMOCO,10TH AND CENTRAL,,Northwood,50459,Worth,IA,7,,,,43.44382,-93.21814,GPS,No further action,1990-08-14,2003-12-16,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
4069,,7LTJ83,No,STONER'S SERVICE,1313 W THOMAS,,Shenandoah,516010000,Page,IA,7,,,,40.76515,-95.38476,GPS,No further action,1990-02-08,1999-12-08,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,Tank,Tank corrosion,,,,,At tank removal,,,,,,,Yes,,Unknown
2188,,8LTE28,No,SEWER LIFT STATION,205 St,,Red Oak,515660000,Montgomery,IA,7,,,,41.00869,-95.24241,Other,,1990-10-25,,No,No,No,Diesel,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
7275,,7LTM69,No,NORTH COURT BP,1301 N COURT ST,,Ottumwa,52501,Wapello,IA,7,,,,41.03334,-92.40918,Other,No further action,1990-04-27,2003-07-11,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,Unknown,Unknown,,,Other,Soil Venting:Active,,,,,,Yes,,Unknown
10033,,8LTY33,No,WAPELLO CO MAINTENANCE,507 S Vine,,Ottumwa,525010000,Wapello,IA,7,,,,41.01185,-92.40896,GPS,No further action,1988-05-09,2007-08-07,Yes,No,No,Kerosene,,Gallons,Gasoline,,Gallons,Diesel,,Gallons,,,,,,,,,Unknown,Unknown,,,Other,,,,,,,Yes,,Unknown
3705,,8LTQ61,No,CRAWFORD COUNTY ENGINEERS OFFICE,7th Ave,,Manilla,514540000,Crawford,IA,7,,,,41.88683,-95.23646,GPS,No further action,1991-10-16,1997-05-19,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
132,,8LTU34,No,D C TAYLOR CO SITE,105 TAYLOR,,Shellsburg,52332,Benton,IA,7,,,,42.09305,-91.87793,GPS,,1992-03-04,,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
2276,,8LTZ30,No,AMES FIRE DEPT,1300 BURNETT,,Ames,500100000,Story,IA,7,,,,42.03499,-93.61509,Map interpolation,,1993-12-27,,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,At tank removal,,,,,,,Yes,,Unknown
6111,,9LTK43,No,YESWAY 1018,1803 SUPERIOR ST,,Webster City,50595,Hamilton,IA,7,,,,42.45885,-93.81642,GPS,No further action,2002-08-06,2003-11-24,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Piping,Piping failure,,,,,Other,,,,,,,Yes,,Unknown
9823,,9LTP16,No,STUCKEYS OF LITTLE SIOUX,1350 EASTON TRL,,Little Sioux,515450000,Harrison,IA,7,,,,41.80316,-96.05193,Map interpolation,No further action,2011-04-29,2024-06-04,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
3259,,8LTQ01,No,CORNER MART,1298 Sheridan Ave,,Shenandoah,516010000,Fremont,IA,7,,,,40.76565,-95.38542,GPS,No further action,1991-09-13,1999-12-07,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,,,Unknown,Unknown,,,Other,,,,,,,Yes,,Unknown
317,,9LTD40,No,FORMER HILLSIDE SERVICE STATION,State Highway 5,,Hartford,501180000,Warren,IA,7,,,,41.4652,-93.40353,GPS,,1996-03-05,,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,,,Unknown,Unknown,,,Other,,,,,,,Yes,,Unknown
4741,,7LTX79,No,PLUEGERS CO-OP,151 MILL STREET,,Akron,510010000,Plymouth,IA,7,,,,42.82952,-96.56,GPS,No further action,1978-11-30,2016-12-30,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,Groundwater Treatment: Air Sparging,2010-07-13,,,,,Yes,,Unknown
186,,8LTX81,No,LEWIS LANE PROPERTY,812 MAIN,,Norwalk,502110000,Warren,IA,7,,,,41.47561,-93.67844,Other,,1993-12-14,,No,No,No,Fuel Oil,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
718,,8LTR16,No,NEW COOPERATIVE - RED OAK,203 W OAK ST,,Red Oak,51566-1432,Montgomery,IA,7,,,,41.01723,-95.23296,GPS,Active: general,1991-11-22,,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,Groundwater Treatment: Other,2016-04-05,,,,,Yes,,Unknown
6640,,7LTN72,No,KUM & GO #134,1601 W BURLINGTON,,Fairfield,525560000,Jefferson,IA,7,,,,41.00687,-91.98163,GPS,No further action,1990-06-08,2016-10-05,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,Unknown,Unknown,,,Other,Groundwater Treatment: Other,2006-07-10,,,,,Yes,,Unknown
5837,,8LTC83,No,MOSHER STANDARD STATION,532 HIGHWAY 3 W,,Allison,50602,Butler,IA,7,,,,42.74518,-92.79887,GPS,No further action,1990-10-15,2004-09-28,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
4054,,8LTP24,No,BURLINGTON MUNICIPAL WATERWORKS,3000 DES MOINES AVE,,Burlington,526010000,Des Moines,IA,7,,,,40.84271,-91.10748,GPS,No further action,1991-07-27,1992-02-28,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
71,,8LTL36,No,AUTO PARTS WAREHOUSE,1658 E EUCLID,,Des Moines,503160000,Polk,IA,7,,,,41.62842,-93.59425,GPS,,1991-01-10,,No,No,No,Fuel Oil,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
6433,,7LTV51,No,CASEY'S GENERAL STORE 1316,510 OKOBOJI AVE,,Milford,51351,Dickinson,IA,7,,,,43.3205,-95.14964,Map interpolation,No further action,1990-09-17,2001-10-11,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
1808,,8LTC74,No,RICHARD & SONS SANITATION,103 N 19TH ST,,Adel,500030000,Dallas,IA,7,,,,41.61751,-94.03329,GPS,,1990-10-15,,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,At tank removal,Over-excavation:Thru Over-excavation,1990-12-15,,,,,Yes,,Unknown
10003,,8LTN49,No,CITY OF MITCHELLVILLE,110 2ND STREET NE                                 ,,Mitchellville,50169,Polk,IA,7,,,,41.6696,-93.36808,Map interpolation,No further action,1991-05-15,1992-10-12,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
9182,,7LTQ26,No,NEWHALL FAST STOP,211 1ST ST E,,Newhall,52315,Benton,IA,7,,,,41.99426,-91.96756,GPS,,1990-07-12,,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,Over-excavation:Thru Over-excavation,1990-07-15,,,,,Yes,,Unknown
1650,,8LTF95,No,CASEY'S GENERAL STORE 2529,406 E MAIN ST,,Lamoni,50140,Decatur,IA,7,,,,40.62379,-93.92894,GPS,No further action,1990-10-29,1999-05-21,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
8711,,7LTS28,No,CASEY'S GENERAL STORE,519 2ND AVE,,Sheldon,51201,O'Brien,IA,7,,,,43.18518,-95.85427,GPS,No further action,1990-08-03,2006-09-06,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,Unknown,Unknown,,,At tank removal,,,,,,,Yes,,Unknown
11602,,9LTP23,No,CASEY'S GENERAL STORE #1508,802 E  2ND AVE,,Indianola,501250000,Warren,IA,7,,,,41.35812,-93.55132,Other,No further action,2011-06-10,2011-11-14,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
10093,,7LTN97,No,COLFAX APCO,602 W STATE,,Colfax,500540000,Jasper,IA,7,,,,41.67389,-93.25304,GPS,No further action,1990-06-15,2015-12-08,No,No,No,,,,,,,,,,,,,,,,,,,,,,Other,Groundwater Treatment: Air Sparging,2013-08-01,,,,,Yes,,Unknown
30,,7LTG79,No,HARDEE'S RESTAURANT,531 2nd Ave,,Sheldon,512010000,O'Brien,IA,7,,,,43.18558,-95.8541,GPS,No further action,1989-10-19,2006-09-06,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
447,,9LTH63,No,KAY DEE BUILDER'S SUPPLY,2017 E THIRD STREET,,Sioux City,51101,Woodbury,IA,7,,,,42.49349,-96.38251,Map interpolation,No further action,1999-02-02,2000-02-04,No,No,No,Diesel,,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
16004,,8LTQ39,No,LINN RIDGE FARMS INC,Yy Ave,,Parnell,523250000,Iowa,IA,7,,,,41.58944,-91.83565,GPS,No further action,1991-08-31,1997-09-11,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,,,,,,,Yes,,Unknown
7903,,8LTF75,No,COUNTRY CORNER,61048 195th St,,Pacific Junction,515610000,Mills,IA,7,,,,41.00092,-95.81047,GPS,No further action,1990-10-24,2016-09-12,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,,,,,,,Other,Over-excavation:Land Application,2012-11-12,,,,,Yes,,Unknown
496,,9LTJ43,No,ACTION MOTORS (FORMER GAS STATION),155 N CHESTNUT AVE,,Earlham,50072-,Madison,IA,7,,,,41.49248,-94.12343,GPS,No further action,2000-12-28,2010-12-03,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
235,,9LTB17,No,BBH LAND COMPANY PROPERTY,"501 ""G"" AVENUE",,Grundy Center,506380000,Grundy,IA,7,,,,42.36135,-92.77124,Other,No further action,1995-02-02,2001-12-20,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
9438,,8LTX19,No,IDOT,4623 HWY 75 N,,Sioux City,511080000,Woodbury,IA,7,,,,42.54951,-96.34909,Map interpolation,,1993-09-15,,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,Over-excavation:Thru Over-excavation,1994-04-15,,,,,Yes,,Unknown
10970,,8LTP50,No,HAROLD'S TIRE SERVICE,103 3RD ST,,Woden,50484,Hancock,IA,7,,,,43.23071,-93.91116,GPS,No further action,1991-08-14,2003-12-05,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
14646,,7LTF97,No,GASLAND,130 S ROOSEVELT AVE,,Burlington,52601,Des Moines,IA,7,,,,40.80783,-91.1412,GPS,No further action,,2006-06-28,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
5866,,8LTY71,No,CORN BELT SALES,601 N 3RD AVE,,Marshalltown,501580000,Marshall,IA,7,,,,42.05675,-92.90786,GPS,,1994-04-12,,Yes,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
3390,,7LTA70,No,VISTA STORES #1022,508 N BROADWAY,,Waterloo,507030000,Black Hawk,IA,7,,,,42.51056,-92.34489,GPS,No further action,1988-08-01,2004-12-13,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
3935,,9LTM46,No,CENEX,403 4TH AVE W,,Swea City,505900000,Kossuth,IA,7,,,,43.38519,-94.31137,Other,No further action,2006-02-13,2006-09-12,No,No,No,Diesel,,Gallons,,,,,,,,,,,,,Unknown,Unknown,,,,,Other,,,,,,,Yes,,Unknown
4155,,7LTK82,No,KNUTSON READY MIX,215 RR ST,,Eagle Grove,505330000,Wright,IA,7,,,,42.66271,-93.90039,Other,,1990-03-09,,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,Unknown,Unknown,,,,,At tank removal,Over-excavation:Thru Over-excavation,,,,,,Yes,,Unknown
4720,,9LTG97,No,FORMER CROUSE CARTAGE,3841 UNIVERSITY AVE,,Waterloo,507010000,Black Hawk,IA,7,,,,42.50427,-92.40202,GPS,No further action,1998-10-23,2007-06-20,No,No,No,Diesel,0.0,Gallons,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,Other,,,,,,,Yes,,Unknown
5375,,8LTJ32,No,MASON CITY FIRE DEPT,350 5TH ST SW,,Mason City,504010000,Cerro Gordo,IA,7,,,,43.14785,-93.20635,GPS,No further action,1990-09-06,2001-12-13,No,No,No,Diesel,,Gallons,Gasoline,,Gallons,,,,,,,,,,,,Unknown,Unknown,,,Other,,,,,,,Yes,,Unknown
6110,,7LTG24,No,HUNTER OIL CO,201 N ROCHE,,Knoxville,501380000,Marion,IA,7,,,,41.32023,-93.09963,GPS,No further action,1989-10-05,1999-01-26,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,At tank removal,,,,,,,Yes,,Unknown
7161,,7LTD96,No,HARCOURT DX,403 W HY 169 BOX 3 RFD 1,,Harcourt,505440000,Webster,IA,7,,,,42.26758,-94.18143,GPS,No further action,,1997-03-03,No,No,No,Gasoline,0.0,Gallons,,,,,,,,,,,,,,,,,,,At tank removal,,,,,,,Yes,,Unknown
7001,,9LTM88,No,FORMER WARIN OIL,406 E LINCOLNWAY,,Jefferson,501290000,Greene,IA,7,,,,42.01536,-94.37023,Other,No further action,2006-10-27,2018-08-28,No,No,No,Gasoline,,Gallons,,,,,,,,,,,,,Tank,Overfill (general),,,,,Other,Bio-remediation: Active,2013-05-15,,,,,Yes,,Unknown
