Facility ID,Tank IDAssociatedwith Release,LUSTID,Federally Reportable Release,Site Name,Site Address,Site Address2,Site City,Zipcode,County,State,EPARegion,Facility Type,Tribal Site,Tribe,Latitude,Longitude,Coordinate Source,LUSTStatus,Reported Date,NFADate,Media Impacted Soil,Media Impacted Groundwater,Media Impacted Surface Water,Substance Released1,Quantity Released1,Unit1,Substance Released2,Quantity Released2,Unit2,Substance Released3,Quantity Released3,Unit3,Substance Released4,Quantity Released4,Unit4,Substance Released5,Quantity Released5,Unit5,Source Of Release1,Cause Of Release1,Source Of Release2,Cause Of Release2,Source Of Release3,Cause Of Release3,How Release Detected,Corrective Action Strategy1,Corrective Action Strategy1Start Date,Corrective Action Strategy2,Corrective Action Strategy2Start Date,Corrective Action Strategy3,Corrective Action Strategy3Start Date,Closed With Contamination,No Further Action Letter URL,Military Do DSite
2000013,,91020,Yes,CONVENTION CENTER LLC,1317 9TH ST NW,,Washington DC,20001,,DC,3,Retail fuel sales (non-marina),,,38.90778,-77.02367,,No further action,1991-02-11,1992-03-31,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000094,,91021,Yes,FEDERAL TRIANGLE,14TH & D ST NW,,Washington DC,20006,,DC,3,Other,,,38.89463097,-77.03196365,Geocoded address,No further action,1991-02-12,2009-12-14,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000083,,91022,Yes,GEORGETOWN VALERO,2715 PENNSYLVANIA AV NW,,Washington DC,20007,,DC,3,Retail fuel sales (non-marina),,,38.90500318,-77.05648012,Geocoded address,No further action,1991-02-21,1998-11-18,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
5000541,,91023,Yes,U.S. NAT ARBORETUM - BRICK YARD,3501 NEW YORK AV NE,,Washington DC,20002,,DC,3,Other,,,38.91240276,-76.96989039,Geocoded address,No further action,1991-02-22,1991-04-23,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000754,,91024,Yes,3801 GEORGIA AVE CONDOS,3801 GEORGIA AV NW,,Washington DC,20011,,DC,3,Residential,,,38.93788946,-77.02427767,Geocoded address,No further action,1991-03-08,1991-11-04,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
1000595,,91025,Yes,DPW-FMA 3RD DISTRICT FUEL SITE,1620 V ST NW,,Washington DC,20009,,DC,3,Retail fuel sales (non-marina),,,38.91786727,-77.03797081,Geocoded address,Active: general,1991-03-06,,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000090,,91027,Yes,GATEWAY COHEN PROPERTY,7812 GEORGIA AV NW,,Washington DC,20012,,DC,3,Retail fuel sales (non-marina),,,38.98417123,-77.02689588,Geocoded address,No further action,1991-03-15,1992-06-30,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000536,,91028,Yes,HILLWOOD ESTATE MUSEUM & GARDENS,4155 LINNEAN AV NW,,Washington DC,20008,,DC,3,Commercial,,,38.94363392,-77.05261735,,No further action,1991-03-22,1992-11-24,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4001666,,91029,Yes,TAKOMA FUNERAL HOME,254 CARROLL ST NW,,Washington DC,20012,,DC,3,Commercial,,,38.97472338,-77.01569028,Geocoded address,No further action,1991-03-04,1991-04-30,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000517,,91030,Yes,MARTENS VOLVO.,4800 WISCONSIN AV NW,,Washington DC,20016,,DC,3,Auto dealership/auto maintenance & repair,,,38.95208481,-77.0817006,Geocoded address,No further action,1991-04-01,1991-12-23,Yes,No,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000002,,91031,Yes,BRENTWOOD MAINTENANCE FACILITY,515 NEW YORK AV NE,,Washington DC,20002,,DC,3,Other,,,38.91133071,-76.99599482,Geocoded address,No further action,1991-02-06,1991-04-01,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000410,,91032,Yes,LAID LAW - TRANSIT  INC.,1345 NEW YORK AV NE,,Washington DC,20002,,DC,3,Trucking/transport/fleet operation,,,38.91403628,-76.98729839,Geocoded address,No further action,1991-04-02,1991-05-14,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2001412,,91035,Yes,513 E ST NW,513 E ST NW,,Washington DC,20001,,DC,3,Retail fuel sales (non-marina),,,38.89614,-77.01907,Geocoded address,No further action,1991-04-19,1991-04-19,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000618,,91036,Yes,DEPT.PUBLIC WORKS.FLEET.MGMT,145 O ST NE,,Washington DC,20018,,DC,3,Retail fuel sales (non-marina),,,38.90858,-77.00382,Geocoded address,No further action,1991-04-16,2005-04-07,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000118,,91039,Yes,CIRCLE MANAGEMENT PROPERTY,3501 CONNECTICUT AV NW,,Washington DC,20008,,DC,3,Retail fuel sales (non-marina),,,38.93567051,-77.05791409,Geocoded address,No further action,1991-05-09,1991-08-05,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000021,,91040,Yes,EAST POTOMAC MAINTENANCE YARD,1100 OHIO DR SW,,Washington DC,20242,,DC,3,Retail fuel sales (non-marina),,,38.87647922,-77.03363832,Geocoded address,No further action,1991-05-21,1992-08-17,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5002405,,91041,Yes,DISTRICT OF COLUMBIA GOVERNTMENT,675 TAYLOR ST NE,,Washington DC,20017,,DC,3,Other,,,38.93767111,-76.99571155,Geocoded address,No further action,1991-05-16,1991-08-16,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
7000002,,91042,Yes,FT DUPONT MAINTENANCE YARD,3600 F ST SE,,Washington DC,20019,,DC,3,Other,,,38.88241217,-76.95468347,,No further action,1991-06-17,1992-04-02,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000068,,91044,Yes,L'ENFANT PLAZA - EAST,875 FRONTAGE RD SW,,Washington DC,20024,,DC,3,Commercial,,,38.88303964,-77.02348657,Geocoded address,No further action,1991-06-12,1992-06-26,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000575,,91045,Yes,METRO BUILDING SUPPLY CO.,50 Q ST SW,,Washington DC,20024,,DC,3,Commercial,,,38.8707,-77.00985,Geocoded address,No further action,1991-06-28,2011-11-15,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
1004842,,91047,Yes,ELLINGTON NEWS COOPERATIVE,1105 W ST NW,,Washington DC,20009,,DC,3,Retail fuel sales (non-marina),,,38.9192,-77.02708,Geocoded address,No further action,1991-06-13,1991-10-11,Yes,No,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000733,,91048,Yes,PMG CO 09,2643 VIRGINIA AV NW,,Washington DC,20037,,DC,3,Retail fuel sales (non-marina),,,38.90047,-77.0556,,No further action,1991-07-08,2012-02-07,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000045,,91049,Yes,WHITE HOUSE,1600 PENNSYLVANIA AV NW,,Washington DC,20500,,DC,3,Other,,,38.89766732,-77.03654468,Geocoded address,No further action,1991-07-12,1992-07-07,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
1000312,,91050,Yes,DCFD COMMUNICATIONS DIVISION,300 MCMILAN DR NW,,Washington DC,20001,,DC,3,Other,,,38.92345,-77.01293,Geocoded address,No further action,1991-06-20,2009-12-10,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000274,,91051,Yes,DCFD ENGINE CO. #3,439 NEW JERSEY AV NW,,Washington DC,20001,,DC,3,Other,,,38.89583446,-77.01090042,Geocoded address,No further action,1991-07-17,1991-08-12,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000011,,91052,Yes,SAFEWAY STORE #1276,6501 GEORGIA AV NW,,Washington DC,20012,,DC,3,Commercial,,,38.96863,-77.02736,Geocoded address,No further action,1991-07-19,1992-02-13,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
1000349,,91053,Yes,FORMER EXXON S/S #2-7489,2009 18TH ST NW,,Washington DC,20009,,DC,3,Retail fuel sales (non-marina),,,38.91752683,-77.04120589,Geocoded address,No further action,1991-07-25,2007-02-08,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
8000334,,91054,Yes,EXXON S/S #2-5730,2125 ALABAMA AV SE,,Washington DC,20020,,DC,3,Retail fuel sales (non-marina),,,38.85059388,-76.97447328,Geocoded address,No further action,1991-07-29,2009-01-30,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2001092,,91055,Yes,ACACIA MUTUAL LIFE,51 LOUISIANA AV NW,,Washington DC,20001,,DC,3,Commercial,,,38.89404499,-77.01144723,Geocoded address,No further action,1991-07-31,2008-06-25,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
1000817,,91057,Yes,SO KWANG PARK,3646 GEORGIA AV NW,,Washington DC,20010,,DC,3,Retail fuel sales (non-marina),,,38.93558,-77.0243,Geocoded address,No further action,1991-07-31,2010-04-02,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
1000014,,91058,Yes,AMOCO OIL CO S/S #84665,2307 CHAMPLAIN ST NW,,Washington DC,20009,,DC,3,Retail fuel sales (non-marina),,,38.92039,-77.04092,Geocoded address,No further action,1991-07-31,2009-07-27,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000367,,91059,Yes,EXXON R/S #2-7118,1022 M ST SE,,Washington DC,20003,,DC,3,Retail fuel sales (non-marina),,,38.87680179,-76.99203546,Geocoded address,No further action,1991-08-02,1998-07-06,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
8000570,,91060,Yes,JBAB - BLDG A398,SOUTH CAPITOL ST SW,,Washington DC,20373,,DC,3,Other,,,38.84074,-77.00892,,No further action,1991-08-02,1991-09-25,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
5000688,,91062,Yes,CURSEEN & MORRIS P&DC USPS,900 BRENTWOOD RD NE,,Washington DC,20018,,DC,3,Other,,,38.91731628,-76.99548654,Geocoded address,No further action,1991-08-12,1997-09-23,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
6000074,,91063,Yes,ANACOSTIA CHRYSLER PLYMOUTH,1708 GOOD HOPE RD SE,,Washington DC,20020,,DC,3,Auto dealership/auto maintenance & repair,,,38.86612047,-76.98017942,Geocoded address,No further action,1991-08-19,1992-04-09,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000546,,91064,Yes,GSA,3801 NEBRASKA AV NW,,Washington DC,20016,,DC,3,Other,,,38.93954423,-77.08431934,Geocoded address,No further action,1991-07-01,1997-08-18,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2005416,,91066,Yes,Sanitary Transfer Station,900 NEW JERSEY AVE. SE,,Washington DC,20024,,DC,3,Other,,,38.87896,-77.00542,Geocoded address,No further action,1991-08-20,1991-09-05,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
1000109,,91067,Yes,PARK ROAD BP,3426 GEORGIA AV NW,,Washington DC,20010,,DC,3,Retail fuel sales (non-marina),,,38.93274213,-77.02422966,,No further action,1991-08-23,1996-08-20,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000609,,91071,Yes,BUZZARD POINT GENERATING STATION,1ST & V ST SW,,Washington DC,20024,,DC,3,Utility,,,38.86462855,-77.01218422,Geocoded address,No further action,1991-08-29,1991-11-27,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000020,,91072,Yes,BP SERVICE STATION #84661,306 H ST NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.90052129,-77.00148669,Geocoded address,No further action,1991-08-09,2012-03-15,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000021,,91073,Yes,AMOCO OIL CO S/S #5132,5101 MACARTHUR BV NW,,Washington DC,20016,,DC,3,Retail fuel sales (non-marina),,,38.92532693,-77.10126181,Geocoded address,No further action,1991-08-07,1999-03-18,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
1000229,,91076,Yes,"BELL ATLANTIC - WASHINGTON, DC",1711 FLORIDA AV NW (19609),,Washington DC,20009,,DC,3,Utility,,,38.91846973,-77.0399244,Geocoded address,No further action,1991-09-24,1991-12-04,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
6000001,,91077,Yes,LANGSTON GOLF COURSE,2600 BENNING RD NE,,Washington DC,20002,,DC,3,Other,,,38.89845703,-76.96990849,Geocoded address,No further action,1991-09-16,1991-10-29,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2003849,,91078,Yes,1120 VERMONT AVENUE ASSOCIATES,"1120 VERMONT AV NW
SUITE 900",,Washington DC,20005,,DC,3,Commercial,,,38.90484911,-77.03302937,Geocoded address,No further action,1991-09-11,1991-11-29,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000524,,92002,Yes,EAST POTOMAC TRANSIT STORAGE FACILITY,"750 BUCKEYE DR SW
1000 OHIO DR SW",,Washington DC,20024,,DC,3,Other,,,38.87746369,-77.03226575,Geocoded address,No further action,1991-10-11,1991-12-30,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000261,,92003,Yes,GWU - UNIV STUDENT CTR (FORMERLY MARVIN CTR),800 21ST ST NW,,Washington DC,20052,,DC,3,School,,,38.89999,-77.04716,,No further action,1991-10-15,1992-02-01,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000544,,92005,Yes,U.S. NAVAL OBSERVATORY,34TH & MASSACHUSETTS AV NW,,Washington DC,20007,,DC,3,Other,,,38.92457,-77.06757,Geocoded address,Active: general,1991-10-11,,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
2000095,,92007,Yes,FT LESLEY J. MCNAIR,FORT LESLEY J. MCNAIR,,Washington DC,20319,,DC,3,Other,,,38.86695,-77.01759,Geocoded address,No further action,1991-10-15,2012-02-14,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
8000115,,92009,Yes,HERB'S AMOCO,2501 M L KING JR AV SE,,Washington DC,20020,,DC,3,Retail fuel sales (non-marina),,,38.85976176,-76.99535457,Geocoded address,No further action,1991-11-01,2001-04-06,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5001895,,92012,Yes,MERCHANTS TIRE & AUTO,1141 BLADENSBURG RD NE,,Washington DC,20002,,DC,3,Commercial,,,38.90468819,-76.97992798,Geocoded address,No further action,1991-11-13,1993-01-15,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
8000215,,92015,Yes,2600 BARRY RD. S.E. (12234),2600 BARRY RD SE,,Washington DC,20020,,DC,3,Utility,,,38.86193801,-77.00031144,Geocoded address,No further action,1991-11-20,1992-01-05,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
7000585,,92018,Yes,BENNING ROAD GENERATING STATION,3400 BENNING RD NE,,Washington DC,20010,,DC,3,Utility,,,38.89697815,-76.95213708,,No further action,1991-11-18,1992-04-03,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000496,,92020,Yes,HECHT'S WAREHOUSE,1401 NEW YORK AV NE,,Washington DC,20002,,DC,3,Commercial,,,38.91554389,-76.98480634,Geocoded address,No further action,1991-12-01,1992-02-12,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000007,,92023,Yes,KEN & FRED HENDERSON,1710 BENNING RD NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.89938,-76.97865,Geocoded address,No further action,1991-12-18,1993-12-21,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000729,,92024,Yes,INTERNATIONAL AUTO CARE INC,3426 18TH ST NE,,Washington DC,20018,,DC,3,Retail fuel sales (non-marina),,,38.93273491,-76.97997406,Geocoded address,No further action,1991-12-27,1992-11-23,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000053,,92025,Yes,NATIONAL GALLERY OF ART,600 CONSTITUTION AV NW,,Washington DC,20565,,DC,3,Other,,,38.89206,-77.02087,Geocoded address,No further action,1992-01-13,1992-04-06,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2001474,,92026,Yes,AMERICAN GEOPHYSICAL UNION,2000 FLORIDA AV NW,,Washington DC,20009,,DC,3,Commercial,,,38.91465179,-77.04520476,Geocoded address,No further action,1992-01-09,2008-03-11,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2005528,,92027,Yes,MNC FINANCIAL,601 MASSACHUSETTS AV NW,,Washington DC,20001,,DC,3,Retail fuel sales (non-marina),,,38.90187198,-77.02020415,Geocoded address,No further action,1992-01-21,1994-05-03,Yes,Yes,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000079,,92028,Yes,PMG CO 24,1800 18TH ST NW,,Washington DC,20009,,DC,3,Retail fuel sales (non-marina),,,38.91435223,-77.04190096,,No further action,1992-02-04,2010-08-09,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000361,,92031,Yes,FLORIDA MARKET CHEVRON,400 FLORIDA AV NE,,Washington DC,20007,,DC,3,Retail fuel sales (non-marina),,,38.90710496,-76.99966542,Geocoded address,No further action,1992-02-07,2007-09-04,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000510,,92032,Yes,"HESSICK, INC.",1124 FLORIDA AV NE,,Washington DC,20002,,DC,3,Bulk plant storage/petroleum distributor,,,38.90315678,-76.99070475,Geocoded address,No further action,1992-02-14,2010-07-21,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000544,,92034,Yes,U.S. NAVAL OBSERVATORY,34TH & MASSACHUSETTS AV NW,,Washington DC,20007,,DC,3,Other,,,38.92457,-77.06757,Geocoded address,No further action,1992-02-18,1999-06-14,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
5004794,,92035,Yes,SHELL SOUTH DAKOTA,2350 S DAKOTA AV NE,,Washington DC,20018,,DC,3,Retail fuel sales (non-marina),,,38.92161569,-76.96054641,,No further action,1992-02-20,2007-10-02,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000091,,92036,Yes,BLADENSBURG BP,1201 BLADENSBURG RD NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.90581881,-76.97929714,,No further action,1992-03-02,1992-03-31,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000555,,92037,Yes,AMTRAK COACH YARD.,1801 9TH ST NE,,Washington DC,20018,,DC,3,Railroad,,,38.91708306,-76.98795592,Geocoded address,No further action,1992-03-05,1993-02-02,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000095,,92039,Yes,FT LESLEY J. MCNAIR,FORT LESLEY J. MCNAIR,,Washington DC,20319,,DC,3,Other,,,38.86695,-77.01759,Geocoded address,No further action,1992-03-23,2012-08-30,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
9000835,,92040,Yes,JBAB - BLDG 485 (GSA),"ANACOSTIA NAVAL STATION
MURRAY LANE",,Washington DC,20223,,DC,3,Other,,,38.85035,-77.01472,,No further action,1992-04-13,1992-05-15,Yes,No,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5004719,,92042,Yes,3101 RHODE ISLAND AVENUE,3101 RHODE ISLAND AV NE,,Washington DC,20018,,DC,3,Retail fuel sales (non-marina),,,38.93440589,-76.9642434,Geocoded address,No further action,1992-03-11,1992-04-10,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000329,,92043,Yes,SHELL RHODE ISLAND AVE,3103 RHODE ISLAND AV NE,,Washington DC,20018,,DC,3,Retail fuel sales (non-marina),,,38.93449888,-76.96404151,,No further action,1992-03-11,1992-04-10,Yes,No,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000639,,92045,Yes,STEUART INVESTMENT COMPANY.,2019 W VIRGINIA AV NE,,Washington DC,20002,,DC,3,Other,,,38.91295612,-76.98202901,Geocoded address,No further action,1992-04-17,2016-02-08,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
5004909,,92046,Yes,GAS STATION/L P STEUART & BRO IN,1905 W VIRGINIA AV NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.91206877,-76.98363642,Geocoded address,No further action,1992-04-20,2016-02-08,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Tank,Unknown,,,,,,,,,,,,,,No
5001431,,92047,Yes,DPW Property - 1725 Fenwick,1725 FENWICK ST NE,,Washington DC,20001,,DC,3,Other,,,38.91226,-76.98183,Geocoded address,No further action,2010-04-01,2010-04-01,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000712,,92048,Yes,WMATA SOUTHEASTERN GARAGE,17 M ST SE,,Washington DC,20003,,DC,3,Trucking/transport/fleet operation,,,38.87624418,-77.00787194,Geocoded address,No further action,1992-04-28,2019-10-09,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2002647,,92049,Yes,ABANDONED GAS STATION,2118 K ST NW,,Washington DC,20008,,DC,3,Retail fuel sales (non-marina),,,38.92949,-77.05186,Geocoded address,No further action,1992-05-04,1992-06-30,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
7000011,,92050,Yes,PMG 4167,5207 N H BURROUGHS AV NE,,Washington DC,20019,,DC,3,Retail fuel sales (non-marina),,,38.89798986,-76.92530886,Geocoded address,No further action,1992-04-28,1992-09-29,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000022,,92051,Yes,LOGIN CIV BP,"1301 13TH ST NW
1231 N ST NW",,Washington DC,20005,,DC,3,Retail fuel sales (non-marina),,,38.90749683,-77.02935778,Geocoded address,No further action,1992-04-30,1995-10-10,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000017,,92052,Yes,SOUTH DAKOTA BP,4925 S DAKOTA AV NE,,Washington DC,20017,,DC,3,Retail fuel sales (non-marina),,,38.94964737,-76.99243189,,No further action,1991-05-08,1993-02-28,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000004,,92054,Yes,OLMSTED BUILDING,1701 PENNSYLVANIA AV NW,,Washington DC,20006,,DC,3,Commercial,,,38.89933631,-77.03982446,Geocoded address,No further action,1992-04-30,1992-08-25,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000062,,92055,Yes,U.S. COURTHOUSE,"3RD & CONSTITUTION AV NW 
ROOM 308",,Washington DC,20001,,DC,3,Other,,,38.89208605,-77.01523178,Geocoded address,No further action,1992-05-13,1992-12-28,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000621,,92058,Yes,DPW - FLEET MANAGEMENT,1833 W VIRGINIA AV NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.91094343,-76.98352057,Geocoded address,No further action,1992-04-30,2010-10-21,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000718,,92060,Yes,MEDSTAR WASHINGTON HOSPITAL CENTER,"C/O JAMIE CROUCH
110 IRVING ST NW",,Washington DC,20010,,DC,3,Hospital (or other medical),,,38.92954231,-77.0163406,Geocoded address,No further action,1992-05-15,1993-11-10,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
