FacilityID,FacilityIdimport,Owner ID,AltFacilityID,Facility Name,Street Address,ZIP Linkage,ZIP+4,Phone,Authorized Representative,Title,FormDate,Facility Description,Clerk,Date of Entry,FacilityStatus,LUSTSummaryStatus,SupplementalLocationText,Fax,SOCDeficiency,LUSTRankingScore,Hawaii Common Identifier,FacilityRegistryIdentifier,TaxMapKey,FormReceivedDate,DataCollectionDate,LatitudeMeasure,LongitudeMeasure,HorizontalReferenceDatumName,GeometricTypeName,HorizontalCollectionMethodName,HorizontalAccuracyMeasuremeters,GeographicReferencePointName,LocationCommentsText,ProjectOfficer,GPSSource,ComplianceStatus,LastInspectionDate,USTStatus,UST97FacilityId
9201357,9201357,1516.0,9-201357,"MUTUAL WELDING CO., LTD.",91-237 KAUHI ST,57491.0,,,T. KAWIKA CHUN,PROJECT ENGINEER,1991-06-03,Contractor,rkwan,2000-08-17 08:54:30,Closed,,,,,,,110014048976.0,,1997-07-30,,,,,,,,,,,,No Visits,,,9201357
9201022,9201022,2308.0,9-201022,SHELL SERVICE STATION,1025 KEOLU DR,57515.0,,(808) 263-3307,THERESA GEIJER,HS & E COMPLIANCE COORDINATOR,2003-08-20,Gas Station,RKWAN,2004-03-23 15:39:38,Closed,Site Cleanup Completed (NFA),,,,,,110013777234.0,,2004-03-16,1996-09-03,21.378615,-157.728302,NAD83,Point,GPS,,,,Shunsheng Fu,,Closed,9/3/1996,,9201022
9201023,9201023,1256.0,9-201023,ACE TRANSMISSION,720 KILANI AVE,57562.0,,(808) 621-3311,RANDAL SHIMODOI,OWNER,1998-12-18,Gas Station,jnagashima,2011-04-07 07:23:27,Closed,Site Cleanup Completed (NFA),,,,,,110013782790.0,,1998-12-21,2009-04-20,21.498916,-158.027781,NAD83,Area,Address Matching,,,,Richard Takaba,,Closed,8/1/1997,,9201023
9201024,9201024,2496.0,9-201024,Kailua Shell,434 KUULEI RD,57515.0,,(808) 262-0369,Robert Hood,VP,2023-06-09,Gas Station,Timothy.Ugaitafa,2024-09-30 10:17:33,Operating,Suspected release,,(808) 262-0570,,,,110005725929.0,1-1-7-29-14,2023-06-16,2009-03-09,21.39504,-157.74353,NAD83,Point,GPS,8.0,Underground Storage Tank,,Anay Shende,,Closed,8/27/2024,,9201024
9201025,9201025,2308.0,9-201025,AIEA SHELL,99-170 MOANALUA RD,57487.0,,(808) 488-0905,Robert Hood,Vice President,2024-03-13,Gas Station,christina.flores,2024-12-12 10:50:56,Operating,Consolidated releases,,,,,,110013779027.0,9-9-038:001,2024-03-18,2008-12-12,21.37932,-157.93068,NAD83,Point,GPS,10.0,Underground Storage Tank,,Allison Hutto,,Closed,6/5/2023,,9201025
9201029,9201029,2308.0,9-201029,New City Shell,94-380 PUPUPANI ST.,57571.0,,(808) 671-1795,Jacqueline Murai-Pedersen,Training Manager,2020-10-30,Gas Station,Timothy.Ugaitafa,2023-02-21 09:57:23,Operating,Site Cleanup Completed with EHE/EHMP,,(808) 671-1795,,,,110013777680.0,1-9-4-27-10,2020-11-02,2009-06-12,21.382076,-158.015696,NAD83,Point,Map,10.0,Underground Storage Tank,,Shunsheng Fu,,Closed,1/31/2023,,9201029
9201033,9201033,2308.0,9-201033,F & M FOOD MART CORP,10 S KAMEHAMEHA HWY,57643.0,,,J.S. HESS,SH&E SUPPORT,1999-10-15,Gas Station,knatarajan,2000-02-18 10:34:40,Closed,Site Cleanup Completed (NFA),,,,,,110013778894.0,,1999-10-29,1995-08-10,21.495711,-158.029559,NAD83,Point,GPS,,,,Shaobin Li,,No Visits,,,9201033
9201048,9201048,2216.0,9-201048,BELLOWS AIR FORCE STATION," BLDG  700 and 701   tank 700a, 701a-e",57569.0,,,MATHEW MARRON,ENVIRONMENTAL ENGINE,1993-12-22,Federal Military,jnagashima,2011-09-09 10:37:17,Closed,Site Cleanup Completed (NFA),"DET 1, 15TH AIR BASE WING/CC",,,,,,,1992-01-08,2011-09-09,21.356158,-157.714715,NAD83,Area,Map,,,From Report,Jose Ruiz,,No Visits,,,9201048
9201049,9201049,2216.0,9-201049,KAENA Point SATELLITE TRACKING Stn,BLDG 19,57567.0,,,"RICHARD E. PERRAUT, JR",COLONEL,1998-02-13,Federal Military,jnagashima,2011-09-15 11:16:29,Closed,Site Cleanup Completed (NFA),,,,,,110014056494.0,,1997-11-28,2011-09-15,21.560733,-158.238255,NAD83,Area,Map,,,From UST Folder,Mark Sutterfield,,No Visits,,,9201049
9201057,9201057,2041.0,9-201057,MOBILIZATION & TRAINING EQUIPMENT SITE (M,96-117  WAIHONA ST,57558.0,,,JERRY M.MATSUDA,HANG CONTR & ENGR OF,1986-04-21,State Government,rkwan,2006-02-23 13:39:02,Closed,,,,,,,110014042320.0,,1986-04-25,,,,,,,,,,,,No Visits,,,9201057
9201058,9201058,1087.0,9-201058,UH Marine Center,1 SAND ISLAND ACCESS RD,57591.0,,,J.W. COSTE,MARINE SUPERINTENDEN,1992-03-30,Residential,rkwan,2013-03-27 16:04:04,Closed,,,,,,,110013772694.0,,1993-07-19,,,,,,,,,,,,No Visits,,,9201058
9201097,9201097,179.0,9-201097,Bionic  Waipahu Texaco 98584,94-485 FARRINGTON HWY,57571.0,,(808) 671-1915,Albert Chee,"Vice President, Retail Marketing & Community Relations",2020-09-10,Gas Station,roxanne.kwan,2025-02-25 10:50:09,Closed,Site Cleanup Completed (NFA),,(808) 677-7015,,,,110013780015.0,1-9-4-011-043 & 057 & 098,2020-09-24,1996-06-19,21.38211,-158.01288,NAD83,Point,GPS,10.0,Underground Storage Tank,12/18/2007- verified via GPS/RI,Chad Pritchard,,Closed,11/1/2022,,9201097
9201102,9201102,179.0,9-201102,Koolau Texaco #98242,45-462 KANEOHE BAY DR,57521.0,,(808) 247-3383,Albert Chee,"Vice President, Retail Marketing & Community Relations",2023-08-15,Gas Station,roy.ilaga,2023-08-17 15:39:06,Operating,Consolidated releases,,(808) 234-0436,,,,110013780747.0,1-4-5-060-064,2023-08-17,2011-01-11,21.403,-157.79778,NAD83,Point,GPS,12.0,Underground Storage Tank,,Allison Hutto,,Closed,6/23/2023,,9201102
9201103,9201103,179.0,9-201103,H & H CHEVRON,47-537 KAMEHAMEHA HWY,57521.0,,,FRAN BOUDREAUX,ENGINEERING ASST.,1991-02-27,Not Listed,CJR,1995-12-13 00:00:00,Closed,Site Cleanup Completed (NFA),,,,,,110013789490.0,,1995-10-27,2009-04-20,21.458474,-157.838989,NAD83,Area,Address Matching,,,,Roger Brewer,,No Visits,,,9201103
9201109,9201109,179.0,9-201109,KANEOHE CHEVRON SERVICE,45-1002 KAMEHAMEHA HWY,57521.0,,(808) 247-1951,Anna S.p.T. Chung,retail env safety and Health Specialist,2003-10-06,Gas Station,rkwan,2014-06-13 14:05:50,Closed,Site Cleanup Completed (NFA),,,,,,110013787535.0,,2004-07-19,2009-04-20,21.414999,-157.80086,NAD83,Area,Address Matching,,,,Shunsheng Fu,,Closed,12/18/2002,,9201109
9201116,9201116,179.0,9-201116,LAIE CHEVRON SERVICE,55-396 KAMEHAMEHA HWY,57538.0,,(808) 293-1877,GREGORY MCCARTNEY,SAR SPECIALIST,2001-05-07,Gas Station,rtakaba,2015-02-25 13:02:06,Closed,Site Cleanup Completed (NFA),,,,,,110013772328.0,,2001-05-10,1997-07-14,21.641013,-157.919313,NAD83,Point,GPS,,,chk'd 8/16/07 - ssb,Richard Takaba,,Closed,9/2/2011,,9201116
9201117,9201117,179.0,9-201117,Gennesart Pearl City Texaco 91053,866 KAMEHAMEHA HWY,57558.0,,(808) 455-2000,Albert Chee,"Vice President, Retail Marketing & Community Relations",2022-05-16,Gas Station,roy.ilaga,2024-12-10 09:40:29,Closed,,,(808) 454-5499,,,,110013766077.0,1-9-7-031-029,2022-05-18,2008-07-09,21.39377,-157.9688,NAD83,Point,GPS,10.0,Underground Storage Tank,,,,Closed,5/31/2022,,9201117
9201123,9201123,179.0,9-201123,SUNSET BEACH TEXACO,59-186 KAMEHAMEHA HWY,57495.0,,(808) 638-7043,In Chul Kang,President Owner,2022-10-31,Gas Station,roy.ilaga,2022-11-21 11:44:47,Operating,Site Cleanup Completed (NFA),,(808) 728-3872,,,,110013778251.0,5-9-013-020,2022-11-04,2008-11-06,21.67125,-158.04282,NAD83,Point,GPS,10.0,Underground Storage Tank,,Shunsheng Fu,,Open,9/26/2022,,9201123
9201124,9201124,2485.0,9-201124,Mililani Texaco 98823,95-130 KAMEHAMEHA HWY,57564.0,,(808) 623-2666,Georgina DelaCruz,member owner,2015-12-16,Gas Station,roy.ilaga,2025-02-22 19:11:02,Closed,Site Cleanup Completed (NFA),,(808) 627-1640,,,,110013774781.0,9-5-021-013/014,2015-12-29,2009-04-23,21.45812,-158.01663,NAD83,Point,GPS,11.0,Underground Storage Tank,,Darren Park,,Open,5/21/2024,,9201124
9201141,9201141,1813.0,9-201141,LEEWARD PETROLEUM COMPANY - Bulk Plant,85-723 FARRINGTON HWY,57567.0,,(808) 347-8115,Mei Li Ko Sun,OWNER,2016-08-01,Gas Station,yongkeng.liu,2024-09-19 15:09:41,Temporarily Closed,Site Cleanup Completed (NFA) with Restrictions,,(808) 946-9636,Not Detect,,,110013771089.0,8-5-0-1-3-036,2016-08-03,2008-04-28,21.44833,-158.18994,NAD83,Point,GPS,7.0,Underground Storage Tank,,Allison Hutto,,Open,9/19/2024,,9201141
9201144,9201144,1552.0,9-201144,B & E PETROLEUM,45-554 KAMEHAMEHA HWY,57521.0,,,Ed Yamashiro,,1993-11-22,Gas Station,jnagashima,2011-04-06 09:58:40,Closed,Site Cleanup Completed (NFA),,,,,,110014057135.0,,1986-04-21,2009-04-20,21.398193,-157.798655,NAD83,Area,Address Matching,,,,Roger Brewer,,No Visits,,,9201144
9201152,9201152,1552.0,9-201152,"OAHU CONSTRUCTION CO., LTD.",91-202 KALAELOA BLVD,57492.0,,,EDMUND A VASPER,COMMERCIAL REP.,1986-04-29,Not Listed,jnagashima,2011-04-06 09:55:43,Closed,Site Cleanup Completed (NFA),,,,,,110014044426.0,,,2009-04-20,21.307489,-158.098614,NAD83,Area,Address Matching,,,,Shunsheng Fu,,No Visits,,,9201152
9201154,9201154,1552.0,9-201154,WAHIAWA PAVING & GRADING CO.,95-026 KIPAPA ST,57562.0,,,E. KIDO,RESIDENT MANAGER,1986-05-20,Not Listed,esadoyama,1997-05-14 16:44:46,Closed,,,,,,,110014059561.0,,1986-05-27,,,,,,,,,,,,No Visits,,,9201154
9201157,9201157,2495.0,9-201157,Island Ready Mix #8002,91-059 HANUA ST,57492.0,,(808) 203-2340,Patrick Iona,"Manager, EH&S",2019-09-18,Other,Timothy.Ugaitafa,2025-01-13 10:35:16,Operating,Site Cleanup Completed (NFA),,(808) 485-2147,,,,110013783174.0,910310490000,2019-09-21,2009-01-27,21.298982,-158.101023,NAD83,Point,Map,10.0,Underground Storage Tank,1/30/2009 - pls verify data via GPS/RI,To Heer,,Closed,12/19/2024,,9201157
9201160,9201160,1323.0,9-201160,AT&T KEAWAULA CABLE STATION,AIR FORCE TRACKING STATION RD,57455.0,,,ROBERT C. HAYMAN,,1995-06-29,Utilities,roy.ilaga,2016-03-30 11:26:05,Closed,,,,,,,110014057206.0,,1995-07-25,,,,,,,,,,,,No Visits,,,9201160
9201161,9201161,1552.0,9-201161,HERCULES CONSTRUCTION CO LTD,94-163 LEOWAENA ST,57571.0,,,HAROLD TAKARA,MAINT. ENGINEER,1993-05-13,Residential,esadoyama,1997-05-14 16:44:46,Closed,,,,,,,110014057215.0,,1993-05-17,,,,,,,,,,,,No Visits,,,9201161
9201162,9201162,1552.0,9-201162,PRESTRESSED CONCRETE PRODUCTS,HALAWA QUARRY,57487.0,,,WILFRED CHUNG,COMMERCIAL SALES,1986-05-07,Not Listed,gtabil,2009-01-28 10:26:52,Closed,,,,,,,110014044505.0,,1986-05-14,,,,,,,,,,,,Closed,12/12/2007,,9201162
9201165,9201165,2495.0,9-201165,HC & D Kapaa Quarry #8001,909 KALANIANAOLE HWY,57515.0,,(808) 203-2340,Patrick Iona,"Manager, EH&S",2019-06-26,Other,yongkeng.liu,2024-09-04 11:32:25,Operating,Site Cleanup Completed (NFA),,(808) 485-2147,,,,110013782433.0,420150010000,2019-07-02,2009-06-17,21.391403,-157.775585,NAD83,Point,GPS,10.0,Underground Storage Tank,,Jose Ruiz,,Closed,8/30/2024,,9201165
9201170,9201170,34.0,9-201170,AIM KANEOHE,45-596 KAMEHAMEHA HWY,57521.0,,(808) 233-4253,RICHARD CONNER,Environmental Health & Safety Manager,2014-06-09,Gas Station,yongkeng.liu,2024-07-24 14:45:09,Operating,,,(808) 233-4253,,,,110013783076.0,1-4-5-039-019,2014-06-10,1996-08-07,21.400305,-157.799491,NAD83,Point,GPS,,,,,,Open,7/24/2024,,9201170
9201171,9201171,34.0,9-201171,PUBLIC STORAGE (ALOHA KANEOHE),45-1021 KAMEHAMEHA HWY,57521.0,,,J. L. CASSULO,VICE PRES & GEN MGR,1986-04-04,Not Listed,dkam,2011-08-24 11:38:31,Closed,Site Cleanup Completed (NFA),,,,,,110014044685.0,,1990-02-26,2011-08-24,21.415651,-157.800789,NAD83,Area,Map,,,,Richard Takaba,,No Visits,,,9201171
9201177,9201177,34.0,9-201177,76 Waimanalo 7-11 #171,41-849 KALANIANAOLE HWY,57569.0,,(808) 259-9488,Patrick Iona,"Manager, EH&S",2019-07-08,Gas Station,timothy.ugaitafa,2022-06-30 10:08:05,Operating,Complete,,,,,,110013782059.0,"41004004,41004005",2019-07-12,2008-11-21,21.33293,-157.697,NAD83,Point,GPS,8.0,Underground Storage Tank,,Richard Takaba,,Closed,5/20/2022,,9201177
9201178,9201178,34.0,9-201178,Keolu Convenience Store,1090 KEOLU DR,57515.0,,(808) 522-9700,RICHARD CONNER,ENV. MANAGER,2003-03-18,Gas Station,rkwan,2007-05-01 15:58:15,Closed,Complete,,,,,,110013782969.0,,2006-01-03,1997-06-10,21.376401,-157.729018,NAD83,Point,GPS,,,,Shunsheng Fu,,Closed,5/8/2002,,9201178
9201179,9201179,34.0,9-201179,ALOHA PALI,1247 KAILUA RD,57515.0,,(808) 266-4250,Greg McCartney,EHS Manager,2019-07-15,Gas Station,Timothy.Ugaitafa,2024-04-02 12:26:11,Operating,Site Cleanup Completed (NFA),,(808) 266-4250,,,,110014044854.0,1-4-2-032-113,2019-07-17,2008-11-21,21.38318,-157.75346,NAD83,Point,GPS,15.0,Underground Storage Tank,,Richard Takaba,,Closed,3/14/2024,,9201179
9201181,9201181,34.0,9-201181,76 Pearl City 7-11 #165,897 KAMEHAMEHA HWY,57558.0,,(808) 455-8484,Patrick Iona,"Manager, EH&S",2019-07-08,Gas Station,Timothy.Ugaitafa,2023-05-15 10:20:23,Operating,,,,,,,110013782102.0,9-7-022:005;97022006,2019-07-12,1997-07-18,21.393485,-157.969935,NAD83,Point,GPS,,,,,,Closed,4/28/2023,,9201181
9201182,9201182,34.0,9-201182,"PALISADES MINI MART, LLC",2321-A  AUHUHU ST,57558.0,,(808) 453-3650,Andy Yamauchi,operator/business owner,2023-08-21,Gas Station,roxanne.kwan,2023-10-02 14:38:49,Operating,Site Cleanup Completed (NFA),,(808) 453-3651,,,,110013782772.0,(1)9-7-93:10,2023-09-06,2008-04-08,21.42526,-157.95209,NAD83,Point,GPS,6.0,Underground Storage Tank,,Miranda Fleisher,,Closed,7/18/2023,,9201182
9201183,9201183,2465.0,9-201183,EWA MART,91-831 FT WEAVER RD,57491.0,,(808) 689-7931,I SUN HWANG,OWNER,2016-02-13,Gas Station,yongkeng.liu,2025-02-19 08:32:43,Operating,Site Cleanup Completed (NFA),corner Makule St.  (Zip 96782),(808) 689-7985,,,,110027203434.0,9-1-34-4,2016-02-22,2008-11-19,21.31517,-158.01235,NAD83,Point,Map,10.0,Underground Storage Tank,,Shaobin Li,,Closed,2/19/2025,,9201183
9201184,9201184,34.0,9-201184,76 Ewa Beach 7-11 #158,91-924 Makule Rd,57491.0,,(808) 689-5868,Patrick Iona,"Manager, EH&S",2020-02-03,Gas Station,Timothy.Ugaitafa,2023-03-03 11:04:08,Operating,Disconfirmed Release,,,,,,110013782674.0,91034025,2020-02-05,2008-11-26,21.31617,-158.01297,NAD83,Point,GPS,8.0,Underground Storage Tank,, suspected,,Closed,2/28/2023,,9201184
9201192,9201192,34.0,9-201192,76 Kaaawa  #159,51-484 KAMEHAMEHA HWY,57511.0,,(808) 237-8810,Devin Kiyohira,Env Coordinator,2024-08-13,Gas Station,roxanne.kwan,2024-08-28 16:43:38,Operating,Disconfirmed Release,,,,,,110013782193.0,51011044,2024-08-16,2008-07-02,21.55575,-157.85291,NAD83,Point,GPS,10.0,Underground Storage Tank,, suspected,,Closed,5/23/2023,,9201192
9201193,9201193,34.0,9-201193,AIM MILILANI,95-280 KIPAPA DR,57564.0,,(808) 623-6801,RICHARD CONNER,Environmental Health & Safety Manager,2014-06-09,Gas Station,Timothy.Ugaitafa,2024-09-30 09:48:29,Operating,Site Cleanup Completed (NFA),,(808) 623-6801,,,,110005728882.0,1-9-5-021-008,2014-06-10,1997-07-24,21.456635,-158.015041,NAD83,Point,GPS,10.0,Underground Storage Tank,data verfied via GPS on 3/10/2009 - RI,Jose Ruiz,,Open,8/19/2024,,9201193
9201202,9201202,34.0,9-201202,MAHALO KILANI MART,935 KILANI AVE,57643.0,,(808) 621-5116,Gregory McCartney,Environemtal Health & Safety Manager,2019-04-03,Gas Station,roxanne.kwan,2023-05-09 11:39:00,Operating,,,(808) 676-0413,,,,110013782950.0,1-7-4-6-3,2019-04-10,1996-09-19,21.49953,-158.025377,NAD83,Point,GPS,,,,,,Closed,4/11/2023,,9201202
9201203,9201203,1991.0,9-201203,TAJIRO URANAKA,94-767 FARRINGTON HWY,57571.0,,,TAJIRO URANAKA,OWNER,1994-06-29,Gas Station,jnagashima,2011-04-07 11:22:13,Closed,Site Cleanup Completed (NFA),,,,,,110014057439.0,,1994-06-30,2009-04-20,21.383676,-158.004931,NAD83,Area,Address Matching,,,,Steven Okoji,,No Visits,,,9201203
9201204,9201204,34.0,9-201204,76 California Ave. 7-11 #156,655 CALIFORNIA AVE,57643.0,,(808) 621-1550,Patrick Iona,"Manager, EH&S",2019-07-08,Gas Station,Timothy.Ugaitafa,2023-07-10 10:48:25,Operating,,,,,,,110014045265.0,74003031,2019-07-12,1996-12-18,21.496687,-158.027492,NAD83,Point,GPS,10.0,Underground Storage Tank,,,,Closed,5/16/2023,,9201204
9201205,9201205,34.0,9-201205,76 Wahiawa 7-11 #169,202 N KAMEHAMEHA HWY,57643.0,,(808) 621-6711,Patrick Iona,"Manager, EH&S",2019-07-08,Gas Station,Timothy.Ugaitafa,2023-06-28 08:36:45,Operating,,,,,,,110027202827.0,74005020,2019-07-12,2008-11-26,21.49829,-158.02951,NAD83,Point,GPS,9.0,Underground Storage Tank,,,,Closed,5/16/2023,,9201205
9201206,9201206,34.0,9-201206,76 Nanakuli 7-11 #163,87-1926 FARRINGTON HWY,57485.0,,(808) 668-4712,Janet Garcia,"Coordinator, EH&S",2024-05-31,Gas Station,Timothy.Ugaitafa,2025-02-21 10:36:56,Operating,Site Cleanup Completed (NFA),,,,,,110013782120.0,87026003,2024-06-05,2008-04-08,21.38949,-158.15384,NAD83,Point,GPS,11.0,Underground Storage Tank,,Shunsheng Fu,,Closed,2/7/2025,,9201206
9201280,9201280,2483.0,9-201280,HELE Waimanalo #101,41-1517 KALANIANAOLE HWY,57569.0,,(808) 259-6773,Patrick Iona,"Manager,. EH&S",2019-07-10,Gas Station,timothy.ugaitafa,2022-06-30 10:19:39,Operating,Site Cleanup Completed (NFA),,,,,,110013782576.0,41009277,2019-07-15,1996-08-07,21.348108,-157.721176,NAD83,Point,GPS,,,,Josh Nagashima,,Closed,5/20/2022,,9201280
9201207,9201207,34.0,9-201207,76 Waianae 7-11 #170,85-997 FARRINGTON HWY,57567.0,,(808) 696-9444,Patrick Iona,"Manager, EH&S",2019-07-08,Gas Station,Timothy.Ugaitafa,2023-09-21 12:09:42,Operating,Site Cleanup Completed with EHMP,,,,,,110013782068.0,85008017,2019-07-12,1997-07-29,21.441764,-158.18702,NAD83,Point,GPS,10.0,Underground Storage Tank,verified data via GPS on 1/14/2009/RI,Shunsheng Fu,,Closed,8/31/2023,,9201207
9201208,9201208,34.0,9-201208,AIM WAIANAE,85-803 FARRINGTON HWY,57567.0,,(808) 696-6049,Richard Conner,EHS Manager,2014-06-09,Gas Station,roxanne.kwan,2024-11-06 17:26:47,Operating,Site Cleanup Completed (NFA),corner Army St.,(808) 696-6049,,,,110013783012.0,1-8-5-011-009,2014-06-10,2008-11-19,21.446741,-158.188858,NAD83,Point,Map,10.0,Underground Storage Tank,,Allison Hutto,,Open,5/25/2023,,9201208
9201209,9201209,34.0,9-201209,HELE Makaha 7-11 #161,85-010 Farrington Hwy,57567.0,,(808) 696-2911,Janet Garcia,"EH&S Coordinator, Retail",2022-10-11,Gas Station,Timothy.Ugaitafa,2025-02-21 11:04:19,Operating,Site Cleanup Completed with EHE/EHMP,Hele Makaha 7-11 #161,,,0.0,,110013782148.0,85018018,2022-10-24,1997-09-18,21.460405,-158.206338,NAD83,Point,GPS,7.0,Underground Storage Tank,,Randall Heu,,Closed,2/7/2025,,9201209
9201214,9201214,179.0,9-201214,Keolu Texaco 93186,1070 KEOLU DR,57515.0,,(808) 261-6131,Albert Chee,"Vice President, Retail Marketing & Community Relations",2023-01-26,Gas Station,roxanne.kwan,2023-01-27 17:06:38,Operating,Site Cleanup Completed (NFA),,,,,,110013784413.0,1-4-2-024-003,2023-01-27,2008-03-27,21.37707,-157.728846,NAD83,Point,GPS,10.0,Underground Storage Tank,,,,Closed,6/29/2022,,9201214
9201215,9201215,179.0,9-201215,HALEIWA SERVICE,62-594 KAMEHAMEHA HWY,57495.0,,(808) 637-4295,Tony Quijalvo,Project Manager,2008-03-03,Gas Station,rkwan,2014-06-13 14:07:31,Operating,LUST Cleanup Initiated,,,,,,110013789855.0,,2008-03-06,1997-02-24,21.594825,-158.102858,NAD83,Point,GPS,,,,Richard Takaba,,Closed,8/16/2007,,9201215
9201217,9201217,179.0,9-201217,COMMERCIAL BUILDING,935 KILANI ST,57562.0,,,D. A. DRIES,MANAGER ENGINEERING,1986-05-05,Not Listed,rkwan,1999-08-11 16:05:52,Closed,,,,,,,110014057518.0,,1991-01-11,,,,,,,,,,,,No Visits,,,9201217
9201224,9201224,179.0,9-201224,Ewa Beach Texaco 90371,91-909 FT WEAVER RD,57491.0,,(808) 689-7996,Albert Chee,"Vice President, Retail Marketing & Community Relations",2024-02-01,Gas Station,roy.ilaga,2025-02-07 15:20:53,Operating,Confirmed Release,,(808) 689-5849,,,,110027158689.0,9-1-115-012,2024-03-01,1997-06-17,21.316664,-158.013261,NAD83,Point,GPS,10.0,Underground Storage Tank,data verified on 12/5/2008 - RI,Richard Takaba,,Closed,1/30/2023,,9201224
9201226,9201226,179.0,9-201226,Pearlridge Texaco 93970,98-121 KAMEHAMEHA HWY,57487.0,,(808) 488-5129,Albert Chee,"Vice President, Retail Marketing & Community Relations",2022-04-14,Gas Station,roy.ilaga,2024-12-10 09:53:57,Operating,,,(808) 487-6121,,,,110014045693.0,1-9-8-014-012,2022-04-19,2009-08-25,21.3826,-157.94518,NAD83,Point,GPS,8.0,Underground Storage Tank,,,,Closed,5/31/2022,,9201226
9201228,9201228,2475.0,9-201228,WAHIAWA CHEVRON SS,1011 CALIFORNIA AVE,57650.0,,(808) 622-1678,WESLEY AHIHARA,OWNER,2007-05-31,Gas Station,rkwan,2014-06-13 14:07:52,Operating,Site Cleanup Completed (NFA),,(808) 622-1256,,,,110013773274.0,,2007-06-06,1996-12-26,21.498128,-158.023821,NAD83,Point,GPS,,,,Darren Park,,Closed,5/6/2005,,9201228
9201233,9201233,179.0,9-201233,J's Waipahu Texaco 91964,94-380 MOKUOLA ST,57571.0,,(808) 671-3371,Albert Chee,"Vice President, Retail Marketing & Community Relations",2022-02-07,Gas Station,yongkeng.liu,2023-12-19 10:31:11,Operating,Monitored Natural Attenuation,corner Waipahu St.,(808) 671-3371,,,,110024536359.0,1-9-4-013-067,2022-02-23,2008-12-05,21.38705,-158.00537,NAD83,Point,GPS,10.0,Underground Storage Tank,,Allison Hutto,,Closed,12/4/2023,,9201233
9201234,9201234,179.0,9-201234,JACK IN THE BOX,112 ONEAWA ST,57515.0,,,D. A. DRIES,MANAGER ENGINEERING,,Not Listed,SUP,1992-02-10 00:00:00,Closed,,,,,,,110014046040.0,,1991-11-04,,,,,,,,,,,,No Visits,,,9201234
9201240,9201240,179.0,9-201240,WAIMANALO TOWN CHEVRON SERVICE STATION,41-1510 KALANIANAOLE HWY,57569.0,,(808) 259-7730,GREGORY MCCARTNEY,SAR SPECIALIST,2001-10-05,Gas Station,rkwan,2014-06-13 14:08:19,Operating,Site Cleanup Completed (NFA),,,,,,110014046264.0,,2002-02-22,1996-08-07,21.347711,-157.721575,NAD83,Point,GPS,,,,Jose Ruiz,,Closed,7/9/2002,,9201240
9201241,9201241,179.0,9-201241,KURODA CHEVRON SERVICE STATION,99-245 MOANALUA RD,57487.0,,,GREG MCCARTNEY,,2001-08-08,Gas Station,rkwan,2008-10-20 15:06:31,Closed,Site Cleanup Completed (NFA),,,,,,110013772391.0,,1998-08-25,1996-11-25,21.377638,-157.931099,NAD83,Point,GPS,,,,Richard Takaba,,Closed,11/12/2003,,9201241
9201242,9201242,179.0,9-201242,LARRY'S CHEVRON,86-038 FARRINGTON HWY,57567.0,,,RICHARD MARTIN,,2000-06-11,Gas Station,rkwan,2001-08-01 08:37:31,Operating,Site Cleanup Completed (NFA),,,,,,110013772480.0,,2001-07-30,1997-08-12,21.439571,-158.185889,NAD83,Point,GPS,,,,Jose Ruiz,,Closed,8/12/1997,,9201242
9201251,9201251,179.0,9-201251,PALI CHEVRON SERVICE,45-576 KAMEHAMEHA HWY,57521.0,,,EDWARD KAJIYAMA,C & M REP,1991-10-01,Gas Station,rkwan,2008-01-14 08:44:41,Closed,,,,,,,110005727133.0,,1991-10-04,,,,,,,,,,,,No Visits,,,9201251
9201252,9201252,179.0,9-201252,Pearl City Texaco 95318,777 KAMEHAMEHA HWY,57558.0,,(808) 381-8076,Albert Chee,"Vice President, Retail Marketing & Community Relations",2024-09-04,Gas Station,roxanne.kwan,2024-10-21 17:06:40,Closed,,,,,,,110023110195.0,1-9-7-034-001,2024-09-04,2008-07-09,21.39236,-157.9668,NAD83,Point,GPS,10.0,Underground Storage Tank,,,,Closed,5/31/2022,,9201252
9201253,9201253,179.0,9-201253,PIONEER CHICKEN,94-210 PUPUKAHI ST,57571.0,,,DAVID A. DRIES,MANAGER ENGINEERING,,Not Listed,roxanne.kwan,2020-02-03 11:59:36,Closed,Site Cleanup Completed (NFA),,,,,,110014046665.0,,1991-11-04,,,,,,,,,,Richard Takaba,,No Visits,,,9201253
9201256,9201256,179.0,9-201256,Kailua Texaco 93508,710 KAILUA RD,57515.0,,(808) 263-2063,Albert Chee,"Vice President, Retail Marketing & Community Relations",2020-09-10,Gas Station,roy.ilaga,2024-02-07 13:17:33,Closed,Site Cleanup Completed (NFA),,(808) 262-4073,,,,110013788348.0,1-4-3-057-001,2020-09-24,2008-03-27,21.39462,-157.744036,NAD83,Point,GPS,10.0,Underground Storage Tank,,Shunsheng Fu,,Closed,6/29/2022,,9201256
9201258,9201258,179.0,9-201258,Tire Warehouse,94-250 MOKUOLA ST,57571.0,,,D. A. DRIES,"MANAGER, ENGINEERING",1986-05-05,Not Listed,roxanne.kwan,2024-11-01 17:06:40,Closed,Case Transferred to HEER (regulated),,,,,,110014046754.0,,1992-11-30,,,,,,,,,,To Heer,,No Visits,,,9201258
