facility_number,Status,facility_id,Type,Name,Address,Address2,City,State,Zip,Phone,OwnerID,Trust land,Tribe,HighFlow Inspection,Pumps,Tanks,Latitude,Longitude
1600956,Inactive,956,Not Listed,Cagle's Stop N Shop,776 NW 16TH,,Lawton,OK,73501,,3488,False,,False,0,3,34.6009,-98.4122
1601361,Inactive,1361,Not Listed,Busy Bee Cab Co.,101 SW 1st Street,,Lawton,OK,73501,5803555463.0,809018330,False,,False,0,2,34.6075,-98.3885
1600957,Inactive,957,Gas Station,Johnson Oil Company,1811 N SHERIDAN ROAD,,Lawton,OK,73502,,3488,False,,False,0,4,34.6277,-98.422
1657898,Active,57898,Gas Station,Love's Country Store #165,2622 W Gore Blvd,,Lawton,OK,73505,,809016993,False,,False,80,3,34.6088,-98.4311
1601043,Inactive,1043,Not Listed,Stephen Plaza Ptr-Owner,2215 CACHE ROAD,,Lawton,OK,73501,,1833,False,,False,0,2,34.6236,-98.4249
1601009,Inactive,1009,Not Listed,Public Works,2100 SW 6TH ST,,Lawton,OK,73501,,1246,False,,False,0,5,34.5994,-98.317
1621802,Inactive,21802,Not Listed,Fowler Paint & Glass,1010 C AVE,,Lawton,OK,73501,,7496,False,,False,0,1,34.6036,-98.4039
1600133,Inactive,133,Not Listed,Kerr Mcgee 121-6372,2716 FORT SILL BLVD,,Lawton,OK,73502,,12551,False,,False,0,4,34.6359,-98.405
1600132,Inactive,132,Not Listed,Kerr Mcgee #6371,2201 N SHERIDAN,,Lawton,OK,73502,,12551,False,,False,0,3,34.6309,-98.4221
1601414,Inactive,1414,Federal Non-Military,Lawton General Mail Facility,501 S 5TH ST,,Lawton,OK,73501,,11619,False,,False,0,1,34.603,-98.3347
1602791,Inactive,2791,Not Listed,Key Lock,"AIRPORT, CITY OF LAWTON",,Lawton,OK,73501,,809007881,False,,False,0,1,34.5227,-98.4137
1602792,Inactive,2792,Not Listed,Robert M Moore,3302 SW 11,,Lawton,OK,73501,,8073,False,,False,0,1,34.5757,-98.404
1600953,Inactive,953,Gas Station,Short Stop,4135 W GORE,,Lawton,OK,73505,,4079,False,,False,0,3,34.6092,-98.4462
1607084,Inactive,7084,Not Listed,Lawton Coca-Cola,511 N 2ND,,Lawton,OK,73502,,7412,False,,False,0,6,34.615,-98.3898
1607063,Inactive,7063,Not Listed,"Mid-America Lumber, Inc.",1306 F AVENUE,,Lawton,OK,73502,,7033,False,,False,0,1,34.6014,-98.4086
1607062,Inactive,7062,Not Listed,The Currell Lumber Co.,15 SW BISHOP RD,,Lawton,OK,73501,,4267,False,,False,0,1,34.5798,-98.387
1606513,Inactive,6513,Not Listed,Kmart #3044,1050 NW 38TH ST,,Lawton,OK,73505,,3685,False,,False,0,1,34.6213,-98.4397
1600931,Inactive,931,Not Listed,Ramada (Van's) Fina,510 N 2ND,,Lawton,OK,73501,5803554635.0,3488,False,,False,8,9,34.6158,-98.3908
1605772,Inactive,5772,Not Listed,Svc Btry 1/158 Fa,6TH & CACHE,,Lawton,OK,73502,,4755,False,,False,0,1,34.6224,-98.3977
1605482,Inactive,5482,Not Listed,General Beverages Of Okla. Inc.,101 SE 'B' AVE,,Lawton,OK,73501,,2460,False,,False,0,2,34.6063,-98.3886
1605468,Inactive,5468,Not Listed,Stricklan Ent. Inc. Dba Ara Equ,2318 W. GORE,,Lawton,OK,73505,,5905,False,,False,0,2,34.6089,-98.4227
1605132,Inactive,5132,Not Listed,Cecil Lawson Buick-Cadillac Co,4455 CACHE ROAD,,Lawton,OK,73506,,1006,False,,False,0,1,34.6243,-98.451
1604857,Inactive,4857,Not Listed,Car Rental Service Center,LAWTON MUNICIPAL AIRPORT,,Lawton,OK,73501,,844,False,,False,0,1,34.5728,-98.4098
1604586,Inactive,4586,Not Listed,Cmc-Yarmuk Scrap Processing,907 S RAILROAD STR,,Lawton,OK,73501,,1406,False,,False,0,2,34.5967,-98.3872
1604584,Inactive,4584,Federal Military,Redleg Flying Club,HENRY POST ARMY AIR FIELD,,Lawton,OK,73501,,6407,False,,False,0,1,34.6473,-98.3945
1604557,Inactive,4557,Air Taxi (Airline),City Of Lawton - Airport Auth,3401 SW 11TH ST,,Lawton,OK,73502,,1246,False,,False,0,4,34.5766,-98.4094
1600200,Inactive,200,Not Listed,Unknown,11TH AND COMBS ROAD,,Lawton,OK,73501,,9809,False,,False,0,1,34.5655,-98.4017
1604535,Inactive,4535,Not Listed,Clinton Herring Lincoln Mtr,132 B AVENUE,,Lawton,OK,73505,,13001,False,,False,0,1,34.6063,-98.3901
1604160,Inactive,4160,Not Listed,Howard Smith Ford,218 SW B AVE,,Lawton,OK,73501,,2975,False,,False,0,2,34.6063,-98.3906
1603960,Inactive,3960,Not Listed,Assoc. Milk Producers Inc.,5 S.E. WASHINGTON STR,,Lawton,OK,73501,,294,False,,False,0,1,34.5933,-98.3865
1603889,Inactive,3889,Not Listed,United Parcel Service Inc,664 BISHOP RD,,Lawton,OK,73501,,6375,False,,False,0,2,34.5798,-98.3799
1603833,Inactive,3833,Not Listed,Martin Decker,209 SE J AVE,,Lawton,OK,73501,,4087,False,,False,0,1,34.5973,-98.3821
1603090,Inactive,3090,Not Listed,John Lewis,2006 WILLIAMS,,Lawton,OK,73507,,3439,False,,False,0,1,34.6317,-98.421
1603015,Inactive,3015,Not Listed,Dan Rudder Subaru,2215 CACHE RD,,Lawton,OK,73505,,1632,False,,False,0,1,34.6233,-98.4236
1601007,Inactive,1007,Not Listed,Wastewater Treatment Plant,ROUTE 2  BOX 69,8104 SE 15th ST,Lawton,OK,73501,,1246,False,,False,0,2,34.5283,-98.3693
1621286,Inactive,21286,Not Listed,Former Sinclair Service Station,625 SW D AVE,,Lawton,OK,73501,,1246,False,,False,0,1,34.6056,-98.3975
1620999,Inactive,20999,Not Listed,Abandoned Service Station,213 N 2ND ST,,Lawton,OK,73501,,809014643,False,,False,0,1,34.6125,-98.3902
1613670,Inactive,13670,Not Listed,Star Cleaners,3 SW 11TH,,Lawton,OK,73505,,12454,False,,False,0,1,34.6077,-98.4052
1612815,Active,12815,Not Listed,Southwestern Medical Center,5602 SW LEE BLVD,,Lawton,OK,73505,5805314700.0,11670,False,,False,0,3,34.5922,-98.4635
1600965,Active,965,Gas Station,EZ GO #159,3003 E GORE,,Lawton,OK,73507,5803554635.0,4424,False,,False,20,4,34.6085,-98.3517
1610766,Active,10766,Gas Station,Stripes #5089,5120 W Gore,,Lawton,OK,73505,5802485343.0,809019291,False,,False,12,5,34.6086,-98.457
1657573,Active,57573,Gas Station,Murphy Express #8836,2306 West Gore Ave.,,Lawton,OK,73591,8706776116.0,809012891,False,,False,64,2,34.6323,-98.4741
1600967,Active,967,Gas Station,EZ GO #158,6439 W Cache Rd,,Lawton,OK,73505,,809016993,False,,False,40,8,34.6237,-98.4731
1609241,Inactive,9241,Not Listed,K-C Distributors Inc,411 S LARRANCE,,Lawton,OK,73501,,9884,False,,False,0,3,34.6038,-98.3859
1600954,Active,954,Not Listed,EZ GO #163,2401 CACHE,,Lawton,OK,73501,,809016993,False,,False,20,3,34.6239,-98.427
1600975,Active,975,Gas Station,Hop & Sack,2 SE 45TH & GORE,,Lawton,OK,73501,,2881,False,,False,8,3,34.608,-98.3344
1604406,Active,4406,Gas Station,EZ GO #19,5120 SW Lee Blvd,,Lawton,OK,73505,5805363525.0,3488,False,,False,41,5,34.5942,-98.457
1613185,Inactive,13185,Not Listed,Unregistered/Ann Haynes,1201 OAK,,Lawton,OK,73507,,7469,False,,False,0,1,34.6223,-98.4101
1613184,Inactive,13184,Not Listed,Unregistered,"WOLF CREEK, CACHE ROAD",4009 NW CACHE RD,Lawton,OK,73501,,7431,False,,False,0,1,34.6236,-98.4457
1602532,Active,2532,Gas Station,Welldone Stop N Go,2312 FORT SILL BLVD,,Lawton,OK,73505,5803537939.0,809018222,False,,False,20,8,34.632,-98.4056
1614039,Active,14039,Not Listed,Lawton Transit Mix,"2008 S.W. "" F"" AVE",,Lawton,OK,73501,5803536986.0,2123,False,,False,0,2,34.6018,-98.4212
1620919,Inactive,20919,Not Listed,Former Service Station,2715 SW 11TH,,Lawton,OK,73501,,809014455,False,,False,0,1,34.58,-98.4049
1600977,Active,977,Not Listed,Hop & Sack #18,6302 CACHE ROAD,,Lawton,OK,73505,5805363357.0,2881,False,,False,8,3,34.6232,-98.4699
1600928,Active,928,Not Listed,Expressway/Fina/Tire Inc,102 SE LEE BLVD,,Lawton,OK,73501,,809019246,False,,False,13,4,34.5946,-98.3849
1608820,Inactive,8820,Not Listed,Malone Oil Company,900 ROGERS LANE,,Lawton,OK,73507,,10282,False,,False,0,7,34.6378,-98.378
1621780,Inactive,21780,Not Listed,Former Ez Go Service Station,3041 NW US HWY 277,,Lawton,OK,73507,,912,False,,False,0,5,34.3822,-98.2306
1657120,Inactive,57120,Not Listed,Unregistered Facility,1631 Cache Rd,,Lawton,OK,73501,,809017371,False,,False,0,2,34.6236,-98.4175
1610770,Active,10770,Gas Station,7-Eleven #20238,8 NW 67TH,,Lawton,OK,73505,5805367762.0,809019103,False,,False,20,5,34.6091,-98.4751
1601763,Active,1763,Auto Dealership,Mathis Toyota of Lawton,4015 Cache Rd.,,Lawton,OK,73505,,809018791,False,,False,0,6,,
1657128,Inactive,57128,Gas Station,Former Service Station,2357 W Gore Blvd,,Lawton,OK,73507,,809017392,False,,False,0,2,34.3634,-98.253
1621250,Inactive,21250,Not Listed,7-Up Bottling Co,2402 SW LEE,,Lawton,OK,73505,,809015129,False,,False,0,1,34.3561,-98.2543
1613504,Inactive,13504,Gas Station,Old Dx Station,2301 CACHE ROAD NW,,Lawton,OK,73501,,12500,False,,False,0,1,34.6236,-98.4254
1610371,Active,10371,Not Listed,Kenrich Corp (AAMCO Transmission),423 S. Sheridan,,Lawton,OK,73501,,809018795,False,,False,0,4,34.6043,-98.4227
1657836,Inactive,57836,Not Listed,UST Facility,2211 SW Baseline Rd.,,Lawton,OK,73505,,809019018,False,,False,0,4,34.5076,-98.4662
1613910,Inactive,13910,Not Listed,Oak Tree Properties / Lawton,701 N SHERIDAN,,Lawton,OK,73501,,809008276,False,,False,0,5,34.4595,-98.422
1616554,Inactive,16554,Not Listed,Ron's Exxon,301 NW 2nd,,Lawton,OK,73501,,1246,False,,False,0,3,34.6052,-98.3902
1611201,Active,11201,Farm,J. A. Manning Fish Hatchery,"H.C. 32, Box 580",,Lawton,OK,73501,,809018796,False,,False,0,1,,
1610306,Inactive,10306,Not Listed,Dewitts Station,RT 3 BOX 305,166955 8 MILE RD,Lawton,OK,73505,,6503,False,,False,0,3,34.5946,-98.1073
1600785,Active,785,Gas Station,Hop & Sack #9,22367 Blue Beaver Rd,,Lawton,OK,73501,,2881,False,,False,10,6,34.7249,-98.4333
1613980,Inactive,13980,Federal Non-Military,U S Post Office,501 S 5TH STREET,,Lawton,OK,73501,,11619,False,,False,0,1,34.603,-98.3347
1600616,Inactive,616,Not Listed,Coop Services Inc,PO BOX 2187,2434 SW F AVE,Lawton,OK,73502,,1454,False,,False,0,3,34.6014,-98.4235
1602778,Active,2778,Gas Station,Eastside 66,3620 E LEE BLVD,,Lawton,OK,73501,,2569,False,,False,20,7,34.5949,-98.3446
1605275,Active,5275,Not Listed,B & B Machine,2002 1/2 SW 6th,,Lawton,OK,73501,,809018792,False,,False,0,1,,
1614031,Active,14031,Gas Station,EZ GO #36,1 NW 67TH STREET,,Lawton,OK,73505,5805365796.0,3488,False,,False,12,1,34.6093,-98.4744
1606667,Active,6667,Gas Station,7-Eleven #19146,2908 N Fort Sill,,Lawton,OK,73505,5802488984.0,809019103,False,,False,12,6,34.6376,-98.4049
1611105,Active,11105,Gas Station,7-Eleven #27580,2015 NW CACHE,,Lawton,OK,73505,5802487659.0,809019103,False,,False,20,3,34.6233,-98.4224
1611185,Active,11185,Gas Station,EZ GO #162,2808 NW 52ND,,Lawton,OK,73505,,809016993,False,,False,16,3,34.6379,-98.4577
1614026,Active,14026,Gas Station,Hop & Sack,14902 SE LEE,,Lawton,OK,73501,,2881,False,,False,16,3,34.5946,-98.2141
1611904,Active,11904,Gas Station,A & A Foods,2704 SW H STREET,,Lawton,OK,73505,,7106,False,,False,6,5,34.5995,-98.4309
1612078,Active,12078,Gas Station,The Convenience Store,2202 SW 11th St,,Lawton,OK,73501,5803579313.0,7307,False,,False,28,4,34.5833,-98.4041
1612241,Active,12241,Gas Station,"Love's Country Store, #263",STATE HWY 49 & GATEWAY,,Lawton,OK,73501,,4424,False,,True,24,4,34.7139,-98.4021
1622093,Inactive,22093,Not Listed,J C Penney Co,1315 SW AVE C,,Lawton,OK,73501,,11448,False,,False,0,1,34.6052,-98.409
1601779,Temporarily Closed,1779,Gas Station,Rodger's Total,410 SW 11th St,1015 SW E Ave,Lawton,OK,73501,,12006,False,,False,0,5,34.6031,-98.4045
1656512,Inactive,56512,Not Listed,Abandoned Tanks,512 SW Lee,,Lawton,OK,73502,,809016352,False,,False,0,2,34.3564,-98.2376
1602789,Temporarily Closed,2789,Not Listed,East Gore 66 & Diner,2310 E GORE,,Lawton,OK,73501,5803555701.0,809015360,False,,False,0,3,34.6089,-98.3588
1607020,Temporarily Closed,7020,Gas Station,Pumpkin Center Store,"RR 1, BX 246 HWY 7",15601 SE LEE BLVD,Lawton,OK,73501,,10577,False,,False,0,3,34.5936,-98.2039
1621185,Inactive,21185,Not Listed,Abandoned Service Station,#16 NW 2ND,,Lawton,OK,73501,,809014943,False,,False,0,5,34.6101,-98.3907
1614663,Inactive,14663,Not Listed,Former Southland 19147,6216 NW CACHE,,Lawton,OK,73505,,12214,False,,False,0,3,34.6233,-98.4687
1600237,Active,237,Gas Station,Fluffy's Quick Stop,4311 - 4313 NW Cache Road,,Lawton,OK,73505,5802500322.0,809019022,False,,False,20,2,34.6238,-98.4475
1610763,Active,10763,Gas Station,7-Eleven #19310,601 S Sheridan Rd,,Lawton,OK,73501,5803531228.0,809019103,False,,False,12,4,34.6032,-98.4228
1605641,Active,5641,Gas Station,Hop & Sack,118 NE ROGERS LANE,,Lawton,OK,73507,,2881,False,,False,10,4,34.6381,-98.3835
1611095,Active,11095,Gas Station,Parkview 66,1202 NW CACHE RD,,Lawton,OK,73507,,2569,False,,False,24,3,34.6228,-98.4103
1610760,Active,10760,Gas Station,7-Eleven #24337,4236 SE Lee,,Lawton,OK,73501,5803556443.0,809019103,False,,False,20,3,34.5947,-98.335
1606675,Active,6675,Gas Station,Stripes #2369,5214 NW CACHE,,Lawton,OK,73505,5803550622.0,809019291,False,,False,12,3,34.6231,-98.4586
1606669,Active,6669,Gas Station,7-Eleven #19584,604 SW 11th,,Lawton,OK,73501,5803531218.0,809019103,False,,False,16,4,34.6016,-98.4043
1607007,Active,7007,Gas Station,Bush's Gas & Food,2202 Terrace Hills Blvd,,Lawton,OK,73505,5805363323.0,10757,False,,False,8,3,34.6316,-98.4878
1657727,Inactive,57727,Federal Non-Military,Lawton PHS Indian Hospital,1515 Lawrie Tatum Road,,Lawton,OK,73507,,809014730,False,,False,0,1,34.374,-98.2305
1607962,Active,7962,Gas Station,Wms Express #3,134 SE LEE BLVD,,Lawton,OK,73501,5803555112.0,809015442,False,,False,11,3,34.5947,-98.3836
1621098,Active,21098,Gas Station,Murphy Usa #6883,2401 NW 67TH ST,,Lawton,OK,73505,,809012891,False,,False,18,2,34.6323,-98.4741
1621179,Active,21179,Gas Station,Sam's Club #8239,802 NW Sheridan Rd,,Lawton,OK,73505,,809014269,False,,False,24,3,34.6164,-98.4242
1621200,Active,21200,Gas Station,Uni Food Mart,1237 SW SHERIDAN,,Lawton,OK,73501,,2881,False,,False,20,1,34.5946,-98.4225
1609146,Active,9146,Gas Station,Barefoot Convenience Store,106 SW Lee Blvd,,Lawton,OK,73501,5803552090.0,809016445,False,,False,16,12,34.5935,-98.3896
1657269,Active,57269,Gas Station,Wal-Mart Neighborhood Market #2984,3754 SW Lee Blvd,,Lawton,OK,73505,,809015513,False,,False,28,2,34.5958,-98.4388
1614928,Inactive,14928,Not Listed,Chris Headrick,901  SE 1ST,,Lawton,OK,73501,,809009050,False,,False,0,4,34.5984,-98.3853
1610758,Active,10758,Gas Station,7-Eleven #25176,6457 NW CACHE,,Lawton,OK,73505,5805362156.0,809019103,False,,False,20,3,34.6238,-98.4745
1610772,Active,10772,Gas Station,7-Eleven #19144,2108 N Sheridan,,Lawton,OK,73505,5803538423.0,809019103,False,,False,12,4,34.6307,-98.4226
1620851,Active,20851,Petroleum Distributor,Glenn Oil Co Bulk,102 South East D Ave,,Lawton,OK,73501,,2569,False,,False,0,5,34.6047,-98.3859
1616559,Inactive,16559,Gas Station,Former Phillips Dx,1715 CACHE ROAD,,Lawton,OK,73501,,809017215,False,,False,0,2,34.6234,-98.4168
4805505,Inactive,5505,Not Listed,A-Ok Cafe,1/2 MI W POST OFFICE,,Lebanon,OK,73440,,8119,False,,False,0,3,33.9841,-96.9165
4810060,Inactive,10060,Gas Station,Red River Grocery,HWY 32,,Lebanon,OK,73440,,9902,False,,False,0,3,33.9837,-96.9093
4810420,Temporarily Closed,10420,Gas Station,Lebanon Corner Store,21457 HWY 32,,Lebanon,OK,73440,5807953441.0,809017803,False,,False,0,3,33.9836,-96.908
4806239,Active,6239,Gas Station,Lebanon One Stop,21699 Hwy 32,,Lebanon,OK,73440,5807953836.0,809018738,False,,False,3,2,33.9837,-96.9126
2213683,Inactive,13683,Not Listed,Larry's Garage,410 S MAIN,,Leedey,OK,73654,,4695,False,,False,0,1,35.8699,-99.347
2212039,Active,12039,Gas Station,Bison Shortstop,600 S Main,PO Box 157,Leedey,OK,73654,5804883522.0,809016096,False,,False,4,4,35.868,-99.3476
2202786,Inactive,2786,Gas Station,4-Fuel,620 S Main,,Leedey,OK,73654,5804882920.0,809017222,False,,False,2,3,35.8679,-99.3473
2208379,Inactive,8379,Not Listed,Elk Supply Dba Leedey Lumber Co,200 N. MAIN,,Leedey,OK,73654,,2041,False,,False,0,1,35.8705,-99.3472
2200628,Inactive,628,Not Listed,Cooperative Farm & Ranch Supply,420 MAIN,,Leedey,OK,73654,,1456,False,,False,1,2,35.8686,-99.3482
2210351,Inactive,10351,Not Listed,Aledo Sweetening Plant,12 MI EAST OF LEEDEY,,Leedey,OK,73654,,10272,False,,False,0,2,35.8359,-99.1429
2201407,Inactive,1407,Not Listed,Rhea Store,HWY 47,,Leedey,OK,73654,,134,False,,False,0,1,35.8413,-99.2349
2201052,Inactive,1052,Not Listed,Leedey Public Schools,6TH AND SAMPSON,505 E 6th ST,Leedey,OK,73654,,3831,False,,False,0,1,35.8671,-99.3421
2203453,Active,3453,Gas Station,Leedey Gas & Oil,523 S MAIN,,Leedey,OK,73654,,3830,False,,False,2,4,35.8682,-99.3468
2210903,Active,10903,Not Listed,Aledo Pig Receiver,Sec. 29-16-18,,Leedey,OK,73654,,809018801,False,,False,0,2,35.8341,-99.1375
2205609,Active,5609,Gas Station,"Klick Trip, LLC",Jct of NS Hwy 34 & EW Hwy 47,,Leedey,OK,73654,5804883866.0,809019064,False,,False,0,6,35.8416,-99.3588
2209842,Active,9842,Not Listed,"BJ's Corner Store, Inc.",520 W. 6th,,Leedey,OK,73654,,631,False,,False,0,2,35.8682,-99.3411
2210216,Active,10216,Residential,Roy O James,114 Phillips Ave,,Leedey,OK,73654,,809018800,False,,False,0,1,35.8739,-99.3461
4014604,Active,14604,Gas Station,DJ's Handy Stop,43041 Broadway Ave,,Leflore,OK,74942,9187532315.0,10992,False,,False,2,4,34.8977,-94.9845
1505617,Inactive,5617,Not Listed,Former Reich Bros. Station,Highway 75 North of 2nd Street,,Lehigh,OK,74556,5802581558.0,809017978,False,,False,0,2,34.4714,-96.2176
5306080,Inactive,6080,Not Listed,Farris Oil Inc.,220 N. OAK,,Lenapah,OK,74042,,2211,False,,False,0,2,36.8439,-95.6372
5307195,Inactive,7195,Not Listed,"Nowata County, District #2",HC 61 BOX 248,,Lenapah,OK,74042,,4555,False,,False,0,1,36.8516,-95.664
5307199,Inactive,7199,Farm,Drummond Ranch,9 MI E OF LENAPAH ON HWY 10,,Lenapah,OK,74042,,721,False,,False,0,1,36.8891,-95.45
5301417,Inactive,1417,Not Listed,Lenapah School,P.O. BOX 159,,Lenapah,OK,74042,,3840,False,,False,0,1,36.8469,-95.6376
5302758,Temporarily Closed,2758,Gas Station,Whistle Stop,JCT HWY 169 & 10 E,14091 STATE HWY 10,Lenapah,OK,74042,9184682248.0,809016276,False,,False,3,3,36.8516,-95.6272
4302575,Inactive,2575,Not Listed,Gipson General Store,MAIN STR,,Leon,OK,73441,,9833,False,,False,0,2,33.879,-97.4286
4302574,Inactive,2574,Gas Station,Leon Country Store,HWY 76,27413 Eastridge St,Leon,OK,73441,,12358,False,,False,2,3,33.8793,-97.4289
4308666,Inactive,8666,Not Listed,Ex Gulf Station,MAIN STREET,13244 S COLLEGE SGT,Leon,OK,73441,,6521,False,,False,0,2,33.879,-97.4284
7204623,Inactive,4623,Not Listed,Glenpool Pawn,HWY 75 & 141ST STR,135 W 141st Street South,Leonard,OK,74043,,3768,False,,False,0,2,35.9596,-96.0108
7204291,Active,4291,Petroleum Distributor,Frost Oil Company,15950 E. 167th Street South,,Leonard,OK,74043,9183668673.0,2382,False,,False,2,16,35.9207,-95.7991
7204292,Inactive,4292,Gas Station,Leonard Country Store,15801 E 167th St S,,Leonard,OK,74043,9183666800.0,809017771,False,,False,4,4,35.9209,-95.8006
5705031,Inactive,5031,Not Listed,Phillips 66 Co #000433,C/O P.O. JF STOAB & SONS,,Lep,OK,74654,,5034,False,,False,0,3,36.7961,-96.7254
3107783,Inactive,7783,Not Listed,Cartersville Compressor Sta.,C/O ARKOMA DISTRICT OFFICE,,Lequire,OK,74943,,4456,False,,False,0,1,35.1014,-95.1214
1612971,Inactive,12971,Utilities,Southwestern Bell Telpehone Co,"NW 1/4 S12, T1N, R10W COMANCHE COADDRESS UNKNOWN",,Letitia,OK,73501,,5784,False,,False,0,1,34.5795,-98.2041
1402369,Inactive,2369,Not Listed,Formerly Don's Speed Mart,HWY 77 & ASH,201 US HWY 77,Lexington,OK,73051,,10895,False,,False,0,3,35.016,-97.3409
1406048,Inactive,6048,Gas Station,Lexington Station,180 E. Broadway,,Lexington,OK,73051,,809017544,False,,False,0,4,35.0149,-97.3343
1402070,Inactive,2070,Not Listed,Joseph Harp Correctional Center,16161 MOFFAT RD,,Lexington,OK,73051,,1760,False,,False,0,6,35.0318,-97.2031
1409621,Active,9621,Gas Station,Neighbors Grocery,12001 Slaughterville Road,,Lexington,OK,73051,4055276711.0,809017850,False,,False,3,5,35.0878,-97.2651
1402564,Active,2564,Gas Station,America's Kwik Stop,227 W Beech Ave,,Lexington,OK,73051,4058344464.0,809017723,False,,False,10,5,35.0175,-97.3393
1413207,Temporarily Closed,13207,Gas Station,W & W Country Store,13051 ST Hwy 39 E,,Lexington,OK,73051,,809008421,False,,False,4,4,35.0152,-97.25
1402124,Inactive,2124,Not Listed,Lexington City Barn,312 N. MAIN,,Lexington,OK,73051,,6226,False,,False,0,1,35.0127,-97.3356
1402611,Inactive,2611,Gas Station,One East Ez Mart,8380 HWY 39,,Lexington,OK,73051,4055279365.0,809014623,False,,False,4,4,35.0146,-97.3183
1413025,Inactive,13025,Gas Station,Slim's Truck Stop,13 MI E OF LEXINGTON ON RT 39,31215 State Hwy 39,Lexington,OK,73051,,7057,False,,False,0,5,35.0147,-97.1064
1421069,Active,21069,Gas Station,Hop N Shop #22,326 W Broadway,,Lexington,OK,73051,4055274009.0,809019789,False,,False,20,2,35.0147,-97.3402
1456661,Active,56661,Gas Station,America's Kwik Stop #2,10504 US Hwy 77,,Lexington,OK,73051,4056390381.0,809018365,False,,True,23,2,35.5317,-97.2038
1400414,Inactive,414,Not Listed,Corbett General Store,6 MI E OF LEXINGTON 1 1/2 MI,18401 144th ST,Lexington,OK,73051,,9077,False,,False,0,2,34.995,-97.2302
1400337,Inactive,337,Gas Station,Riverside Convenience Store,401 HWY 77,AT 4TH STREET,Lexington,OK,73051,4058317522.0,809018393,False,,False,5,4,35.0159,-97.3415
1410488,Active,10488,Gas Station,Hop N Shop #23,530 E Broadway,,Lexington,OK,73051,9185279883.0,809019789,False,,False,12,5,35.0144,-97.3283
1411187,Inactive,11187,Not Listed,Lexington Wildlife Mgmt Area,ADDRESS UNKNOWN,,Lexington,OK,73051,,4736,False,,False,0,1,35.0595,-97.1775
1420821,Active,20821,Gas Station,H & T Quick Stop,16777 156th St,,Lexington,OK,73051,4055271717.0,809015816,False,,False,14,2,35.0152,-97.2122
1412641,Active,12641,Not Listed,Lexington A & R Center,15151 E Hwy 39,6 Mi E of Lexington on Hwy 3,Lexington,OK,73051,4055278916.0,9093,False,,False,0,7,35.0156,-97.2187
1457776,Inactive,57776,Not Listed,Unregistered facility,NW corner of 192nd & SH-39,,Lexington,OK,73051,,809007681,False,,False,0,2,35.0152,-97.16
1405773,Active,5773,Not Listed,Aasf Lexington,HWY 39 E & 144TH,,Lexington,OK,73051,,4755,False,,False,0,11,35.0238,-97.2308
2500704,Inactive,704,Gas Station,Leon's Grocery & Bait (100221),"HWY 76 SOUTH, RT. 3, BOX 307",15340 STATE HWY 76,Lindsay,OK,73052,,12368,False,,False,0,2,34.778,-97.5986
2500344,Inactive,344,Not Listed,"Lynn Boyer, Inc.",HWY 76 S,,Lindsay,OK,73052,,2772,False,,False,0,1,34.7763,-97.5987
2511190,Inactive,11190,Not Listed,Creg Tucker Construction,HWY 76 S,,Lindsay,OK,73052,4057562042.0,5864,False,,False,0,2,34.8266,-97.5972
2513146,Inactive,13146,Gas Station,Not Listed,109 W CHEROKEE,,Lindsay,OK,73052,,10736,False,,False,0,4,34.8368,-97.6036
2509510,Inactive,9510,Gas Station,FKA Our Corner Store,309 W CHEROKEE,,Lindsay,OK,73052,,809018974,False,,False,0,3,34.8369,-97.607
2500488,Inactive,488,Not Listed,Jack Simms,509 WEST CHEROKEE,,Lindsay,OK,73052,,3168,False,,False,0,3,34.8367,-97.6095
2513254,Active,13254,Gas Station,Webb Oil Co Inc,808 SE 4TH,,Lindsay,OK,73052,,809008272,False,,False,7,5,34.8285,-97.5988
2508560,Inactive,8560,Not Listed,"Gibble Oil Company, Inc.",201 WEST CHEROKEE,,Lindsay,OK,73052,,8338,False,,False,0,1,34.8381,-97.5877
2508136,Inactive,8136,Gas Station,Jiffy Mart,105 NW 4TH,,Lindsay,OK,73052,,5864,False,,False,0,2,34.8368,-97.6069
2506105,Inactive,6105,Not Listed,Exxon,704 WEST CHEROKEE STR,,Lindsay,OK,73052,,1351,False,,False,0,4,34.8369,-97.611
2500138,Inactive,138,Not Listed,Kerr Mcgee #6385,508 W CHEROKEE,,Lindsay,OK,73052,,12551,False,,False,0,4,34.8373,-97.6114
2512041,Temporarily Closed,12041,Gas Station,Sterling Silver,810 W CHEROKEE,,Lindsay,OK,73052,4057564728.0,12164,False,,False,0,2,34.8369,-97.6129
2505403,Inactive,5403,Not Listed,Jetton's Exxon,3 1/4MI E OF LINDSAY ON HWY 19,,Lindsay,OK,73052,,3778,False,,False,0,2,34.8271,-97.5452
2500551,Inactive,551,Not Listed,Rossie Barnes,RT 2,12972 STATE HWY 76,Lindsay,OK,73052,,5493,False,,False,0,2,34.8117,-97.5982
2502177,Inactive,2177,Not Listed,Frontier Petroleum Ser. Inc.,HWY 76 S,15405 Hwy 76,Lindsay,OK,73052,,1078,False,,False,0,1,34.7861,-97.5983
2508135,Inactive,8135,Gas Station,Bill's 66 Station,501 W CHEROKEE,,Lindsay,OK,73052,,5864,False,,False,0,3,34.8369,-97.6087
2509746,Inactive,9746,Not Listed,Otis Engineering Corp.,HWY 75 S,,Lindsay,OK,73052,,4841,False,,False,0,2,34.7748,-97.5994
