OrganizationId,OrganizationFormalName,StampInit,StampDate,OwnerId
860,KEAKEALANI L. CHAR,RKWAN,1997-08-29 10:31:21,1249
861,"KEALAKEKUA RANCH, LTD.",,,602
862,KEAUHOU BEACH HOTEL,,,603
863,"KEAUHOU COMMUNITY SERVICES, INC",esadoyama,1997-07-31 08:15:40,2050
864,KEEAUMOKU PARTNERS,SUP,1992-01-19 00:00:00,1463
865,Kee-Thelma Inc,RKWAN,2005-05-25 07:19:40,2489
866,"KEKAHA SUGAR COMPANY, LTD.",,,605
868,KEMS INC.,,,606
869,KEN ASATO,,,607
870,KEN DIRECTION CORP.,EJS,1996-03-01 00:00:00,617
871,KEN YEE,,,609
872,KENAI AIR HAWAII,EJS,1996-02-29 00:00:00,611
873,KENNETH HIGUCHI,SUP,1992-04-24 00:00:00,1503
874,"KENNETH S. OYADOMAR, TRUSTEE",SUP,1994-06-16 00:00:00,1997
875,"KENNETH SHIOI & CO., LTD",rkwan,1996-10-23 13:59:23,612
876,KEN'S SERVICE STATION INC.,RKWAN,1998-12-24 10:01:22,101
877,KEN'S TIRE & SUPPLY INC.,RKWAN,1998-06-25 10:59:24,610
878,KENT NAKAMARU,rkwan,1998-12-30 16:32:47,614
879,KEOLA HANA MAUI INC.,rkwan,1999-11-30 10:34:43,1562
880,KEWALO INCINERATOR,rkwan,1997-12-11 12:16:15,2029
881,KGU Radio Station,rkwan,2000-02-02 15:11:30,2159
882,KIAHUNA GOLF COURSE,RKWAN,1999-01-11 09:41:58,2241
883,"KIHARA ELECTRIC, INC.",,,616
884,KIKUYAMA ENTERPRISES,rilaga,2005-07-05 14:27:37,1812
885,Kilihau Commercial Partners,cclark,1996-12-27 08:35:15,414
887,KILLEBREW & WHITE CO.,rkwan,1998-06-22 11:12:21,2243
888,KING KAMEHAMEHA KONA BEACH HOTEL,RKWAN,1999-01-25 10:44:55,2283
889,KING'S BAKERY,SUP,1992-01-13 00:00:00,1364
890,KING'S GOSPEL CENTER,SUP,1991-11-15 00:00:00,397
891,KING'S VILLAGE SHOPPING CENTER,rkwan,1999-11-29 14:14:33,2369
892,KIRCHMEYER DEVELOPMENT CORP,SUP,1993-03-18 00:00:00,608
893,KITAGAWA MOTORS INC,,,618
894,KIYOMI OMOTO,RKWAN,1998-08-27 15:31:48,2238
895,"KO OLINA MARINA, LLC",rkwan,2006-12-08 12:01:52,2382
896,"KOBAYASHI HOTEL, INC",EJS,1996-02-29 00:00:00,1672
897,"KOBAYASHI HOTEL, INC.",,,620
898,"KOEI USA ENTERPRISE, INC.",RSK,1995-08-24 00:00:00,2087
899,KOLOA SHELL SERVICE INC.,rkwan,2000-04-10 15:04:33,621
900,KONA COUNTRY CLUB,RKWAN,2001-04-17 09:12:38,2399
901,KONA FARMERS COOPERATIVE,rkwan,1998-09-15 10:55:30,622
902,KONA STOP AND SHOP,rkwan,1999-06-10 09:56:47,2347
903,KONA STYLE PRODUCTS (CHAI ENTPR),,,623
904,"KONA TRANSPORTATION CO., INC",rkwan,1999-09-22 16:27:10,1622
905,KONA VILLAGE RESORT,rkwan,1998-09-15 11:04:07,625
906,KOOL KUTZ III,EJS,1996-02-29 00:00:00,2123
907,"KOOLAU REFUSE, INC.",,,626
908,KRAFT FOODS INC.,EJS,1996-03-01 00:00:00,2037
909,"KRAFT GENERAL FOODS, INC.",,,627
910,KRIMPS INC SERVICE STATION,,,628
911,KSL GRAND WAILEA RESORT INC.,rkwan,2000-02-02 15:02:45,2318
912,KTA SUPER STORES,SUP,1993-06-29 00:00:00,1775
913,KUAKINI MEDICAL CENTER,rkwan,1999-12-30 08:58:35,629
914,"KUHIO MOTORS, INC.",,,630
915,KUI & I FLORIST,SUP,1992-06-26 00:00:00,1529
916,KUILIMA DEVELOPMENT COMPANY,,,631
917,Kuilima Resort Co,RKWAN,2006-06-07 10:35:04,2513
918,KUILIMA RESORT COMPANY,rkwan,1998-12-31 11:22:30,2322
919,KUKUI (MOLOKAI) INC,rkwan,1998-12-21 16:22:13,1536
920,Kukuiula South Shore Community Services LLC,rkwan,2004-01-22 10:58:43,2435
921,Kula Ace Hardware,RKWAN,2003-09-11 15:04:11,2454
922,"KULANA FOODS, LTD.",,,632
923,"KUNIA STORE, LTD.",,,634
924,"KURIHARA PAINTING CO., LTD.",rkwan,1998-01-14 09:40:18,635
925,KURISU & FERGUS,rkwan,2000-02-17 14:32:53,6
930,KUWAYE TRUCKING INC.,,,636
931,KYOTARU HAWAII CORPORATION,rkwan,2001-07-25 16:26:41,2412
932,"KYO-YA COMPANY, INC",SUP,1993-01-21 00:00:00,1518
933,L. L. MAGBA INC.,SUP,1993-01-21 00:00:00,637
934,"L. T. KUWASAKI, INC.",,,638
935,L.A. SERVICES INC.,rkwan,2000-08-28 10:46:30,1754
936,L.B.B. PARTNERS,SUP,1992-02-27 00:00:00,1438
937,LAHAINA FOREIGN CAR REPAIR,esadoyama,1998-02-20 13:11:07,2229
938,Lahaina Petroleum LLC,rkwan,2005-09-28 15:02:05,2502
939,"LANAI CITY SERVICE, INC",rkwan,2003-01-30 13:09:42,2447
940,"LANAI CO., INC.",rkwan,2001-06-08 14:58:12,1369
941,"LANAI COMPANY, INC.",rkwan,2001-06-08 15:14:14,1750
942,LANAI RESORT PARTNERS,,,639
943,LARRY LEON,rkwan,1997-12-11 12:18:38,640
944,"LAU CHEE, INC",,,1354
945,LAUPAHOEHOE TRANSPORATION CO.,jsherrer,1998-06-17 08:50:41,641
946,Lawrence Kanno,rkwan,2004-11-12 16:38:23,2485
947,"LBTC hOLDINGS, LLC dba Lex Brodie's Tire company",RKWAN,2007-01-12 14:31:34,8
948,LDS HAWAII TEMPLE,EJS,1996-02-29 00:00:00,642
949,LEAHI HOSPITAL - HAWAII HEALTH SYSTEMS CORP,rkwan,1999-01-19 08:50:48,643
950,LEEWARD FUNERAL HOME,SUP,1994-01-06 00:00:00,1843
951,LEEWARD PETROLEUM,SUP,1993-08-28 00:00:00,1813
952,"LENAKONA DEVELOPMENT, LTD",RKWAN,2001-01-02 15:14:47,1436
953,LENGO CONSTRUCTION,SUP,1993-08-11 00:00:00,1695
954,LEOLUA REGENT,,,1227
955,LEONARDS BAKERY INC.,,,646
956,LIHUE COUNTY COMPLEX,rkwan,1997-08-06 08:24:44,2198
957,LIHUE SHELL SERVICE,,,652
958,LIKELIKE DRIVE IN,SUP,1994-05-04 00:00:00,1985
959,LILIUOKALANI TRUST - FIRST HAWAIIAN BANK,rkwan,1998-12-21 15:37:35,2313
960,LILLIAN APING,CCLARK,1997-04-17 13:34:02,2173
961,LILY Z. LEE / DEXTER LEE,RSK,1995-08-24 00:00:00,2075
962,LIN F. KAM,,,653
963,LINDA KAIAKAPU,rilaga,2006-07-27 09:41:00,1187
964,"LING BROTHERS, LTD.",rkwan,1997-12-11 12:19:25,654
965,"LOCKHEED AIR TERMINAL, INC.",,,655
966,LOKAHI PACIFIC,rkwan,1998-12-21 09:18:37,766
967,LONGS DRUGS INC.,,,1388
968,LOOMIS ARMORED INC.,,,657
969,LOUISE T. ABE,rkwan,1997-09-29 15:48:32,13
970,LOVES BAKERY,,,659
971,LOWELL PANG,,,1431
972,LSG LUFTHANSA SERVICE SKY CHEFS,esadoyama,1999-03-03 13:22:56,969
973,LUCILLE M. ADAMS,,,661
974,LUCY HENRIQUES MEDICAL CENTER,akatsura,1997-09-09 09:35:06,1639
975,LUNALILO TRUST,rkwan,1998-07-13 13:28:45,2247
976,Luwai Ltd.,cclark,1996-12-27 08:27:45,834
977,M K EQUIPMENT CORPORATION,SUP,1992-07-30 00:00:00,662
978,"M. DYER & SONS, INC.",RKWAN,1997-07-25 15:07:08,663
979,"M. NAKAHARA STORES, LTD.",RKWAN,1998-12-24 10:20:20,664
981,"M. NAKAI REPAIR SERVICE, LTD.",,,666
982,"M. SONOMURA CONTRACTING CO, INC.",,,667
983,M.S. PETROLEUM CORP.,RKWAN,2003-02-20 10:20:43,533
984,"MACFARMS OF HAWAII, INC.",jruiz,2000-04-18 10:22:36,668
986,MAGIC ISLAND ENTERPRISES,,,669
987,MAGNUM TRANSPORTATION,,,670
988,MAKAHA Hotels and Resorts,rkwan,2004-05-14 15:52:41,1929
989,MAKAWAE PARTNERS,EJS,1996-02-29 00:00:00,1842
991,MAKENA WASTEWATER CORP,rkwan,2002-10-01 15:25:37,2420
992,MALAMA PACIFIC,RKWAN,2000-10-26 16:33:44,1383
993,MALIBU GRAND PRIX,rkwan,2000-05-22 15:06:21,671
994,MALOLO BEVERAGES & SUPPLIES LTD.,,,672
995,MALUHIA ELDERLY HOUSING,RSK,1995-05-08 00:00:00,2079
996,MALULANI HALE,SUP,1994-07-13 00:00:00,1984
997,MARCUS AND ASSOCIATES,rkwan,2001-11-29 16:40:33,2404
998,"MARGARET M. LEONG, ETAL",,,674
999,MARGERET T. QUESNEL,EJS,1996-02-29 00:00:00,1484
1000,MARK SPERRY,rkwan,2000-02-28 14:01:40,2277
1001,MARKET CENTER SERVICE STATION,rkwan,2001-01-11 09:50:12,676
1002,"MARMAC, INC.",,,677
1003,MARRIOTT IN FLITE SERVICES #343,SUP,1992-12-22 00:00:00,1307
1004,"MARRIOTT KAUAI, INC",knatarajan,1999-11-30 10:46:47,2365
1005,"MARS VALLEY OF HONOLULU, INC",SUP,1992-08-27 00:00:00,1505
1006,"MARTMARY INVESTMENTS, INC",rkwan,2000-02-17 14:20:33,1708
1007,"MARTMARY INVESTMENTS, INC.",SUP,1993-03-05 00:00:00,679
1008,MARY OSHIRO,rkwan,1998-11-05 15:38:32,26
1009,MASAMI & MAE M. AITO,,,680
1011,MASAO & JILL FUJIMOTO,,,1481
1012,MASAO AOTAKI,esadoyama,1997-06-03 14:49:55,2178
1013,MASASHI OGAWA,,,681
1014,MASATSUGU FUKUYAMA,rkwan,2000-01-05 08:48:27,682
1015,MASTER SHEET METAL INC.,,,684
1016,"MATSON NAVIGATION COMPANY, INC",RKWAN,2001-01-19 15:05:11,685
1017,"MATSUMOTO PETS, INC",SUP,1993-08-31 00:00:00,1479
1018,"MATSUMOTO SERVICE STATION, INC",SUP,1992-06-02 00:00:00,1511
1019,MATSUYAMA ENTERPRISES,cclark,1996-12-11 11:00:47,686
1020,"MAUI BLOCKS AKA R&M SERVICE CO., INC",rkwan,1997-08-11 09:47:16,870
1021,"MAUI CAR RENTAL & LEASING, INC.",,,687
1022,"MAUI DISPOSAL CO., INC.",RKWAN,2000-03-14 15:57:11,690
1023,"MAUI ECONOMIC CONCERNS OF THE COMMUNITY, INC",rkwan,2001-11-09 10:09:37,2422
1024,"MAUI ELECTRIC CO., INC.",SUP,1993-02-11 00:00:00,691
1026,MAUI FARMERS COOPERATIVE XCHANGE,rmaniulit,2000-11-13 14:42:32,692
1027,MAUI FUNERAL TRUST,,,698
1028,"MAUI ISLAND TOURS, LTD.",rkwan,2000-05-09 09:51:47,693
1029,"MAUI LAND & PINEAPPLE CO., LTD.",,,694
1030,"MAUI MEAT CO., INC.",,,696
1031,MAUI OIL CO. INC.,jishihara,2003-12-05 12:02:19,1301
1032,MAUI PALMS HOTEL,rkwan,1997-07-30 14:49:39,2194
1033,MAUI PETROLEUM,jishihara,2003-12-05 13:11:39,1052
1034,"MAUI PINEAPPLE COMPANY, LTD.",esadoyama,1998-06-15 14:29:55,700
1035,"MAUI POTATO CHIP, INC.",,,701
1036,MAUI PRINCE HOTEL,rkwan,2001-11-02 10:02:45,2419
1037,"MAUI SODA & ICE WORKS, LTD.",,,702
1038,MAUI TOYOTA,SUP,1992-07-16 00:00:00,1584
1039,MAUI TROPICAL PLANTATION,rkwan,2001-09-27 09:44:11,2414
1040,"MAUI VENTURE CAPITAL CO.,INC",JRICHARDSON,2002-12-24 16:29:30,1223
1041,MAUNA KEA AGRIBUSINESS CO,rkwan,2003-01-22 09:45:17,1705
1042,MAUNA KEA BEACH HOTEL,rkwan,2000-02-28 09:52:57,1645
1043,MAUNA KEA BEACH RESORT,rkwan,2000-02-14 09:48:41,1188
1044,MAUNA KEA ELECTRIC INC,RKWAN,1997-09-19 12:57:53,1408
1045,MAUNA KEA PETROLEUM,sli,2000-01-24 08:45:57,2259
1046,MAUNA KEA RANCH,rkwan,1999-07-26 09:58:23,2349
1047,MAUNA LANI BAY HOTEL,rkwan,1998-09-15 10:41:05,704
1048,MAUNA LANI RESORT,rkwan,1997-10-13 11:29:31,2218
1049,"MAUNA LANI RESORT, INC.",,,1483
1050,MAUNA LOA MACADAMIA NUT CORPORATION,,,705
1053,MAUNALANI HOSPITAL,,,706
1054,MAUNALANI NURSING CENTER,SUP,1992-01-23 00:00:00,1374
1055,"MAUNAWILI PRODUCE, INC.",,,707
1056,McBARNET PAIA CORP,rkwan,2000-03-23 09:58:53,2380
1057,McCABE CORPORATION,esadoyama,1998-10-07 14:46:58,708
1058,McCULLY Union Service,rkwan,2006-12-18 11:58:56,2521
1059,"MCI International s/o WorldCom, Inc.",rkwan,2001-10-03 11:23:17,2148
1060,McKESSON DRUG COMPANY,rkwan,2000-02-28 09:56:01,740
1061,McKINLEY MOTOR SERVICE INC.,rkwan,2000-08-21 10:18:47,741
1063,MEADOW GOLD DAIRIES,,,95
1065,"MEDEIROS FARM, INC.",,,709
1066,MELIM LTD.,RKWAN,2001-03-01 14:54:51,710
1067,MEL'S UNION SERVICE,akatsura,1997-09-12 14:17:57,149
1068,MENEHUNE MAC,SUP,1992-03-09 00:00:00,1451
1069,"MERCANTILE PRINTING CO., LTD.",,,711
1070,MERCANTILE TRUCKING SERVICE,RKWAN,1998-12-24 11:07:17,712
1071,"MERIDIAN PACIFIC MANAGEMENT CO., LTD",EJS,1996-02-29 00:00:00,1372
1072,MERTIN LAU,,,1402
1073,MICHAEL OSBURNE,RKWAN,2002-08-19 10:13:10,2439
1074,Mid Pac Petroleum LLC,RKWAN,2006-11-06 11:10:46,2483
1075,MIDAS MUFFLER,EJS,1996-02-29 00:00:00,1663
1076,MID-PACIFIC COUNTRY CLUB,,,1255
1077,MID-PACIFIC INSTITUTE,SUP,1992-04-14 00:00:00,713
1078,"MIHARA TRANSFER,INC.",,,714
1079,MIKE & JOANNA WOODS,,,1229
1080,MIKE SALTA PONTIAC,,,715
1081,MIKE'S ALOHA SERVICE,EJS,1996-03-01 00:00:00,1607
1082,"MIKES ALOHA SERVICE, INC.",,,716
1083,MIKO MEATS SLAUGHTER HOUSE,EJS,1996-03-01 00:00:00,2005
1084,MILDRED KANESHIRO,rkwan,2000-02-28 10:45:19,1592
1085,MILDRED NOUYE,EJS,1996-02-29 00:00:00,738
1086,"MILILANI GOLF CLUB, INC.",EJS,1996-02-29 00:00:00,717
1087,MILILANI GROUP INC.,,,718
1088,MILILANI SHOPPING CENTER ASSOCIATION,,,1575
1089,MINIT STOP -76,RKWAN,1999-11-03 08:50:16,2366
1090,MINORU KAYATANI,RKWAN,1998-01-26 14:50:27,719
1091,MINORU TAMASHIRO,RKWAN,2004-07-06 11:14:16,2472
1092,"MIRAMAR HOTEL HAWAII, INC.",,,721
1093,MIRIAN F. NAKAGAWA,rkwan,2001-12-10 10:41:14,214
1094,MITCHELL LAUNDRY (FORMERLY),,,338
1095,"MIYASHIRO POULTRY HOG FARM, INC",RKWAN,1998-12-24 12:31:16,722
1096,MIYAZAKI AIRPORT SERVICE STATION,rkwan,1998-12-30 17:02:04,723
1097,"MNS, LTD.",rkwan,2000-02-17 14:10:29,724
1098,MOANALUA GOLF CLUB,CJR,1995-04-21 00:00:00,727
1099,"MODERN MACARONI CO, LTD",SUP,1994-06-24 00:00:00,2008
1100,MOLOKAI AIRPORT,rkwan,1999-08-27 16:31:57,2359
1101,MOLOKAI GENERAL HOSPITAL,SUP,1994-06-24 00:00:00,1994
1102,MOLOKAI ISLAND U DRIVE ( OLD DOLLAR RENT-A-CAR),rkwan,1997-10-13 15:25:31,2220
1103,"MOLOKAI PROPERTIES, LTD",RKWAN,2004-07-23 10:45:20,2473
1104,MOLOKAI RANCH,EJS,1996-02-29 00:00:00,2049
1107,"MOLOKAI RANCH, LTD",RSK,1995-05-22 00:00:00,1430
1108,MONARCH BUILDING SUPPLY,EJS,1996-02-29 00:00:00,3
1110,MONROE FRIEDLANDER MANAGEMENT INC,RKWAN,1998-12-28 11:25:46,2203
1111,Montgomery Motors Ltd,RKWAN,2006-11-24 13:50:07,2501
1112,MOOS MACHINE SHOP,,,1568
1113,"MORENO ENTERPRISES, INC.",rkwan,1997-10-02 11:20:20,729
1114,"MORIYAMA BROTHERS, LTD.",,,730
1116,MORRIS ANGELO,rkwan,1999-02-17 11:19:01,2331
1117,MOTOR SUPPLY LTD,CJR,1996-02-22 00:00:00,1646
1118,"MOTOR SUPPLY, LTD.",,,731
1119,"MOUNTAIN VIEW DAIRY, INC.",,,732
1121,MR AND MRS WALTER TAKARA,RKWAN,2003-08-19 09:18:06,2453
1122,MR. & MRS. EDWARD DOTY,,,734
1123,MR. BENNETT OHTA,EJS,1996-02-29 00:00:00,1976
1124,MR. FRANCIS LEANDRO,rkwan,2001-12-27 09:08:14,2428
1125,MR. GORDON NISHIKI,SUP,1994-02-11 00:00:00,1932
1126,MR. LUN,rkwan,2000-02-15 13:22:04,2356
1127,MR. MORIKAMI,,,1587
1128,MR. SADAMU OKUNI,SUP,1992-06-01 00:00:00,1534
1129,MR. WALTER NAGAI,EJS,1996-03-01 00:00:00,2091
1130,MRS. CHARLES KAWAMOTO,SUP,1994-04-07 00:00:00,1974
1131,MRS. JUDY HILL,rkwan,2002-04-24 09:38:42,2426
1132,MRS. MARGO BOURLAND,rkwan,1996-08-20 08:46:42,2142
1133,MRS. PERRY C/O HAWAIIAN TRUST,,,736
1134,MS Auto Inc,rkwan,2005-07-06 13:49:33,2493
1135,MS. MIHO YONEYAMA - KOHALA TRADE CENTER,CJR,1995-07-20 00:00:00,2092
1136,MS. NOBUKO KIMATA,rkwan,2001-09-20 10:06:55,2418
1137,MS. SERVICE INC.,RKWAN,2002-12-16 09:41:13,1284
1138,MURRAY AIR LTD.,,,739
1139,"MUTUAL WELDING COMPANY, LTD.",rkwan,1999-03-04 08:40:39,1516
1140,NA EA PARTNERSHIP,,,743
1141,NABARRETE STORE,rkwan,2001-12-05 16:39:39,720
1142,NAKAI ELECTRICAL SERVICE,SUP,1995-01-19 00:00:00,2044
1143,NAKAMURA INVESTMENT CORP,akatsura,1997-09-12 09:13:26,1836
1144,"NAKAMURA MORTUARY, INC",,,1482
1145,"NAKAMURA SALES & SERVICE, LTD.",,,744
1146,"NAKAOKA PAINTING, INC.",,,745
1147,NAOHIRO TAKAHASHI,,,746
1148,NAS - BARBERS POINT,rkwan,1999-11-02 09:18:36,1790
1149,"NATIONAL CAR RENTAL SYSTEM, INC.",,,747
1150,"NATIONAL CONCRETE SAWING, INC.",SUP,1993-11-16 00:00:00,1844
1151,NATIONAL TROPICAL BOTANICAL GARDENS,RKWAN,2000-03-01 09:12:10,1460
1152,NAURU PHOSPHATE ROYALITIES DEVELOPMENT,rkwan,1999-09-08 13:52:55,1763
1153,NAV. & MARINE CORPS RESERVE CENTER,,,749
1154,NAVAL MAGAZINE LUALUALEI,RKWAN,1999-01-14 16:05:13,751
1155,"NAVAL MEDICAL CLINIC, PEARL HARBOR",rkwan,2001-05-09 09:21:11,748
1156,NAVAL PACIFIC METEOROLOGY & OCEANOGRAPHY/JTWC,rkwan,2006-05-25 14:01:23,758
1157,NAVAL STATION PEARL HARBOR,rkwan,2000-04-10 16:59:28,752
1160,NAVAL SUBMARINE TRAINING CENTER,rkwan,2000-04-10 16:18:22,756
1161,NAVAL SUPPLY CENTER,rkwan,2000-04-10 15:57:26,1597
1162,NAVCAMS EASTPAC,RKWAN,1997-07-15 15:31:42,1810
1163,NAVY DATA AUTOMATION FACILITY,rkwan,1999-07-30 16:25:10,759
1164,NAVY ENVIRONMENTAL & PREVENTIVE MEDICINE UNIT SIX,rkwan,2000-05-01 10:56:39,761
1165,NAVY PUBLICATIONS & PRINTING SVC,,,762
1166,"NCRS HAWAII, INC.",RKWAN,2003-10-28 15:08:24,1735
1167,"NEON ELECTRIC SERVICE, LTD",CCLARK,1997-05-05 10:11:50,1636
1168,NII'S PROPERTIES,rkwan,1997-09-26 14:52:47,2004
1169,"NIKKO RESTORATION MASSAGE,INC.",,,763
1170,"NISHI SERVICE STATION, LTD.",,,764
1171,"NISSAN MOTOR CORP. IN HAWAII, LTD",,,765
1172,NISSAN OF WAIPAHU,SUP,1991-11-11 00:00:00,1637
1173,"NISSAN OF WAIPAHU, INC.",EJS,1996-02-29 00:00:00,1626
1174,NITTAKU INVESTMENT,SUP,1993-03-03 00:00:00,767
1175,"NITTO HAWAII CO., LTD",,,1421
1176,NO KA OI TERMITE & PEST CONTROL,,,768
1177,NOBORU UEHARA,RSK,1995-03-09 00:00:00,2028
1178,"NORDIC CONSTRUCTION, LTD.",,,769
1179,NORMA CHRISTIAN,,,63
1180,NORMAN K. SATO,,,771
1181,NORTH KONA SHOPPING CENTER,rkwan,1999-03-25 09:51:24,291
1182,NORTHWEST AIRLINES,jishihara,2004-04-07 11:04:42,772
1183,"NURSERY ASSOCIATES, LTD.",,,775
1184,"O. THRONAS, INC.",rkwan,1999-01-04 14:12:05,776
1185,"OAHU BINDERY, INC.",,,777
1186,OAHU CEMETERY ASSOCIATION,,,778
1187,"OAHU CONSTRUCTION CO., LTD.",,,781
1188,OAHU COUNTRY CLUB,,,782
1189,OAHU DISTRIBUTION,rkwan,2000-02-28 11:44:46,57
1190,"OAHU GAS SERVICE, INC.",,,783
1191,OAHU LANDSCAPING,SUP,1991-11-15 00:00:00,1640
1192,"OAHU LUMBER & HARDWARE CO., LTD.",,,784
1193,"OAHU PAVING CO., INC.",,,785
1194,"OAHU PLUMBING & SHEET METAL, LTD",RKWAN,1998-12-24 11:03:12,786
1195,OAHU PLUMBING & SHEETMETAL,rkwan,1997-12-12 14:50:27,2227
1196,"OAHU SUGAR CO., LTD",SUP,1993-07-30 00:00:00,787
1197,"OAHU SUGAR COMPANY, LTD.",,,788
1198,OAHU TIRE,rkwan,2000-12-26 16:37:52,1371
1199,"Oahu Waste Services, inc",rkwan,2005-07-12 15:38:53,1305
1200,OCEANIC CABLEVISION,,,789
1202,OHANA STATION COMPANY LLC,rkwan,2001-09-17 09:22:26,2371
1203,"OKA AUTO PAINT & REPAIR, INC.",,,790
1204,"OKADA TRUCKING CO., LTD.",,,791
1205,"OKAZAKI & SUGAI PLASTERERS, INC.",,,792
1206,OLD VIENNA BAKE SHOP,,,793
1207,"OLOKELE SUGAR CO., LTD",EJS,1996-02-29 00:00:00,1706
1208,"OLOMANA GOLF LINKS, INC.",SUP,1993-02-08 00:00:00,794
1209,ORCHIDLAND GULSONS LLC.,rkwan,2001-09-07 14:26:51,2416
1210,"OTO'S SERVICE, INC.",,,796
1211,"OTSUKA SALES & SERVICE, LTD.",SUP,1992-04-07 00:00:00,797
1212,OUTRIGGER PRINCE HOTEL,,,1598
1213,"OVERSEAS FREIGHT FORWARDERS, INC",,,798
1214,"PACIFIC AMUSEMENT CO., LTD",RSK,1995-03-09 00:00:00,2055
1215,"PACIFIC AMUSEMENT CO., LTD.",EJS,1996-03-01 00:00:00,799
1216,"PACIFIC CAR RENTAL MANAGEMENT, INC",SUP,1992-03-16 00:00:00,1456
1217,Pacific Carriage LTD,rkwan,2005-12-15 09:31:41,2507
1218,"PACIFIC CONSTRUCTION CO., LTD.",,,801
1219,"PACIFIC DIVING INDUSTRIES, INC.",rkwan,1999-03-25 09:08:47,1567
1220,"PACIFIC FABRICATIONS, INC",,,1578
1221,"PACIFIC FENCE, INC.",,,803
1222,PACIFIC INTERNATIONAL SERVICES,RKWAN,2005-03-18 15:48:40,285
1223,"PACIFIC INVESTORS PROPERTY MANAGEMENT, INC",RKWAN,2001-05-09 13:31:58,2402
1224,Pacific light net,rkwan,2004-08-17 16:24:48,2476
1225,PACIFIC MACHINERY,,,804
1231,PACIFIC MISSILE RANGE FACILITY,RKWAN,1996-09-27 15:23:47,809
1232,PACIFIC OLDSMOBILE-GMC,,,810
1233,"PACIFIC STAR COMMUNICATION, INC",rkwan,1998-12-10 16:36:37,2294
1234,PACIFIC TERRAZZO & TILE CORP.,,,812
1235,"PACIFIC TRANSFER & WAREHOUSE, INC.",SUP,1992-06-02 00:00:00,813
1236,"PACIFIC WEST FUELS, INC",rkwan,1997-12-02 09:26:29,2226
1237,PACIFIC-TMR,,,615
1238,"PALAMA MEAT CO., INC.",,,814
1239,"PALANI RANCH CO., INC.",,,815
1240,"PALOLO AUTO SERVICE, INC.",,,816
1241,Pam Fujita property,RKWAN,2004-01-07 13:08:58,2462
1242,PANGOLA,RKWAN,1996-12-13 09:46:17,683
1244,PANKOW DEVELOPMENT,,,818
1245,PANNER ASSOCIATES,RKWAN,1997-10-17 11:07:25,2015
1246,PANORAMA AIR,SUP,1993-04-26 00:00:00,819
1247,"PAN-PACIFIC CONSTRUCTION, INC.",,,817
1248,"PANTHEON COMPANY, LTD.",,,1332
1249,PAPILLON HAWAIIAN HELICOPTERS,rkwan,1997-08-28 15:40:39,1358
1250,PAPILLON HELICOPTERS LTD.,rkwan,1998-01-13 10:11:14,820
1251,PARADISE AUCTION,RKWAN,1998-12-24 12:34:23,2269
1252,PARADISE BEVERAGES,RKWAN,1999-07-28 16:34:16,821
1253,"PARADISE PARK, INC.",,,822
1254,PARADISE PETROLEUM DBA ALII PETROLEUM,RKWAN,2003-07-22 10:14:42,2054
1255,PARKER RANCH,,,823
1256,PATEL'S TEXACO,RSK,1995-04-27 00:00:00,824
1257,PATRICK IBARA,,,825
1258,PATRICK WATANABE,,,826
1259,PATRIOT AMERICAN HOSPITALITY INC,rkwan,2004-04-07 16:15:41,2467
1260,PAUAHI BLOCK A NON-PROFIT CORP.,,,827
1261,PAULEY PETROLEUM,EJS,1996-02-29 00:00:00,828
1262,PAUL'S AUTO REPAIR,EJS,1996-03-01 00:00:00,1670
1263,"PEACOCK ROOFING AND TERMITE CO., LTD",esadoyama,1999-02-18 16:20:58,2230
1264,PEARL AUTO SERVICE & SUPPLY INC.,rkwan,1999-10-27 14:47:24,831
1265,PEARL CITY EARTH STATION A T & T,,,1577
1266,PEARL CITY UNION 76 STATION,,,1347
1267,PEARL COUNTRY CLUB,SUP,1992-01-14 00:00:00,832
1268,PEARL HARBOR NAVAL SHIPYARD,RKWAN,1997-08-18 10:34:08,2202
1269,PEARL HARBOR NAVAL SHIPYARD & IMF,rkwan,2000-04-11 09:00:47,833
1270,PELCO INC H.R.C.,,,1248
1271,PEPSI-COLA/7-UP BOTTLING CO.,,,835
1272,"PERFECTION DRY CLEANERS, LTD.",,,836
1273,PERSIS CORP,rkwan,1997-11-28 11:23:03,2224
1274,PFLUEGER ACURA,SUP,1991-11-14 00:00:00,1623
1275,PFLUEGER HAWAII INC.,SUP,1992-02-24 00:00:00,837
1276,PFLUEGER LINCOLN MERCURY INC.,,,838
1277,PH CORPORATION/REFUSE INC,RKWAN,2001-03-27 14:17:49,1628
1278,PHAEDRA LLC (ROGER QUINN),rkwan,2000-05-22 17:04:13,2384
1279,PHILIP & CAROLYN CASCAVILLA,,,839
1280,PHILIP & DOLLY WON,,,1225
1281,PHILLIPS 66 COMPANY,,,840
1282,PHILLIPS U DRIVE INC.,SUP,1993-08-05 00:00:00,841
1283,"PHOENIX CONTRACTING, INC",rkwan,2004-08-17 16:24:19,1798
1284,"PILIALOHA, INC",SUP,1995-02-10 00:00:00,2052
1285,"PIONEER CONTRACTING CO., LTD.",,,842
1286,PIONEER LUMBER & TREATING OF KAWAIHAE INC,EJS,1996-02-29 00:00:00,2043
1287,"PIONEER MILL CO., LTD.",,,843
