FacilityID,FacilityName,OwnerType,FacilityType1,FacilityType2,FacilityAddress1,FacilityAddress2,FacilityCity,FacilityCounty, FacilityState,FacilityZipCode,FacilityEPARegion,FacilityTribalSite,FacilityTribe,FacilityLatitude,FacilityLongitude,FacilityCoordinateSource,FacilityOwnerCompanyName,FacilityOperatorCompanyName,FinancialResponsibilityObtained,FinancialResponsibilityBondRatingTest,FinancialResponsibilityCommercialInsurance,FinancialResponsibilityGuarantee,FinancialResponsibilityLetterOfCredit,FinancialResponsibilityLocalGovernmentFinancialTest,FinancialResponsibilityRiskRetentionGroup,FinancialResponsibilitySelfInsuranceFinancialTest,FinancialResponsibilityStateFund,FinancialResponsibilitySuretyBond,FinancialResponsibilityTrustFund,FinancialResponsibilityOtherMethod,USTReportedRelease,AssociatedLUSTID
1007671,Quick Shop 3,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1401 S. Bloomington Street,,Streator,LaSalle,IL,61364,5,No,,41.10480117797852,-88.83509826660156,Geocoded address,"Shinestar, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
1007931,Rockford Main,Private,Utility,Utility,211 North Church Street,,Rockford,Winnebago,IL,61101,5,No,,0.0,0.0,Unknown,AT&T Corp. d/b/a Illinois Bell,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
1007932,Loves Park/Parkside,Private,Utility,Utility,910 Harlem Road,,Loves Park,Winnebago,IL,61111,5,No,,42.3401,-89.04579,Geocoded address,AT&T Corp. d/b/a Illinois Bell,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
1008340,"Prophet Mini Mart, Inc.",Private,Retail fuel sales (non-marina),Attended Self-Service Station,202 Washington Street,,Prophetstown,Whiteside,IL,61271,5,No,,41.67211,-89.93558,Geocoded address,"Prophet Mini Mart, Inc.",,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,13-1209
1008411,Dixon State Garage,State Government,Other,State,819 Depot Avenue,,Dixon,Lee,IL,61021,5,No,,41.83549880981445,-89.48870086669922,Geocoded address,Illinois Dept. of Central Management Services,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
1008440,De Kalb Airport,Local Government,Aviation/airport (non-rental car),Airport,2200 Pleasant Street,,De Kalb,De Kalb,IL,60115,5,No,,41.93270492553711,-88.72428131103516,Geocoded address,City of De Kalb,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
1008456,Carroll Service Company,Private,Retail fuel sales (non-marina),Attended Self-Service/Unattended Self-Service,505 West Illinois Route 64,,Lanark,Carroll,IL,61046,5,No,,42.095699310302734,-89.83799743652344,Geocoded address,Carroll Service Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,01-0582
1008470,Circle K #1412,Private,Retail fuel sales (non-marina),Attended Self-Service Station,101 East Everett,,Dixon,Lee,IL,61021,5,No,,41.8484001159668,-89.48470306396484,Geocoded address,"Mac's Convenience Stores, LLC",,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,92-3547
1008588,Casey's #4395,Private,Retail fuel sales (non-marina),Attended Self-Service Station,303 West North Street,,Walnut,Bureau,IL,61376,5,No,,41.560001373291016,-89.59539794921875,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,20200436
1008815,"Mendota Food Mart, Inc.",Private,Retail fuel sales (non-marina),Attended Self-Service Station,706 13th Avenue,,Mendota,LaSalle,IL,61342,5,No,,41.548301696777344,-89.12760162353516,Geocoded address,"706 Real Estate, Inc.",,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,20100721
1008826,"Hendrickson Flying Service, Inc.",Private,Aviation/airport (non-rental car),Airport,21532 Quitno Road,,Rochelle,Ogle,IL,61068,5,No,,0.0,0.0,Unknown,"Hendrickson Flying Service, Inc.",,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Unknown,
1008887,Freeport Memorial Hospital,Private,Other,Private Institution,1045 West Stephenson Street,,Freeport,Stephenson,IL,61032,5,No,,42.2958,-89.63841,Geocoded address,Freeport Memorial Hospital,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
1008887,Freeport Memorial Hospital,Private,Other,Private Institution,1045 West Stephenson Street,,Freeport,Stephenson,IL,61032,5,No,,42.2958,-89.63841,Geocoded address,Freeport Memorial Hospital,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,99-1066
1008920,Casey's General Store #1363,Private,Retail fuel sales (non-marina),Attended Self-Service Station,901 Washington St.,,Oregon,Ogle,IL,61061,5,No,,42.01470184326172,-89.33869934082031,Geocoded address,Casey's Retail Company,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,03-0786
1009213,"Courtesy Aircraft, Inc.",Private,Aviation/airport (non-rental car),Airport,5233 Falcon Rd,,Rockford,Winnebago,IL,61109,5,No,,42.2055,-89.08324,Geocoded address,"Courtesy Aircraft, Inc.",,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Unknown,
1009233,Hamilton Sundstrand Aerospace,Private,Industrial,Industrial / Manufacturing,2421 11th Street,,Rockford,Winnebago,IL,611257002,5,No,,42.23992,-89.07468,Geocoded address,Hamilton Sunstrand Corporation,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Unknown,
1009233,Hamilton Sundstrand Aerospace,Private,Industrial,Industrial / Manufacturing,2421 11th Street,,Rockford,Winnebago,IL,611257002,5,No,,42.23992,-89.07468,Geocoded address,Hamilton Sunstrand Corporation,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,00-1409
1009233,Hamilton Sundstrand Aerospace,Private,Industrial,Industrial / Manufacturing,2421 11th Street,,Rockford,Winnebago,IL,611257002,5,No,,42.23992,-89.07468,Geocoded address,Hamilton Sunstrand Corporation,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,91-2286
1009302,"11th St Building, LLC",Private,Retail fuel sales (non-marina),Attended Self-Service Station,3003 11th Street,,Rockford,Winnebago,IL,61109,5,No,,42.22999954223633,-89.07260131835938,Geocoded address,"11th St Building, LLC",,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,
1009309,"Shivi 2022, Inc. - Sterling Food Mart",Private,Retail fuel sales (non-marina),Attended Self-Service Station,2218 East Lincolnway (4th St.),,Sterling,Whiteside,IL,61081,5,No,,0.0,0.0,Unknown,Dineshkumar Patel and Arkesh S. Patel,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,98-1048
1009325,"A&B Freight Line, Inc.",Private,Trucking/transport/fleet operation,Trucking Company,4805 Sandy Hollow Road,,Rockford,Winnebago,IL,61125,5,No,,42.22309875488281,-89.02169799804688,Geocoded address,"A&B Freight Line, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,13-0904
1009330,Auburn Amoco,Private,Retail fuel sales (non-marina),Attended Self-Service Station,3721 Auburn Street,,Rockford,Winnebago,IL,61101,5,No,,42.2883415222168,-89.11515045166016,Geocoded address,"Mac's Convenience Stores, LLC",,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,89-2059
1009417,"Jay Sadhima, LLC",Private,Retail fuel sales (non-marina),Attended Self-Service Station,120 N. Main Street,,Sandwich,De Kalb,IL,60548,5,No,,0.0,0.0,Unknown,"Jay Sadhima, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
1009417,"Jay Sadhima, LLC",Private,Retail fuel sales (non-marina),Attended Self-Service Station,120 N. Main Street,,Sandwich,De Kalb,IL,60548,5,No,,0.0,0.0,Unknown,"Jay Sadhima, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,90-0685
1009424,"Air Products and Chemicals, Inc.",Private,Industrial,Industrial / Manufacturing,318 N. 30th Road,,La Salle,LaSalle,IL,613013249,5,No,,0.0,0.0,Unknown,"Air Products & Chemicals, Inc.",,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
1009850,Expresslane #52,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1106 First Avenue,,Ottawa,LaSalle,IL,61353,5,No,,41.32899856567383,-88.83699798583984,Geocoded address,Jo-Co of Illinois,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,99-1006
1009851,Express Lane #59,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1441 North Columbus Street,,Ottawa,LaSalle,IL,61350,5,No,,41.35459899902344,-88.84120178222656,Geocoded address,Arthur J. Johnson Family Limited Partnership,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,07-0504
1009852,Expresslane #51,Private,Retail fuel sales (non-marina),Attended Self-Service Station,3070 North Illinois Route 71,Route 71 & I-80,Ottawa,LaSalle,IL,61350,5,No,,41.37879943847656,-88.7760009765625,Geocoded address,Arthur J. Johnson Family Limited Partnership,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,07-0514
1009854,Express Lane Inc. #55,Private,Retail fuel sales (non-marina),Attended Self-Service Station,928 Shooting Park Road,,Peru,LaSalle,IL,61354,5,No,,41.3385009765625,-89.11689758300781,Geocoded address,Arthur J. Johnson Family Limited Partnership,,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,
1009857,Rochelle Shell,Private,Retail fuel sales (non-marina),Attended Self-Service Station,505 W. Highway 38,,Rochelle,Ogle,IL,61068,5,No,,41.93399810791016,-89.06659698486328,Geocoded address,"Amisa, Inc.",,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,07-0503
1009858,"Expresslane, Inc. #54",Private,Retail fuel sales (non-marina),Attended Self-Service Station,700 13th Ave.,,Mendota,LaSalle,IL,61342,5,No,,41.548301696777344,-89.12760162353516,Geocoded address,Arthur J. Johnson Family Limited Partnership,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,93-0608
1009874,Sycamore Clark,Private,Retail fuel sales (non-marina),Attended Self-Service Station,227 E. State Street,,Sycamore,De Kalb,IL,60176,5,No,,0.0,0.0,Unknown," Fisa, Inc",,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,11-0043
1009877,"A 33 Milestone Gas & Food, Inc. II",Private,Retail fuel sales (non-marina),Attended Self-Service Station,2627 Auburn Street,,Rockford,Winnebago,IL,61103,5,No,,42.28876,-89.09946,Geocoded address,"A 33 Milestone Gas & Food, Inc. II",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
1009883,Belvidere Quick Mart #3,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1705 S. State,,Belvidere,Boone,IL,61008,5,No,,42.24190139770508,-88.83940124511719,Geocoded address,"GPM Midwest, LLC",,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,07-1256
1009888,Fas Mart #5232,Private,Retail fuel sales (non-marina),Attended Self-Service Station,518 Shirland Ave.,,South Beloit,Winnebago,IL,61080,5,No,,42.49599838256836,-89.0447006225586,Geocoded address,"GPM Midwest, LLC",,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,89-1538
1009894,"Crofton & Toons Properties, LLC",Private,Retail fuel sales (non-marina),Attended Self-Service Station,1655 DeKalb Avenue,,Sycamore,De Kalb,IL,60178,5,No,,41.97460174560547,-88.71710205078125,Geocoded address,"Crofton & Troons Properties, LLC",,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,96-2056
1009897,Angelkrishna Corp.,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1180 N. 7th Street,U.S. Hwy 251 & Rt. 1,Rochelle,Ogle,IL,61068,5,No,,41.93579864501953,-89.06819915771484,Geocoded address,Angelkrishna Corp.,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,89-1187
1009900,DeKalb Quick Mart #3,Private,Retail fuel sales (non-marina),Attended Self-Service Station,933 S. 4th Street,,De Kalb,De Kalb,IL,60115,5,No,,41.91889953613281,-88.75389862060547,Geocoded address,"GPM Midwest, LLC",,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,90-3024
1010123,"Ricky Petroleum, Inc.",Private,Retail fuel sales (non-marina),Attended Self-Service Station,717 North State Street,,Belvidere,Boone,IL,61008,5,No,,42.26499938964844,-88.84829711914062,Geocoded address,"Ricky Petroleum, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
1010133,"A 33 Mileston Gas & Food, Inc.",Private,Retail fuel sales (non-marina),Attended Self-Service Station,3215 Auburn Street,,Rockford,Winnebago,IL,61101,5,No,,42.28850173950195,-89.10679626464844,Geocoded address,"A 33 Milestone Gas & Food, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
1010133,"A 33 Mileston Gas & Food, Inc.",Private,Retail fuel sales (non-marina),Attended Self-Service Station,3215 Auburn Street,,Rockford,Winnebago,IL,61101,5,No,,42.28850173950195,-89.10679626464844,Geocoded address,"A 33 Milestone Gas & Food, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,902301
1010144,Becks,Private,Retail fuel sales (non-marina),Attended Self-Service Station,359 Third St,,La Salle,LaSalle,IL,613012337,5,No,,41.33000183105469,-89.10050201416016,Geocoded address,Beck Oil Company of Illinois,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,05-1365
1010162,Hickey's Corner Store,Private,Retail fuel sales (non-marina),Attended Self-Service Station,218 W. Lincoln Hwy.,,De Kalb,De Kalb,IL,60115,5,No,,41.9308925,-88.7582687,Geocoded address,"Hickey's Corner Store, LLC",,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,
1010251,"Circle G, LLC",Private,Retail fuel sales (non-marina),Attended Self-Service Station,320 N. Mulford Rd.,,Rockford,Winnebago,IL,61107,5,No,,42.270599365234375,-89.00019836425781,Geocoded address,"Circle G, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,02-0728
1010358,Volpe's Mobil Service Station,Private,Retail fuel sales (non-marina),Full Service Station,148 Joliet St,,La Salle,LaSalle,IL,61301,5,No,,0.0,0.0,Unknown,Ronald & David Volpe,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,98-2950
1010563,Mr. Quick's Lakie View Mobil,Private,Retail fuel sales (non-marina),Attended Self-Service Station,13965 Best Road,,Davis,Stephenson,IL,61019,5,No,,42.45424,-89.38026,Geocoded address,"Mr. Quick's Lake View, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,99-0462
1010621,Circle K #1246,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1211 South Bloomington Street,,Streator,LaSalle,IL,61364,5,No,,41.1072998046875,-88.83540344238281,Geocoded address,"Mac's Convenience Stores, LLC",,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,98-1500
1010623,Circle K #1245,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1006 West Main Street,,Streator,LaSalle,IL,61364,5,No,,41.12089920043945,-88.8478012084961,Geocoded address,"Mac's Convenience Stores, LLC",,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,98-0746
1010624,Circle K #1244,Private,Retail fuel sales (non-marina),Attended Self-Service Station,290 Main Street,,Marseilles,LaSalle,IL,61341,5,No,,41.32740020751953,-88.70919799804688,Geocoded address,"Mac's Convenience Stores, LLC",,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,20181163
1010696,Expresslane #74,Private,Retail fuel sales (non-marina),Attended Self-Service Station,202 S. Main St.,,Albany,Whiteside,IL,61230,5,No,,41.78889846801758,-90.2219009399414,Geocoded address,Arthur J. Johnson Family Limited Partnership,,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,
1010760,Seneca Gulf,Private,Retail fuel sales (non-marina),Attended Self-Service Station,330 N. Main Street,,Seneca,LaSalle,IL,61360,5,No,,41.31710052490234,-88.61009979248047,Geocoded address,"1010 Cedar Lake, Inc.",,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,20210690
1010840,"J&K Business Investments, Inc.",Private,Retail fuel sales (non-marina),Attended Self-Service Station,705 E. Lincoln Highway,,De Kalb,De Kalb,IL,60115,5,No,,41.92829895019531,-88.74579620361328,Geocoded address,"US-Assets Properties, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,20190700
1010841,"State Petroleum, Inc.",Private,Retail fuel sales (non-marina),Attended Self-Service Station,920 W. Lincoln Hwy.,,De Kalb,De Kalb,IL,60115,5,No,,41.93109893798828,-88.77040100097656,Geocoded address,"Surdeep Real Estate, LLC, and Dipakkumar and Sureshchandra Patel",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,90-2059
1010992,IL0104,Private,Retail fuel sales (non-marina),Attended Self-Service Station,4545 Sandy Hollow Road,,Rockford,Winnebago,IL,61109,5,No,,42.22380065917969,-89.02749633789062,Geocoded address,"Three Angels, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
1010998,ISTHA M12 Maintenance Garage,State Government,Other,State,Route 26 & I-88,"East West Tollway, Mile Post 54.3",Dixon,Lee,IL,61021,5,No,,0.0,0.0,Unknown,Illinois State Toll Highway Authority,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
1010999,ISTHA M11 Maintenance Garage,State Government,Other,State,Annie Glidden & I-88,"East West Tollway, Mile Post 91.5",De Kalb,De Kalb,IL,60115,5,No,,0.0,0.0,Unknown,Illinois State Toll Highway Authority,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,92-2826
1011001,ISTHA M07 Maint. Garage,State Government,Other,State,"7910 E. State, Mile Post 63.5",,Rockford,Winnebago,IL,61108,5,No,,0.0,0.0,Unknown,Illinois State Toll Highway Authority,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
1011001,ISTHA M07 Maint. Garage,State Government,Other,State,"7910 E. State, Mile Post 63.5",,Rockford,Winnebago,IL,61108,5,No,,0.0,0.0,Unknown,Illinois State Toll Highway Authority,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,17-0967
1011459,Ryder #1047A,Private,Trucking/transport/fleet operation,Trucking Company,3573 Merchandise Drive,,Rockford,Winnebago,IL,61109,5,No,,42.22058,-89.03213,Geocoded address,"Ryder Truck Rental, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
1011459,Ryder #1047A,Private,Trucking/transport/fleet operation,Trucking Company,3573 Merchandise Drive,,Rockford,Winnebago,IL,61109,5,No,,42.22058,-89.03213,Geocoded address,"Ryder Truck Rental, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,92-2516
1011629,"Bud's Citgo Service, Inc.",Private,Retail fuel sales (non-marina),Attended Self-Service/Unattended Self-Service,150 East Market Street,,Somonauk,De Kalb,IL,60552,5,No,,41.63392,-88.68153,Geocoded address,"Bud's Citgo Service, Inc.",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,99-0608
1011648,IL0107,Private,Retail fuel sales (non-marina),Attended Self-Service Station,707 North Galena,,Dixon,Lee,IL,61021,5,No,,41.85319900512695,-89.48690032958984,Geocoded address,Lehigh Gas Wholesale Services,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Unknown,
1011732,"Rockton Building, LLC",Private,Retail fuel sales (non-marina),Attended Self-Service Station,3121 N. Rockton Avenue,,Rockford,Winnebago,IL,61103,5,No,,42.3051986694336,-89.09649658203125,Geocoded address,"Rockton Building, LLC",,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,
1011732,"Rockton Building, LLC",Private,Retail fuel sales (non-marina),Attended Self-Service Station,3121 N. Rockton Avenue,,Rockford,Winnebago,IL,61103,5,No,,42.3051986694336,-89.09649658203125,Geocoded address,"Rockton Building, LLC",,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,06-0400
1011910,Transportation Center,Local Government,School,School/College,2000 Christina Street,,Rockford,Winnebago,IL,61104,5,No,,42.246360778808594,-89.09725952148438,Geocoded address,Rockford Public Schools District 205,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
1011918,Beck Oil Company,Private,Retail fuel sales (non-marina),Attended Self-Service Station,703 Shooting Park Road,,Peru,LaSalle,IL,61354,5,No,,41.338600158691406,-89.114501953125,Geocoded address,Beck Oil Company of Illinois,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,98-2702
1011919,Road Ranger #225,Private,Retail fuel sales (non-marina),Attended Self-Service Station,2835 North Main Street,,Princeton,Bureau,IL,61356,5,No,,41.403228759765625,-89.47013854980469,Geocoded address,"Road Ranger, LLC",,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
1011919,Road Ranger #225,Private,Retail fuel sales (non-marina),Attended Self-Service Station,2835 North Main Street,,Princeton,Bureau,IL,61356,5,No,,41.403228759765625,-89.47013854980469,Geocoded address,"Road Ranger, LLC",,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,92-0276
1011924,Beck Oil,Private,Retail fuel sales (non-marina),Attended Self-Service Station,1838 North Main Street,,Princeton,Bureau,IL,61356,5,No,,41.39267,-89.46679,Geocoded address,Beck Oil Company of Illinois,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,11-0871
1011925,Beck Oil Company,Private,Retail fuel sales (non-marina),Attended Self-Service Station,605 West Peru Street,,Princeton,Bureau,IL,61356,5,No,,41.37168884277344,-89.47248840332031,Geocoded address,Beck Oil Company of Illinois,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,20170769
1011945,Seneca BP,Private,Retail fuel sales (non-marina),Attended Self-Service Station,114 West Jackson Street,,Seneca,LaSalle,IL,61360,5,No,,41.32070159912109,-88.61070251464844,Geocoded address,Arthur J. Johnson Family Limited Partnership,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,20200781
1012010,IDOT Morrison (244A),State Government,Other,State,13590 Garden Plain Road,,Morrison,Whiteside,IL,61270,5,No,,41.817901611328125,-89.98580169677734,Geocoded address,Illinois Department of Transportation,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
1012010,IDOT Morrison (244A),State Government,Other,State,13590 Garden Plain Road,,Morrison,Whiteside,IL,61270,5,No,,41.817901611328125,-89.98580169677734,Geocoded address,Illinois Department of Transportation,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,90-2189
1012011,IDOT Mt. Carroll (241),State Government,Other,State,10646 Mill Road,,Mount Carroll,Carroll,IL,61053,5,No,,42.081199645996094,-89.98690032958984,Geocoded address,Illinois Department of Transportation,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
1012012,IDOT Oregon (231),State Government,Other,State,511 Hill St.,,Oregon,Ogle,IL,61061,5,No,,42.00460052490234,-89.33439636230469,Geocoded address,Illinois Department of Transportation,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
1012012,IDOT Oregon (231),State Government,Other,State,511 Hill St.,,Oregon,Ogle,IL,61061,5,No,,42.00460052490234,-89.33439636230469,Geocoded address,Illinois Department of Transportation,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,93-3081
1012013,IDOT Princeton (345),State Government,Other,State,17999 1500 N. Avenue,,Princeton,Bureau,IL,61021,5,No,,41.36449813842773,-89.51020050048828,Geocoded address,Illinois Department of Transportation,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
1012014,IDOT Rock Falls (244),State Government,Other,State,1004 E Route 30,,Rock Falls,Whiteside,IL,61071,5,No,,41.75960159301758,-89.6719970703125,Geocoded address,Illinois Department of Transportation,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
1012015,IDOT Rockford (232),State Government,Other,State,4109 11th Street,,Rockford,Winnebago,IL,61104,5,No,,42.21269989013672,-89.07270050048828,Geocoded address,Illinois Department of Transportation,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
1012015,IDOT Rockford (232),State Government,Other,State,4109 11th Street,,Rockford,Winnebago,IL,61104,5,No,,42.21269989013672,-89.07270050048828,Geocoded address,Illinois Department of Transportation,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,90-2258
1012015,IDOT Rockford (232),State Government,Other,State,4109 11th Street,,Rockford,Winnebago,IL,61104,5,No,,42.21269989013672,-89.07270050048828,Geocoded address,Illinois Department of Transportation,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,95-0751
1012016,IDOT Roscoe (234),State Government,Other,State,9988 North 2nd Street,,Roscoe,Winnebago,IL,61073,5,No,,42.40530014038086,-89.00980377197266,Geocoded address,Illinois Department of Transportation,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
1012017,IDOT Stockton (242),State Government,Other,State,600 W Simmons St,,Stockton,Jo Daviess,IL,61085,5,No,,0.0,0.0,Unknown,Illinois Department of Transportation,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
1012018,IDOT Sycamore (346),State Government,Other,State,351 E. Page Street,,Sycamore,De Kalb,IL,60178,5,No,,0.0,0.0,Unknown,Illinois Department of Transportation,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
1012019,IDOT Galena (242A),State Government,Other,State,5988 High Ridge Road,,Galena,Jo Daviess,IL,61036,5,No,,42.46060180664063,-90.46209716796876,Geocoded address,Illinois Department of Transportation,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
1012020,IDOT Eleroy (243),State Government,Other,State,1856 Bolton Road,,Freeport,Stephenson,IL,61032,5,No,,42.32550048828125,-89.71980285644531,Geocoded address,Illinois Department of Transportation,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
1012020,IDOT Eleroy (243),State Government,Other,State,1856 Bolton Road,,Freeport,Stephenson,IL,61032,5,No,,42.32550048828125,-89.71980285644531,Geocoded address,Illinois Department of Transportation,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,902246
1012020,IDOT Eleroy (243),State Government,Other,State,1856 Bolton Road,,Freeport,Stephenson,IL,61032,5,No,,42.32550048828125,-89.71980285644531,Geocoded address,Illinois Department of Transportation,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,932999
1012022,IDOT Amboy (221),State Government,Other,State,1502 US Route #30,,Amboy,Lee,IL,61310,5,No,,41.75790023803711,-89.34230041503906,Geocoded address,Illinois Department of Transportation,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,
1012089,Jim Boe Service,Private,Retail fuel sales (non-marina),Full Service Station,1011 Columbus Street,,Ottawa,LaSalle,IL,61350,5,No,,41.35010147094727,-88.84130096435547,Geocoded address,"1011 Columbus Street, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
1012095,Starved Rock Marina,Private,Marina,Marina,1130 N 27th Road, ,Ottawa,LaSalle,IL,61350,5,No,,41.32369995117188,-88.94609832763672,Geocoded address,"Bumpus Boating, LLC",,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,
