ï»¿OBJECTID,LUSTKEY,DERRID,PROJECTMAN,NOTIFICATI,DATECLOSE,CLOSURETYPE,DEPTHGW,GWFLOWDIR1,GWFLOWDIR2,CAPSOILTRE,CAPH2OTREA,PSTFUNDSTA,PSTFUNDPER,DEDUCTIBLE,FACILITYID,NFAFORM,MAPLABEL,BLUESTAKES,ENVCOV,RESIDUALCONTAMMAP
2832,1872,JMT,Lauran Ortman,5/15/1996 12:00:00 AM,3/27/2017 12:00:00 AM,> Tier 1,8-9,W,SW,,,Eligible (100),100.0,10000.0,3791,Tier 1 Worksheet w/ Supp. Info,JMT - 7-ELEVEN 1851-27330,No,No,No
2833,4931,MMA,Lauran Ortman,3/10/2009 12:00:00 AM,3/27/2017 12:00:00 AM,> Tier 1,8-9,W,SW,0.0,0.0,Eligible (100),100.0,10000.0,3791,Tier 1 Worksheet w/ Supp. Info,MMA - 7-ELEVEN 1851-27330,No,No,No
2834,3823,LAM,Hong-Lei Tao,8/18/1999 12:00:00 AM,5/21/2001 12:00:00 AM,Internal Close-out,,,,0.0,0.0,,0.0,0.0,3792,Internal Closeout Memo,LAM - 7-ELEVEN 1851-12932,No,No,No
2835,4696,MDY,Hong-Lei Tao,11/21/2006 12:00:00 AM,3/3/2008 12:00:00 AM,> Tier 1,7.71,SW,,0.0,0.0,Eligible (100),100.0,10000.0,3792,Tier 1 Worksheet w/ Supp. Info,MDY - 7-ELEVEN 1851-12932,No,No,No
2836,5147,MTI,Michael Pecorelli,3/14/2011 12:00:00 AM,9/12/2017 12:00:00 AM,> Tier 1,7-10,NW,NE,0.0,0.0,Eligible (100),100.0,10000.0,3792,Tier 1 Worksheet w/ Supp. Info,MTI - 7-ELEVEN 1851-12932,No,No,No
2837,5952,NYT,Hong-Lei Tao,10/6/2020 12:00:00 AM,5/9/2022 12:00:00 AM,< Tier 1,9,NW,,0.0,0.0,Eligible (100),100.0,10000.0,3792,Tier 1 Worksheet,NYT - 7-ELEVEN 1851-12932,No,No,No
2838,4179,LMY,Michael Pecorelli,1/18/2002 12:00:00 AM,10/27/2008 12:00:00 AM,< Tier 1," 63-73 ft, 22-39 ft perched",W,NW,0.0,0.0,Eligible (100),100.0,10000.0,3793,Tier 1 Worksheet,LMY - 7-ELEVEN 1851-26794,No,No,No
2839,5278,MYI,Kevin Beery,8/7/2012 12:00:00 AM,11/13/2013 12:00:00 AM,< Tier 1,53,,,0.0,0.0,Eligible (100),100.0,10000.0,3793,Tier 1 Worksheet w/ Supp. Info,MYI - 7-ELEVEN 1851-26794,No,No,No
2840,1873,HPK,[Dale Urban],6/18/1992 12:00:00 AM,8/7/2008 12:00:00 AM,< Tier 1,6-8,N,NE,,2100.0,Ineligible (0),0.0,0.0,3794,Tier 1 Worksheet w/ Supp. Info,HPK - 7-ELEVEN 1851-12917,No,No,No
2841,5019,MOX,Kevin Beery,12/7/2009 12:00:00 AM,2/15/2013 12:00:00 AM,> Tier 1,12.45,E,SE,0.0,0.0,Eligible (100),100.0,10000.0,3799,Tier 1 Worksheet w/ Supp. Info,MOX - 7-ELEVEN 1852-16072,Yes,No,No
2842,1874,GRQ,[Robin Jenkins],4/2/1991 12:00:00 AM,5/3/1995 12:00:00 AM,<blank>,18',SW,,,,Ineligible (0),0.0,0.0,3799,<blank>,GRQ - 7-ELEVEN 1852-16072,No,No,No
2843,1875,JHJ,[Bruce Hagans],12/29/1995 12:00:00 AM,3/27/1996 12:00:00 AM,< RCL/MCL,,,,,,,0.0,0.0,3799,Internal Closeout Memo,JHJ - 7-ELEVEN 1852-16072,No,No,No
2844,1876,KAA,[Bruce Hagans],4/22/1997 12:00:00 AM,6/7/1999 12:00:00 AM,< Tier 1,~11-18ft,SE,,70.0,,Eligible (100),100.0,10000.0,3799,Tier 1 Worksheet w/ Supp. Info,KAA - 7-ELEVEN 1852-16072,No,No,No
2845,1877,HKM,[Bruce Hagans],3/6/1992 12:00:00 AM,8/7/1996 12:00:00 AM,<blank>,,,,,,Eligible (100),100.0,25000.0,3800,Tier 1 Worksheet,HKM - 7-ELEVEN 16449,No,No,No
2846,3504,KOQ,[Kimberly Shelley],7/27/1998 12:00:00 AM,7/15/1999 12:00:00 AM,< Tier 1,>43ft,,,0.0,0.0,Eligible (100),100.0,10000.0,3800,Tier 1 Worksheet,KOQ - 7-ELEVEN 16449,No,No,No
2847,3846,LBL,Hong-Lei Tao,9/20/1999 12:00:00 AM,4/11/2002 12:00:00 AM,Internal Close-out,,,,0.0,0.0,,0.0,0.0,3800,Internal Closeout Memo,LBL - 7-ELEVEN 16449,No,No,No
2848,5296,MZB,UST,10/31/2012 12:00:00 AM,11/9/2012 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,3800,UST NFA,MZB - 7-ELEVEN 16449,No,No,No
2849,4193,LNM,Hong-Lei Tao,3/6/2002 12:00:00 AM,10/15/2002 12:00:00 AM,< Tier 1,,,,0.0,0.0,,0.0,0.0,3801,Tier 1 Worksheet w/ Supp. Info,LNM - 7-ELEVEN 1852-17350,No,No,No
2850,4264,LPY,Hong-Lei Tao,10/1/2002 12:00:00 AM,11/22/2002 12:00:00 AM,< Tier 1,,,,0.0,0.0,Eligible (100),100.0,10000.0,3801,Tier 1 Worksheet w/ Supp. Info,LPY - 7-ELEVEN 1852-17350,No,No,No
2851,4839,MIV,Hong-Lei Tao,3/12/2008 12:00:00 AM,2/17/2015 12:00:00 AM,> Tier 1,500,,,0.0,0.0,Eligible (100),100.0,10000.0,3801,Tier 1 Worksheet w/ Supp. Info,MIV - 7-ELEVEN 1852-17350,No,No,No
2852,1878,JKG,UST,3/21/1996 12:00:00 AM,3/21/1996 12:00:00 AM,< RCL/MCL,,,,,,,,,3802,UST NFA,JKG - 7-ELEVEN 1852-17795,No,No,No
2853,1879,GLU,[Rocky Stonestreet],1/17/1991 12:00:00 AM,6/29/1995 12:00:00 AM,<blank>,65.5',,,,,,,,3803,<blank>,GLU - 7-ELEVEN 1852-18345,No,No,No
2854,1880,JAG,Hong-Lei Tao,7/14/1995 12:00:00 AM,7/14/2003 12:00:00 AM,< Tier 1,,,,,,Eligible (100),100.0,40000.0,3803,Tier 1 Worksheet w/ Supp. Info,JAG - 7-ELEVEN 1852-18345,No,No,No
2855,1881,JSD,[Kimberly Shelley],8/23/1996 12:00:00 AM,11/22/1999 12:00:00 AM,<blank>,,,,,,Eligible (100),100.0,10000.0,3803,<Blank>,JSD - 7-ELEVEN 1852-18345,No,No,No
2856,1882,JTD,[Kimberly Shelley],9/13/1996 12:00:00 AM,11/22/1999 12:00:00 AM,<blank>,50',,,,,Eligible (100),100.0,10000.0,3803,<Blank>,JTD - 7-ELEVEN 1852-18345,No,No,No
2857,1883,KDA,[Kimberly Shelley],7/2/1997 12:00:00 AM,11/22/1999 12:00:00 AM,<blank>,,,,7.0,,Eligible (100),100.0,10000.0,3803,<Blank>,KDA - 7-ELEVEN 1852-18345,No,No,No
2858,3719,KWT,[Kimberly Shelley],3/1/1999 12:00:00 AM,6/1/1999 12:00:00 AM,Internal Close-out,>52,,,0.0,0.0,,0.0,0.0,3803,Internal Closeout Memo,KWT - 7-ELEVEN 1852-18345,No,No,No
2859,1884,IRM,[DeAnn Rasmussen],8/22/1994 12:00:00 AM,3/9/2000 12:00:00 AM,< RCL/MCL,,,,,,,0.0,0.0,3804,Internal Closeout Memo,IRM - 7-ELEVEN 1852-20137,No,No,No
2860,4169,LMP,Hong-Lei Tao,12/21/2001 12:00:00 AM,1/28/2002 12:00:00 AM,< Tier 1,,,,0.0,0.0,,0.0,0.0,3804,Tier 1 Worksheet,LMP - 7-ELEVEN 1852-20137,No,No,No
2861,4420,LVD,Hong-Lei Tao,2/12/2004 12:00:00 AM,3/22/2004 12:00:00 AM,Int. CO Files to UST,,,,0.0,0.0,,0.0,0.0,3804,Internal Closeout Memo,LVD - 7-ELEVEN 1852-20137,No,No,No
2862,1885,IQH,[Robert Grandy],5/27/1994 12:00:00 AM,8/4/1994 12:00:00 AM,<blank>,,,,,,,0.0,0.0,3805,<blank>,IQH - 7-ELEVEN 1852-21823,No,No,No
2863,1886,KFL,[Bruce Hagans],10/1/1997 12:00:00 AM,11/19/1997 12:00:00 AM,Int. CO Files to UST,,,,,,,0.0,0.0,3807,< RCL/MCL,KFL - 7-ELEVEN 1851-22567,No,No,No
2864,3949,LEV,UST,4/20/2000 12:00:00 AM,4/25/2000 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,3807,UST NFA,LEV - 7-ELEVEN 1851-22567,No,No,No
2865,1887,HRI,[Dale Urban],7/7/1992 12:00:00 AM,4/17/1995 12:00:00 AM,<blank>,12,NW,,,,,0.0,0.0,3808,<blank>,HRI - 7-ELEVEN 1852-22805,No,No,No
2866,5071,MQQ,UST,6/16/2010 12:00:00 AM,6/28/2010 12:00:00 AM,< ISL,,,,0.0,0.0,,0.0,0.0,3809,UST NFA,MQQ - 7-ELEVEN 1851-19154,No,No,No
2867,1888,HPE,[Bruce Hagans],6/16/1992 12:00:00 AM,7/10/1996 12:00:00 AM,<blank>,,,,,,Ineligible (0),0.0,0.0,3810,Tier 1 Worksheet,HPE - 7-ELEVEN 1852-22884,No,No,No
2868,1889,IID,[Rocky Stonestreet],10/20/1993 12:00:00 AM,2/3/1994 12:00:00 AM,Int. CO Files to UST,,,,,,,0.0,0.0,3811,<blank>,IID - 7-ELEVEN 1852-22933,No,No,No
2869,1890,JDK,Hong-Lei Tao,9/28/1995 12:00:00 AM,3/1/2002 12:00:00 AM,> Tier 1,3.81 to 5.12',SW,,0.0,0.0,Eligible (100),100.0,10000.0,3811,Tier 1 Worksheet w/ Supp. Info,JDK - 7-ELEVEN 1852-22933,No,No,No
2870,1891,JRG,[Bruce Hagans],8/8/1996 12:00:00 AM,1/6/1997 12:00:00 AM,Int. CO Files to UST,,,,,,,0.0,0.0,3811,Internal Closeout Memo,JRG - 7-ELEVEN 1852-22933,No,No,No
2871,4224,LOO,Hong-Lei Tao,7/11/2002 12:00:00 AM,11/22/2002 12:00:00 AM,< Tier 1,,,,0.0,0.0,,0.0,0.0,3811,Tier 1 Worksheet w/ Supp. Info,LOO - 7-ELEVEN 1852-22933,No,No,No
2872,5048,MPU,[J.D. Keetley],4/19/2010 12:00:00 AM,2/24/2011 12:00:00 AM,< MCL, 71' (USGS Well #11),,,12.0,0.0,Eligible (100),100.0,10000.0,3812,Tier 1 Worksheet,MPU - 7-ELEVEN 1852-22965,No,No,No
2873,1892,KHN,[Doug Hansen],11/25/1997 12:00:00 AM,10/2/2000 12:00:00 AM,> Tier 1,71,N,NW,,,Eligible (100),100.0,10000.0,3812,Tier 2 Worksheet,KHN - 7-ELEVEN 1852-22965,No,No,No
2874,5621,NLV,UST,11/8/2016 12:00:00 AM,11/29/2016 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,3813,UST NFA,NLV - 7-ELEVEN 1852-22967,No,No,No
2875,1893,KDO,[Bruce Hagans],7/23/1997 12:00:00 AM,1/21/2003 12:00:00 AM,< Tier 1,35-50 FT,NW,,563.0,323000.0,Eligible (100),100.0,10000.0,3813,Tier 1 Worksheet w/ Supp. Info,KDO - 7-ELEVEN 1852-22967,No,No,No
2876,1894,GVS,[Mike Pfeiffer],6/7/1991 12:00:00 AM,4/23/1992 12:00:00 AM,<blank>,,,,264.0,,,,,3814,<blank>,GVS - GLADE JAMES,No,No,No
2877,5679,NOD,UST,6/1/2017 12:00:00 AM,6/15/2017 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,3815,UST NFA,NOD - 7-ELEVEN 1852-23746,No,No,No
2878,3536,KPU,UST,8/24/1998 12:00:00 AM,8/28/1998 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,3815,UST NFA,KPU - 7-ELEVEN 1852-23746,No,No,No
2879,3799,KZQ,Hong-Lei Tao,7/28/1999 12:00:00 AM,12/14/2001 12:00:00 AM,Internal Close-out,,,,0.0,0.0,,0.0,0.0,3815,Internal Closeout Memo,KZQ - 7-ELEVEN 1852-23746,No,No,No
2880,5630,NMF,UST,6/11/2015 12:00:00 AM,12/6/2016 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,3817,UST NFA,NMF - 7-ELEVEN 1852-23901,No,No,No
2881,1895,JDJ,[Doug Hansen],9/27/1995 12:00:00 AM,7/13/2004 12:00:00 AM,> Tier 1,12',N,NW,200.0,150000.0,Eligible (100),100.0,10000.0,3818,Tier 1 Worksheet w/ Supp. Info,JDJ - 7-ELEVEN 1851-23926,No,No,No
2882,5069,MQO,UST,6/14/2010 12:00:00 AM,6/28/2010 12:00:00 AM,< ISL,,,,0.0,0.0,,0.0,0.0,3818,UST NFA,MQO - 7-ELEVEN 1851-23926,No,No,No
2883,1896,JZZ,[Doug Hansen],4/22/1997 12:00:00 AM,8/2/2004 12:00:00 AM,< Tier 1,12',NE,E,,,Eligible (100),100.0,10000.0,3820,Tier 1 Worksheet w/ Supp. Info,JZZ - 7-ELEVEN 1851-25791,No,No,No
2884,5156,MTR,Michael Pecorelli,4/7/2011 12:00:00 AM,12/14/2015 12:00:00 AM,< Tier 1,50,W,,0.0,0.0,Eligible (100),100.0,10000.0,3822,Tier 1 Worksheet w/ Supp. Info,MTR - 7-ELEVEN 1852-25948,No,No,No
2885,5095,MRL,Kevin Beery,8/11/2010 12:00:00 AM,11/21/2012 12:00:00 AM,< ISL,37.5,NW,,0.0,0.0,Eligible (100),100.0,10000.0,3823,Tier 1 Worksheet w/ Supp. Info,MRL - 7-ELEVEN 1852-26357,No,No,No
2886,5298,MZD,UST,11/8/2012 12:00:00 AM,11/20/2012 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,3824,UST NFA,MZD - 7-ELEVEN 1851-21132,No,No,No
2887,1897,KCZ,[Doug Hansen],7/8/1997 12:00:00 AM,8/21/2000 12:00:00 AM,< Tier 1,~20ft,NW,,,,,,,3824,Tier 1 Worksheet,KCZ - 7-ELEVEN 1851-21132,No,No,No
2888,4648,MCA,Kevin Beery,5/18/2006 12:00:00 AM,6/5/2013 12:00:00 AM,> Tier 1,9-10,NW,SW,,0.0,Eligible (100),100.0,10000.0,3825,Tier 1 Worksheet w/ Supp. Info,MCA - 7-ELEVEN 1851-22796,No,No,No
2889,3830,LAX,Hong-Lei Tao,8/18/1999 12:00:00 AM,5/21/2001 12:00:00 AM,Internal Close-out,,,,0.0,0.0,,0.0,0.0,3826,Internal Closeout Memo,LAX - 7-ELEVEN 1851-23845,No,No,No
2890,5616,NLQ,Lauran Ortman,10/14/2016 12:00:00 AM,3/21/2017 12:00:00 AM,> Tier 1,7,W,,0.0,0.0,Eligible (100),100.0,10000.0,3828,Tier 1 Worksheet w/ Supp. Info,NLQ - 7-ELEVEN 1851-24573,No,No,No
2891,1899,FCS,[Shelly Quick],2/13/1989 12:00:00 AM,12/18/1990 12:00:00 AM,<blank>,,,,,,,,,3828,<blank>,FCS - 7-ELEVEN 1851-24573,No,No,No
2892,3796,KZR,Michael Pecorelli,7/28/1999 12:00:00 AM,3/26/2012 12:00:00 AM,> Tier 1,6-10 feet,SE,NW,0.0,0.0,Eligible (100),100.0,10000.0,3828,Tier 1 Worksheet w/ Supp. Info,KZR - 7-ELEVEN 1851-24573,No,No,No
2893,1900,JBO,Kevin Beery,8/17/1995 12:00:00 AM,5/11/2009 12:00:00 AM,> Tier 1,6-8.5',N,NW,,,Eligible (100),100.0,10000.0,3829,Tier 1 Worksheet w/ Supp. Info,JBO - 7-ELEVEN 1851-25116,Yes,No,No
2894,3822,LAN,[DeAnn Rasmussen],8/18/1999 12:00:00 AM,5/20/2003 12:00:00 AM,Int. CO Files to UST,,,,0.0,0.0,,0.0,0.0,3829,Internal Closeout Memo,LAN - 7-ELEVEN 1851-25116,No,No,No
2895,5044,MPQ,Kevin Beery,3/31/2010 12:00:00 AM,12/28/2015 12:00:00 AM,> Tier 1,8-9,N,NW,0.0,0.0,Eligible (100),100.0,10000.0,3829,Tier 1 Worksheet w/ Supp. Info,MPQ - 7-ELEVEN 1851-25116,No,No,No
2896,4174,LMU,[Bruce Hagans],1/15/2002 12:00:00 AM,5/8/2008 12:00:00 AM,> Tier 1,~6-7 feet,N,NE,0.0,600.0,Eligible (100),100.0,10000.0,3830,Tier 1 Worksheet w/ Supp. Info,LMU - 7-ELEVEN 1851-25587,Yes,No,No
2897,1901,ILX,[Bruce Hagans],2/9/1994 12:00:00 AM,10/2/2006 12:00:00 AM,< Tier 1,6.0,N,NW,,1262250.0,Eligible (100),100.0,25000.0,3831,Tier 1 Worksheet w/ Supp. Info,ILX - 7-ELEVEN 1851-12965,No,No,No
2898,4178,LMX,[Bruce Hagans],1/16/2002 12:00:00 AM,10/2/2006 12:00:00 AM,< Tier 1,8.0,N,NW,1123.0,13000.0,Eligible (100),100.0,10000.0,3831,Tier 1 Worksheet w/ Supp. Info,LMX - 7-ELEVEN 1851-12965,No,No,No
2899,1902,HXE,[Bruce Hagans],2/3/1993 12:00:00 AM,4/5/1997 12:00:00 AM,<blank>,8',SW,,,,Eligible (100),100.0,25000.0,3832,Closeout Checklist,HXE - 7-ELEVEN 1851-15146,No,No,No
2900,1903,HWO,[Kate Johnson],11/2/1992 12:00:00 AM,5/18/1995 12:00:00 AM,<blank>,6',NW,,,,Eligible (100),100.0,25000.0,3833,<blank>,HWO - 7-ELEVEN 1852-17431,No,No,No
2901,1904,KAZ,[Robin Davis],5/21/1997 12:00:00 AM,7/25/2007 12:00:00 AM,< Tier 1,7.5 - 10 ft,SW,,,,Eligible (100),100.0,10000.0,3834,Tier 1 Worksheet w/ Supp. Info,KAZ - 7-ELEVEN 1851-21858,No,No,No
2902,5223,MWF,Kevin Beery,11/16/2011 12:00:00 AM,9/20/2013 12:00:00 AM,< Tier 1,8,W,,0.0,0.0,Eligible (100),100.0,10000.0,3834,Tier 1 Worksheet w/ Supp. Info,MWF - 7-ELEVEN 1851-21858,No,No,No
2903,1905,KGY,[Doug Hansen],11/14/1997 12:00:00 AM,7/19/2004 12:00:00 AM,< Tier 1,5',NW,W,1500.0,1000000.0,Eligible (100),100.0,10000.0,3835,Tier 1 Worksheet,KGY - 7-ELEVEN 1852-22232,No,No,No
2904,5232,MWO,Hong-Lei Tao,1/4/2012 12:00:00 AM,12/10/2013 12:00:00 AM,< ISL,>25',,,0.0,0.0,Eligible (100),100.0,10000.0,3836,Tier 1 Worksheet,MWO - 7-ELEVEN 1852-22811,No,No,No
2905,1906,JDG,[Bruce Hagans],9/21/1995 12:00:00 AM,8/26/1998 12:00:00 AM,> Tier 1,,NW,,,,Eligible (100),100.0,10000.0,3836,Closeout Checklist,JDG - 7-ELEVEN 1852-22811,No,No,No
2906,1909,IWZ,Michael Pecorelli,4/13/1995 12:00:00 AM,12/20/2017 12:00:00 AM,> Tier 1,9-11,NW,,,,Eligible (100),100.0,10000.0,3837,Tier 1 Worksheet w/ Supp. Info,IWZ - 7-ELEVEN 1851-23099,No,No,No
2907,5776,NRW,UST,7/2/2018 12:00:00 AM,7/25/2018 12:00:00 AM,< ISL,,,,0.0,0.0,,,0.0,3837,UST NFA,NRW - 7-ELEVEN 1851-23099,No,No,No
2908,3578,KRL,[Doug Hansen],10/15/1998 12:00:00 AM,1/25/1999 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,,0.0,0.0,3838,Tier 1 Worksheet,KRL - TOP STOP C-33 CONVENIENCE,No,No,No
2909,1910,JGM,UST,11/13/1995 12:00:00 AM,12/5/1995 12:00:00 AM,< RCL/MCL,,,,,,,,,3839,UST NFA,JGM - 7-ELEVEN 1852-23387,No,No,No
2910,4646,MBY,Hong-Lei Tao,5/17/2006 12:00:00 AM,2/8/2018 12:00:00 AM,< Tier 1,9-12,SW,NW,0.0,0.0,Eligible (100),100.0,10000.0,3839,Tier 1 Worksheet,MBY - 7-ELEVEN 1852-23387,No,No,No
2911,4735,MFE,Hong-Lei Tao,3/2/2007 12:00:00 AM,7/10/2007 12:00:00 AM,Int. CO Files to UST,,,,0.0,0.0,,0.0,0.0,3839,Internal Closeout Memo,MFE - 7-ELEVEN 1852-23387,No,No,No
2912,4796,MHI,[Dale Urban],8/24/2007 12:00:00 AM,9/19/2007 12:00:00 AM,Int. CO Files to UST,,,,20.0,0.0,,0.0,0.0,3839,Internal Closeout Memo,MHI - 7-ELEVEN 1852-23387,No,No,No
2913,4952,MMU,Hong-Lei Tao,6/8/2009 12:00:00 AM,2/8/2018 12:00:00 AM,< Tier 1,9-12,SW,NW,0.0,0.0,Eligible (100),100.0,10000.0,3839,Tier 1 Worksheet,MMU - 7-ELEVEN 1852-23387,No,No,No
2914,5871,NVP,Molly Parker,10/22/2019 12:00:00 AM,3/18/2021 12:00:00 AM,< Tier 1,10.74-11.70',SW,,0.0,0.0,Eligible (100),100.0,10000.0,3840,Tier 1 Worksheet,NVP - 7-ELEVEN 1852-23850,No,No,No
2915,1911,KAV,[Doug Hansen],5/16/1997 12:00:00 AM,1/31/2007 12:00:00 AM,< Tier 1,10',N,NW,3500.0,,Eligible (100),100.0,10000.0,3840,Tier 1 Worksheet,KAV - 7-ELEVEN 1852-23850,No,No,No
2916,5300,MZF,Michael Pecorelli,10/24/2012 12:00:00 AM,2/18/2015 12:00:00 AM,> Tier 1,4.5,NW,,0.0,0.0,Eligible (100),100.0,10000.0,3841,Tier 1 Worksheet w/ Supp. Info,MZF - 7-ELEVEN 1851-25117,No,No,No
2917,5046,MPS,Michael Pecorelli,4/7/2010 12:00:00 AM,2/18/2015 12:00:00 AM,> Tier 1,4.5 feet,NW,,0.0,0.0,Eligible (100),100.0,10000.0,3841,Tier 1 Worksheet w/ Supp. Info,MPS - 7-ELEVEN 1851-25117,No,No,No
2918,1912,IJS,[Evan Sullivan],12/6/1993 12:00:00 AM,10/7/1994 12:00:00 AM,<blank>,5',NW,,,,,0.0,0.0,3841,<blank>,IJS - 7-ELEVEN 1851-25117,No,No,No
2919,1913,JAT,[DeAnn Rasmussen],6/13/1995 12:00:00 AM,6/18/1999 12:00:00 AM,< Tier 1,5ft,NW,,,,Eligible (100),100.0,10000.0,3841,Tier 1 Worksheet w/ Supp. Info,JAT - 7-ELEVEN 1851-25117,No,No,No
2920,4728,MEY,[Doug Hansen],1/31/2007 12:00:00 AM,6/25/2008 12:00:00 AM,> Tier 1,7',NW,,0.0,0.0,Eligible (100),100.0,10000.0,3841,Tier 1 Worksheet w/ Supp. Info,MEY - 7-ELEVEN 1851-25117,No,No,No
2921,1914,JRP,[Bruce Hagans],8/16/1996 12:00:00 AM,2/3/1998 12:00:00 AM,> Tier 1,,,,,,Eligible (100),100.0,10000.0,3842,Tier 2 Worksheet,JRP - 7-ELEVEN 1852-25534,No,No,No
2922,1915,KHR,[John Menatti],11/7/1997 12:00:00 AM,4/12/2001 12:00:00 AM,> Tier 1,15 feet,NW,,,,,,,3842,Tier 1 Worksheet w/ Supp. Info,KHR - 7-ELEVEN 1852-25534,No,No,No
2923,4226,LOQ,Hong-Lei Tao,7/12/2002 12:00:00 AM,10/4/2002 12:00:00 AM,< Tier 1,,,,0.0,0.0,,0.0,0.0,3842,Tier 1 Worksheet w/ Supp. Info,LOQ - 7-ELEVEN 1852-25534,No,No,No
2924,5639,NMO,Lauran Ortman,1/2/2017 12:00:00 AM,8/2/2017 12:00:00 AM,< Tier 1,20,NE,,0.0,0.0,Eligible (100),100.0,10000.0,3843,Tier 1 Worksheet,NMO - 7-ELEVEN 1851-26718,No,No,No
2925,4267,LQB,Michael Pecorelli,10/7/2002 12:00:00 AM,7/14/2003 12:00:00 AM,< RCL/MCL,21-22 ft,N,NW,0.0,0.0,Eligible (100),100.0,10000.0,3843,Tier 1 Worksheet,LQB - 7-ELEVEN 1851-26718,No,No,No
2926,6164,OHB,UST,2/3/2023 12:00:00 AM,2/17/2023 12:00:00 AM,Int. CO Files to UST,,,,0.0,0.0,,0.0,0.0,3843,UST NFA,OHB - 7-ELEVEN 1851-26718,No,No,No
2927,5123,MSK,Hong-Lei Tao,10/26/2010 12:00:00 AM,6/22/2011 12:00:00 AM,< RCL/MCL,,,,0.0,0.0,Eligible (100),100.0,10000.0,3844,Tier 1 Worksheet,MSK - 7-ELEVEN 1851-25424,No,No,No
2928,5149,MTK,Hong-Lei Tao,3/17/2011 12:00:00 AM,12/18/2013 12:00:00 AM,< ISL,>20 ft,,,0.0,0.0,Eligible (100),100.0,10000.0,3844,Tier 1 Worksheet,MTK - 7-ELEVEN 1851-25424,No,No,No
2929,5564,NJP,Kevin Beery,3/24/2016 12:00:00 AM,5/27/2016 12:00:00 AM,< ISL,,,,0.0,0.0,Eligible (100),100.0,10000.0,3845,Internal Closeout Memo,NJP - 7-ELEVEN 1852-25760,No,No,No
2930,1916,JDC,[Doug Hansen],9/13/1995 12:00:00 AM,4/8/1998 12:00:00 AM,< Tier 1,~9ft,NW,,,,Eligible (100),100.0,10000.0,3845,Tier 1 Worksheet,JDC - 7-ELEVEN 1852-25760,No,No,No
2931,5065,MQK,Hong-Lei Tao,6/22/2010 12:00:00 AM,9/9/2010 12:00:00 AM,< Tier 1,10,NW,,0.0,0.0,,0.0,0.0,3845,Tier 1 Worksheet w/ Supp. Info,MQK - 7-ELEVEN 1852-25760,No,No,No
2932,5238,MWU,Michael Pecorelli,2/21/2012 12:00:00 AM,9/20/2012 12:00:00 AM,< ISL,9,NW,,0.0,0.0,,,0.0,3845,Internal Closeout Memo,MWU - 7-ELEVEN 1852-25760,No,No,No
2933,5337,NAR,[Robin Davis],5/16/2013 12:00:00 AM,3/18/2014 12:00:00 AM,< ISL,9,NW,,0.0,0.0,Eligible (100),100.0,10000.0,3845,Tier 1 Worksheet w/ Supp. Info,NAR - 7-ELEVEN 1852-25760,No,No,No
2936,5294,MYZ,Michael Pecorelli,10/12/2012 12:00:00 AM,9/20/2013 12:00:00 AM,< Tier 1,11 ft bgs,W,,0.0,0.0,Eligible (100),100.0,10000.0,3847,Tier 1 Worksheet,MYZ - 7-ELEVEN 1851-26282,No,No,No
2937,6089,OEC,Hong-Lei Tao,5/3/2022 12:00:00 AM,10/19/2022 12:00:00 AM,< Tier 1,,,,0.0,0.0,,0.0,0.0,3847,Tier 1 Worksheet,OEC - 7-ELEVEN 1851-26282,No,No,No
2938,4732,MFC,Kevin Beery,2/20/2007 12:00:00 AM,3/4/2008 12:00:00 AM,< RCL/MCL,14,W,W,0.0,0.0,,0.0,0.0,3848,Tier 1 Worksheet w/ Supp. Info,MFC - 7-ELEVEN 1851-26591,No,No,No
2939,5153,MTO,Michael Pecorelli,3/29/2011 12:00:00 AM,7/23/2012 12:00:00 AM,< Tier 1,14,W,,0.0,0.0,Eligible (100),100.0,10000.0,3848,Tier 1 Worksheet,MTO - 7-ELEVEN 1851-26591,No,No,No
2940,4454,LVU,Michael Pecorelli,4/7/2004 12:00:00 AM,1/26/2010 12:00:00 AM,< Tier 1,7.5-10 ft bgs,N,,0.0,0.0,Eligible (100),100.0,10000.0,3849,Tier 1 Worksheet,LVU - 7-ELEVEN 1851-26836,No,No,No
2941,1918,FGV,[Robert Ford],9/5/1989 12:00:00 AM,4/27/1990 12:00:00 AM,<blank>,,,,,,,,,3850,<blank>,FGV - VALLEY WEST U-HAUL CTR.,No,No,No
2942,4286,LQS,Hong-Lei Tao,12/30/2002 12:00:00 AM,2/12/2018 12:00:00 AM,< Tier 1,7,S,SW,0.0,0.0,Eligible (100),100.0,10000.0,3851,Tier 1 Worksheet,LQS - 7-ELEVEN 1851-26999,No,No,No
2943,4530,LYB,Hong-Lei Tao,1/21/2005 12:00:00 AM,10/10/2009 12:00:00 AM,< Tier 1,,,,0.0,0.0,Eligible (100),100.0,10000.0,3851,Tier 1 Worksheet,LYB - 7-ELEVEN 1851-26999,No,No,No
