FacilityID,TankID,TankName,TankLocation,TankStatus,FederallyRegulated,FieldConstructed,EmergencyGenerator,AirportHydrantSystem,MultipleTanks,TankClosureDate,TankInstallationDate,CompartmentalizedUST,NumberOfCompartments,TankMaterialDescription,TankCorrosionProtectionSacrificialAnode,TankCorrosionProtectionImpressedCurrent,TankCorrosionProtectionCathodicNotRequired,TankCorrosionProtectionInteriorLining,TankCorrosionProtectionOther,TankCorrosionProtectionUnknown,TankSecondaryContainment,CertOfInstallation,CertOfInstallationOther,DispenserID,DispenserUDC,DispenserUDCWallType
3-000589,5206,8,Underground,Closed in Place,Yes,No,No,No,No,1987-12-20,1969-07-28,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000589,5205,9,Underground,Removed,Yes,No,No,No,No,1994-10-11,1975-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000591,5215,1,Underground,Removed,Yes,No,No,No,No,1991-10-28,1966-01-16,No,1,Asphalt Coated or Bare Steel,No,No,Yes,Yes,No,No,No,No,,,,
3-000591,5216,2,Underground,Removed,Yes,No,Yes,No,No,2007-01-19,1992-01-28,No,1,Cathodically Protected Steel,No,No,Yes,No,No,No,Yes,No,,,,
3-000592,5217,1,Underground,Closed in Place,Yes,No,No,No,No,1991-04-30,1966-01-16,No,1,Asphalt Coated or Bare Steel,No,No,Yes,Yes,No,No,No,No,,,,
3-000593,5221,2,Underground,Removed,Yes,No,No,No,No,1991-10-28,1966-01-16,No,1,Asphalt Coated or Bare Steel,No,No,Yes,Yes,No,No,No,No,,,,
3-000593,5219,3,Underground,Removed,Yes,No,Yes,No,No,2020-05-20,1991-05-15,No,1,Cathodically Protected Steel,No,No,Yes,No,No,No,Yes,No,,,,
3-000594,5223,3,Underground,Removed,Yes,No,No,No,No,1991-08-08,1966-01-16,No,1,Not Listed,No,No,Yes,Yes,No,No,No,No,,,,
3-000594,5222,4,Underground,Removed,Yes,No,No,No,No,1991-08-08,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000594,5226,6,Underground,Closed in Place,Yes,No,No,No,No,2001-07-02,1992-11-06,No,1,Cathodically Protected Steel,No,No,Yes,No,No,No,Yes,No,,,,
3-000595,5229,1,Underground,Removed,Yes,No,No,No,No,1994-01-01,1973-01-15,No,1,Asphalt Coated or Bare Steel,No,No,Yes,Yes,No,No,No,No,,,,
3-000595,5227,2,Underground,Removed,Yes,No,No,No,No,,1973-01-15,No,1,Asphalt Coated or Bare Steel,No,No,Yes,Yes,No,No,No,No,,,,
3-000595,5228,3,Underground,Removed,Yes,No,No,No,No,1994-01-01,1984-01-16,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,No,No,,,,
3-000596,5231,3,Underground,Removed,Yes,No,No,No,No,,1973-01-14,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000596,5230,5,Underground,Removed,Yes,No,No,No,No,1989-05-01,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000596,5235,6,Underground,Removed,Yes,No,No,No,No,,1966-01-14,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000597,5237,1,Underground,Removed,Yes,No,No,No,No,1989-09-12,1984-01-10,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000597,5238,2,Underground,Removed,Yes,No,Yes,No,No,1997-11-26,1950-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000598,5239,1,Underground,Closed in Place,Yes,No,Yes,No,No,2009-09-30,1981-01-01,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,No,No,,,,
3-000599,5240,2,Underground,Removed,Yes,No,No,No,No,2000-02-24,1983-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000600,5241,1,Underground,Removed,Yes,No,No,No,No,2000-02-17,1985-01-01,No,1,Epoxy Coated Steel,No,No,Yes,No,No,No,No,No,,,,
3-000601,5242,1,Underground,Removed,Yes,No,No,No,No,2009-07-21,1983-01-01,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,No,No,,,,
3-000601,5243,2,Underground,Removed,Yes,No,No,No,No,2009-07-21,1983-01-01,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,No,No,,,,
3-000602,5244,1,Underground,Removed,Yes,No,No,No,No,1989-11-01,1984-01-01,No,1,Epoxy Coated Steel,No,No,Yes,No,No,No,No,No,,,,
3-000603,5245,1,Underground,Closed in Place,Yes,No,No,No,No,2007-10-18,1974-01-01,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,No,No,,,,
3-000604,5246,1,Underground,Removed,Yes,No,No,No,No,1998-09-14,1976-01-01,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,No,No,,,,
3-000605,5247,1,Underground,Removed,Yes,No,No,No,No,2000-02-04,1974-01-01,No,1,Cathodically Protected Steel,Yes,No,No,No,No,No,No,No,,,,
3-000606,5248,1,Underground,Removed,Yes,No,No,No,No,1999-03-11,1973-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000607,5249,1,Underground,Removed,Yes,No,No,No,No,1987-01-01,1973-01-07,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000607,5250,2,Underground,Removed,Yes,No,No,No,No,1987-01-01,1973-01-07,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000608,5251,1,Underground,Removed,Yes,No,No,No,No,2000-02-07,1985-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000609,5252,1,Underground,Removed,Yes,No,No,No,No,1996-08-05,1968-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000609,5253,2,Underground,Removed,Yes,No,No,No,No,1996-08-05,1968-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000609,5254,3,Underground,Removed,Yes,No,No,No,No,1996-08-06,1968-01-08,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000609,5256,5,Underground,Removed,Yes,No,No,No,No,1996-08-07,1968-01-08,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000609,5257,6,Underground,Removed,Yes,No,No,No,No,1998-09-25,1968-01-08,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000610,5262,1,Underground,Removed,Yes,No,No,No,No,2004-02-18,1978-01-01,No,1,Steel (Unprotected),No,No,Yes,No,No,No,No,No,,,,
3-000610,5263,2,Underground,Removed,Yes,No,No,No,No,2004-02-18,1978-01-01,No,1,Steel (Unprotected),No,No,Yes,No,No,No,No,No,,,,
3-000610,5260,3,Underground,Removed,Yes,No,No,No,No,2004-02-18,1978-01-01,No,1,Steel (Unprotected),No,No,Yes,No,No,No,No,No,,,,
3-000610,5261,4,Underground,Removed,Yes,No,No,No,No,2004-02-18,1978-01-01,No,1,Steel (Unprotected),No,No,Yes,No,No,No,No,No,,,,
3-000610,5259,5,Underground,Removed,Yes,No,No,No,No,1998-10-16,1978-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000611,5266,1,Underground,Removed,Yes,No,No,No,No,2004-05-05,1977-01-01,No,1,Cathodically Protected Steel,No,Yes,No,No,No,No,No,No,,,,
3-000611,5267,2,Underground,Removed,Yes,No,No,No,No,2004-05-05,1977-01-01,No,1,Cathodically Protected Steel,No,Yes,No,No,No,No,No,No,,,,
3-000611,12468,5,Underground,Removed,Yes,No,No,No,No,2007-10-04,1977-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000612,5270,1,Underground,Removed,Yes,No,No,No,No,1990-09-28,1978-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000613,5271,1,Underground,Removed,Yes,No,No,No,No,1992-10-01,1977-11-20,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000613,5272,2,Underground,Removed,Yes,No,No,No,No,2011-03-21,1992-11-09,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,No,No,,,,
3-000614,5273,1,Underground,Removed,Yes,No,No,No,No,1996-08-13,1982-01-01,No,1,Epoxy Coated Steel,No,No,Yes,No,No,No,No,No,,,,
3-000614,5274,2,Underground,Removed,Yes,No,No,No,No,1996-08-13,1982-01-01,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,No,No,,,,
3-000615,5275,1,Underground,Removed,Yes,No,No,No,No,1996-12-19,1967-12-05,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000615,5276,2,Underground,Closed in Place,Yes,No,No,No,No,1996-12-19,1967-12-05,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000615,5277,3,Underground,Removed,Yes,No,No,No,No,1996-12-19,1977-12-04,No,1,Epoxy Coated Steel,No,No,Yes,No,No,No,No,No,,,,
3-000615,5278,4,Underground,Removed,Yes,No,No,No,No,1998-12-01,1980-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000615,5279,5,Underground,In Service,Yes,No,No,No,No,,1996-11-15,Yes,2,Composite (Steel w/ FRP),No,No,Yes,No,No,No,No,Implementing Agency,,,,
3-000615,5281,7,Underground,In Service,Yes,No,No,No,No,,1996-11-15,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,Implementing Agency,,,,
3-000616,5282,1,Underground,Removed,Yes,No,No,No,No,1987-08-18,1983-12-19,No,1,Cathodically Protected Steel,Yes,No,No,No,No,No,No,No,,,,
3-000616,5283,2,Underground,Removed,Yes,No,No,No,No,1987-08-18,1977-12-18,No,1,Asphalt Coated or Bare Steel,No,No,Yes,Yes,No,No,No,No,,,,
3-000616,5284,3,Underground,Removed,Yes,No,No,No,No,1987-08-18,1977-12-18,No,1,Cathodically Protected Steel,Yes,No,No,No,No,No,No,No,,,,
3-000616,5285,4,Underground,Removed,Yes,No,No,No,No,1987-08-18,1967-12-19,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000617,5288,1,Underground,Removed,Yes,No,No,No,No,1999-06-25,1974-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000617,5286,2,Underground,Removed,Yes,No,No,No,No,1999-06-25,1990-08-13,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,No,No,,,,
3-000617,5287,3,Underground,Removed,Yes,No,No,No,No,1999-06-25,1990-08-13,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,No,No,,,,
3-000619,5290,2,Underground,Removed,Yes,No,No,No,No,1995-08-16,1973-01-13,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000619,5291,3,Underground,Removed,Yes,No,No,No,No,1995-08-16,1973-01-13,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000619,5292,4,Underground,Removed,Yes,No,No,No,No,1995-08-16,1973-01-13,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000620,5293,1,Underground,Removed,Yes,No,No,No,No,1987-09-01,1966-01-10,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000620,5294,2,Underground,Removed,Yes,No,No,No,No,1987-09-01,1966-01-10,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000621,5295,1,Underground,Removed,Yes,No,No,No,No,1991-11-21,1977-11-04,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000621,5296,2,Underground,Removed,Yes,No,No,No,No,1991-11-21,1977-11-04,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000622,5297,2,Underground,Closed in Place,Yes,No,No,No,No,1994-04-01,1972-11-19,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000624,5306,1,Underground,Closed in Place,Yes,No,No,No,No,1995-12-27,1980-04-08,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000624,5307,2,Underground,Removed,Yes,No,No,No,No,1990-01-01,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000625,5308,1,Underground,Removed,Yes,No,No,No,No,1988-07-26,1978-01-02,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000627,5310,1,Underground,Removed,Yes,No,No,No,No,1992-05-15,1968-01-11,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000627,5311,2,Underground,Removed,Yes,No,No,No,No,1992-05-15,1968-01-11,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000627,5312,3,Underground,Removed,Yes,No,No,No,No,1992-05-15,1968-01-11,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000628,5314,3,Underground,Removed,Yes,No,No,No,No,1990-03-08,1978-02-06,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000629,5316,1,Underground,Removed,Yes,No,No,No,No,1992-01-07,1979-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,Yes,No,No,No,No,,,,
3-000630,5317,1,Underground,Removed,Yes,No,No,No,No,1988-09-01,1978-01-11,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000631,5318,1,Underground,Removed,Yes,No,No,No,No,1989-09-07,1966-04-28,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000632,5322,1,Underground,Removed,Yes,No,No,No,No,1995-05-08,1968-04-28,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000632,5323,2,Underground,Removed,Yes,No,No,No,No,1995-05-08,1968-04-28,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000633,5324,1,Underground,Removed,Yes,No,No,No,No,1990-01-01,1973-01-22,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000634,5325,1,Underground,Removed,Yes,No,No,No,No,1994-04-18,1971-01-01,No,1,Cathodically Protected Steel,Yes,No,No,No,No,No,No,No,,,,
3-000635,5327,1,Underground,Removed,Yes,No,No,No,No,1991-09-06,1966-01-15,No,1,Asphalt Coated or Bare Steel,No,No,Yes,Yes,No,No,No,No,,,,
3-000635,5328,2,Underground,Removed,Yes,No,No,No,No,1991-09-06,1984-01-16,No,1,Asphalt Coated or Bare Steel,No,No,Yes,Yes,No,No,No,No,,,,
3-000635,5326,3,Underground,Removed,Yes,No,No,No,No,1991-09-06,1984-01-16,No,1,Asphalt Coated or Bare Steel,No,No,Yes,Yes,No,No,No,No,,,,
3-000635,5329,4,Underground,Removed,Yes,No,No,No,No,1991-09-06,1984-01-16,No,1,Asphalt Coated or Bare Steel,No,No,Yes,Yes,No,No,No,No,,,,
3-000635,5330,5,Underground,Removed,Yes,No,No,No,No,1991-09-06,1984-01-16,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000635,5331,6,Underground,Removed,Yes,No,No,No,No,1991-09-06,1973-01-15,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000636,5336,1,Underground,Closed in Place,Yes,No,No,No,No,1996-01-03,1984-02-01,No,1,Epoxy Coated Steel,No,No,Yes,No,No,No,No,No,,,,
3-000636,5337,2,Underground,Closed in Place,Yes,No,No,No,No,1996-01-03,1984-02-01,No,1,Epoxy Coated Steel,No,No,Yes,No,No,No,No,No,,,,
3-000636,5334,3,Underground,Closed in Place,Yes,No,No,No,No,1996-01-03,1984-02-01,No,1,Epoxy Coated Steel,No,No,Yes,No,No,No,No,No,,,,
3-000636,5335,4,Underground,Closed in Place,Yes,No,No,No,No,1996-01-03,1984-02-01,No,1,Epoxy Coated Steel,No,No,Yes,No,No,No,No,No,,,,
3-000636,5333,5,Underground,Closed in Place,Yes,No,No,No,No,1996-01-03,1984-02-01,No,1,Epoxy Coated Steel,No,No,Yes,No,No,No,No,No,,,,
3-000636,5332,6,Underground,Closed in Place,Yes,No,No,No,No,1996-01-03,1984-02-01,No,1,Epoxy Coated Steel,No,No,Yes,No,No,No,No,No,,,,
3-000639,5340,1,Underground,Removed,Yes,No,No,No,No,,1966-03-12,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000640,5343,1,Underground,Removed,Yes,No,No,No,No,1987-10-10,1978-02-01,No,1,Epoxy Coated Steel,No,No,Yes,No,No,No,No,No,,,,
3-000640,5342,2,Underground,Removed,Yes,No,No,No,No,1987-10-10,1978-02-01,No,1,Epoxy Coated Steel,No,No,Yes,No,No,No,No,No,,,,
3-000640,5341,3,Underground,Removed,Yes,No,No,No,No,1987-10-10,1973-02-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000640,5344,4,Underground,Removed,Yes,No,No,No,No,2000-02-01,,No,1,Epoxy Coated Steel,No,No,Yes,No,No,No,No,No,,,,
3-000640,5345,5,Underground,Removed,Yes,No,No,No,No,2000-02-01,,No,1,Epoxy Coated Steel,No,No,Yes,No,No,No,No,No,,,,
3-000640,5346,6,Underground,Removed,Yes,No,No,No,No,2000-02-01,,No,1,Epoxy Coated Steel,No,No,Yes,No,No,No,No,No,,,,
3-000641,5348,1,Underground,Removed,Yes,No,No,No,No,1988-11-09,1973-02-25,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000642,5351,4,Underground,Removed,Yes,No,No,No,No,1994-06-24,1966-03-22,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000642,5349,5,Underground,Removed,Yes,No,No,No,No,1994-06-28,1978-03-22,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000642,5350,6,Underground,Removed,Yes,No,No,No,No,1994-06-28,1973-03-22,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000643,5353,1,Underground,In Service,Yes,No,Yes,No,No,,1984-04-08,No,1,Composite (Steel w/ FRP),No,No,Yes,No,No,No,Yes,No,,,,
3-000643,5354,2,Underground,In Service,Yes,No,Yes,No,No,,1984-04-08,No,1,Composite (Steel w/ FRP),No,No,Yes,No,No,No,Yes,No,,,,
3-000643,12585,3,Underground,In Service,Yes,No,Yes,No,No,,2008-08-13,No,1,Composite (Steel w/ FRP),No,No,Yes,No,No,No,Yes,No,,,,
3-000643,12586,4,Underground,In Service,Yes,No,Yes,No,No,,2008-08-13,No,1,Composite (Steel w/ FRP),No,No,Yes,No,No,No,No,No,,,,
3-000645,5357,1,Underground,Removed,Yes,No,No,No,No,1993-11-23,1966-04-19,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000645,5356,2,Underground,Closed in Place,Yes,No,No,No,No,1993-11-23,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000646,5358,1,Underground,Removed,Yes,No,No,No,No,2006-03-06,1987-12-01,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,No,,,,
3-000646,5359,2,Underground,Removed,Yes,No,No,No,No,2006-03-07,1987-12-01,No,1,Fiberglass Reinforced Plastic,No,No,Yes,No,No,No,Yes,No,,,,
3-000647,5360,1,Underground,Removed,Yes,No,No,No,No,1997-09-08,1986-01-01,No,1,Epoxy Coated Steel,No,No,Yes,No,No,No,No,No,,,,
3-000647,5361,2,Underground,Closed in Place,Yes,No,No,No,No,1989-10-30,1968-04-17,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000648,5362,1,Underground,Removed,Yes,No,No,No,No,1995-08-15,1978-08-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000649,5363,1,Underground,Removed,Yes,No,No,No,No,1990-08-30,1978-05-07,No,1,Asphalt Coated or Bare Steel,No,No,Yes,Yes,No,No,No,No,,,,
3-000650,5366,3,Underground,Removed,Yes,No,No,No,No,1990-11-16,1968-04-21,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000651,5367,1,Underground,Closed in Place,Yes,No,No,No,No,1993-06-08,1966-01-09,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000651,14049,2,Underground,Closed in Place,Yes,No,No,No,No,,,No,1,Steel (Unprotected),No,No,Yes,No,No,No,No,No,,,,
3-000651,14050,3,Underground,Removed,Yes,No,No,No,No,,,No,1,Steel (Unprotected),No,No,Yes,No,No,No,No,No,,,,
3-000652,5368,1,Underground,Removed,Yes,No,No,No,No,1991-06-05,1969-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000653,5370,1,Underground,Removed,Yes,No,No,No,No,1993-08-26,1972-01-01,No,1,Cathodically Protected Steel,No,No,Yes,Yes,No,No,No,No,,,,
3-000653,5373,4,Underground,Removed,Yes,No,No,No,No,1993-08-26,1973-01-01,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000653,5374,5,Underground,Removed,Yes,No,No,No,No,1995-07-17,1965-01-01,No,1,Composite (Steel w/ FRP),No,No,Yes,No,No,No,No,No,,,,
3-000654,5375,1,Underground,Closed in Place,Yes,No,No,No,No,1989-12-10,1966-04-03,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000654,5376,2,Underground,Closed in Place,Yes,No,No,No,No,1989-12-10,1966-04-03,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000655,5380,4,Underground,Removed,Yes,No,No,No,No,1992-07-27,1970-03-16,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000655,5381,5,Underground,Removed,Yes,No,No,No,No,1992-07-27,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000656,5382,1,Underground,Closed in Place,Yes,No,No,No,No,1971-01-01,1965-02-26,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000656,5383,2,Underground,Closed in Place,Yes,No,No,No,No,,1965-02-26,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000658,5385,1,Underground,Removed,Yes,No,No,No,No,1988-09-12,1966-04-08,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000658,5386,2,Underground,Removed,Yes,No,No,No,No,1988-09-12,1966-04-08,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000658,5387,3,Underground,Removed,Yes,No,No,No,No,1988-09-12,1966-04-08,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000658,5388,4,Underground,Removed,Yes,No,No,No,No,1988-09-12,1966-04-08,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000659,5389,A,Underground,Removed,Yes,No,No,No,No,1989-05-22,1973-04-03,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000659,5390,B,Underground,Removed,Yes,No,No,No,No,1989-05-22,1973-04-03,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000661,5392,1,Underground,Removed,Yes,No,No,No,No,1980-12-10,1968-02-28,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000662,5393,1,Underground,Removed,Yes,No,No,No,No,1987-05-01,1966-03-21,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000662,5394,2,Underground,Removed,Yes,No,No,No,No,1987-05-01,1966-03-21,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000662,5395,3,Underground,Removed,Yes,No,No,No,No,1987-05-01,1973-03-21,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000662,5396,4,Underground,Removed,Yes,No,No,No,No,1994-01-06,1966-03-21,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000662,5397,5,Underground,Removed,Yes,No,No,No,No,1994-01-06,1966-03-21,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000663,5399,1,Underground,Removed,Yes,No,No,No,No,1994-08-16,1968-03-17,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000663,5398,2,Underground,Removed,Yes,No,No,No,No,1994-08-16,1968-03-17,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000664,5403,1,Underground,Closed in Place,Yes,No,No,No,No,1995-11-28,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000664,5404,2,Underground,Closed in Place,Yes,No,No,No,No,1995-11-28,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000664,5401,3,Underground,Closed in Place,Yes,No,No,No,No,1995-11-28,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000664,5402,4,Underground,Closed in Place,Yes,No,No,No,No,1995-11-28,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000664,5400,5,Underground,Removed,Yes,No,No,No,No,1995-04-20,,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000665,5407,1,Underground,Removed,Yes,No,No,No,No,1971-02-19,1966-04-09,No,1,Asphalt Coated or Bare Steel,No,No,Yes,Yes,No,No,No,No,,,,
3-000665,5406,2,Underground,Removed,Yes,No,No,No,No,1971-02-19,1966-04-09,No,1,Cathodically Protected Steel,No,No,Yes,Yes,No,No,No,No,,,,
3-000666,5409,1,Underground,Removed,Yes,No,No,No,No,,1966-03-27,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000668,5412,1,Underground,Closed in Place,Yes,No,No,No,No,1977-01-01,1966-04-29,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000669,5413,1,Underground,Removed,Yes,No,No,No,No,1978-11-01,1973-04-25,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000670,5414,1,Underground,Closed in Place,Yes,No,No,No,No,1982-01-01,1973-04-25,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000671,5415,1,Underground,Closed in Place,Yes,No,No,No,No,1983-01-01,1968-04-29,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000672,5419,1,Underground,Removed,Yes,No,No,No,No,1994-06-28,1968-06-25,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
3-000672,5420,2,Underground,Removed,Yes,No,No,No,No,1994-06-28,1966-06-25,No,1,Asphalt Coated or Bare Steel,No,No,Yes,No,No,No,No,No,,,,
