release_id,land_location_id,facility_id,tank_system_id,end_type,note,project_manager,agency_lead,hist_source_of_funding,responsible_party_obs,product_type_released_old,impacted_media_old,chemicals_of_concern,hist_lust_approval,closed_resid_contam,closed_w_followup_needed,nhpa_done,nhpa_date,esa_done,esa_date,created_by,created_date,updated_by,updated_date,sampling_schedule,other_sampling_schedule,fyr_required,release_name,suspected_causes,how_discovered,product_type_released,substance_comments,impacted_media_new,impacted_media_comments,state_lust_id_number
1438,2904,2824.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,RFaliskie,1993-08-30 00:00:00,,,,,,Release 1,,,,,,,
1439,2905,2825.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,Mhendrix,1994-01-14 00:00:00,,,,,,Release 2,,,,,,,
1440,2905,2825.0,,Unconditional,,,EPA,,,,"Groundwater, Soil",,No,N,,,,,,Pjuancor,1991-07-15 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,3:2,,
1441,2907,2827.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,dhohman,1988-12-29 00:00:00,,,,,,Release 1,,,,,,,
1442,2908,2828.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,dhohman,1990-11-19 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,3,,
1443,2909,2829.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,gwang,1997-11-18 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,3,,
1444,2912,2832.0,,Unconditional,,,EPA,,,,Groundwater,,No,N,,,,,,gwang,1998-11-02 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,2,,
1445,2913,2833.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,Mhendrix,1997-08-14 00:00:00,,,,,,Release 1,,,,,,,
1446,2914,2834.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,gwang,1998-10-24 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,,,,3,,
1447,2917,2837.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,dhohman,1995-09-14 00:00:00,,,,,,Release 1,,,,,,,
1448,2918,2838.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,BNEAR,1995-08-21 00:00:00,,,,,,Release 1,,,,,,,
1449,2926,2846.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,BNEAR,1998-08-14 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,3,,
1450,2927,2847.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,BNEAR,1998-08-21 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,3,,
1451,2928,2848.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,gwang,1997-06-05 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,3,,
1452,2929,2849.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,gwang,1998-09-30 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,3,,
1453,2931,2851.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,BNEAR,1998-12-22 00:00:00,,,,,,Release 1,,,,,,,
1454,2933,2853.0,,Unconditional,,,State,,,,"Groundwater, Soil",,No,N,,,,,,Mhendrix,1988-07-30 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2:3,,,,3:2,,
1455,2933,2853.0,,Unconditional,,,State,,,,,,No,N,,,,,,dhohman,2012-10-01 00:00:00,,,,,,Release 2,,,,,,,
1456,2935,2855.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1998-10-15 00:00:00,MHENDRIX,2023-04-14 14:42:39,,,N,Release 1,,,,,,,
1457,2937,2857.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,BNEAR,1997-10-28 00:00:00,,,,,,Release 1,,,,,,,
1458,2938,2858.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,Mhendrix,1998-08-13 00:00:00,,,,,,Release 1,,,,,,,
1459,2940,2860.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,RFaliskie,1998-11-10 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,3,,
1460,2941,2861.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,dhohman,1998-09-05 00:00:00,,,,,,Release 1,,,,,,,
1461,2942,2862.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,"NFI, Inc.",1998-09-05 00:00:00,,,,,,Release 1,,,,,,,
1462,2944,2864.0,,Unconditional,,,State,,,,Soil,,No,N,,,,,,Mhendrix,1993-03-16 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,3,,
1463,2945,2865.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,Mhendrix,1998-09-05 00:00:00,,,,,,Release 1,,,,,,,
1464,2952,2872.0,,Unconditional,,,EPA,,,,"Groundwater, Soil",,No,N,,,,,,Mhendrix,1995-08-04 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,3:2,,
1465,2970,2890.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,Mhendrix,1995-08-23 00:00:00,,,,,,Release 1,,,,,,,
1466,2972,2892.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,Mhendrix,1998-10-15 00:00:00,MHENDRIX,2023-04-14 14:43:47,,,N,Release 1,,,,,,,
1467,2975,2895.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,gwang,1998-04-23 00:00:00,MHENDRIX,2023-04-14 14:14:47,,,N,Release 1,2,,,,3,,
1468,2981,2901.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,"NFI, Inc.",1992-03-11 00:00:00,,,,,,Release 1,,,,,,,
1469,2984,2904.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,"NFI, Inc.",1999-04-16 00:00:00,MHENDRIX,2023-04-14 14:34:48,,,N,Release 1,,,,,,,
1470,2985,2905.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,dhohman,1999-02-09 00:00:00,MHENDRIX,2023-04-14 14:51:25,,,N,Release 1,,,,,,,
1471,2986,2906.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,BNEAR,1998-08-15 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,3,,
1472,2991,2911.0,,Unconditional,,,EPA,,,,Groundwater,,No,N,,,,,,BNEAR,1998-12-17 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,2,,
1473,2993,2913.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,dhohman,2002-06-26 00:00:00,,,,,,Release 1,,,,,,,
1474,2997,2917.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,RFaliskie,1999-06-01 00:00:00,,,,,,Release 1,,,,,,,
1475,3003,2923.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,Mhendrix,2014-06-01 00:00:00,MHENDRIX,2023-04-14 16:16:13,,,N,Release 2,5,,,,3,,
1476,3003,2923.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,Mhendrix,2014-03-10 00:00:00,MHENDRIX,2023-04-14 16:15:33,,,N,Release 1,6,,,,3,,
1477,3003,2923.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,Mhendrix,2014-09-07 00:00:00,MHENDRIX,2023-04-14 16:14:54,,,N,Release 3,5,,,,3,,
1478,3003,2923.0,,Unconditional,,,EPA,,,,Surface Water,,No,N,,,,,,Mhendrix,2018-08-08 00:00:00,MHENDRIX,2023-04-14 16:13:19,,,N,Release 4,3,,,,5,,
1479,3006,2926.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,dhohman,2015-02-10 00:00:00,MHENDRIX,2023-04-14 16:33:12,,,N,Release 1,,,,,,,
1480,3007,2927.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,Mhendrix,2004-01-15 00:00:00,,,,,,Release 1,,,,,,,
1481,3010,2930.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,Mhendrix,1993-12-15 00:00:00,,,,,,Release 1,6,,,,,,
1482,3010,2930.0,,Unconditional,,,EPA,,,,"Groundwater, Soil",,No,N,,,,,,Mhendrix,1996-12-03 00:00:00,,2021-12-16 11:12:50,,,,Release 2,1,8,,,3:2,,
1483,3011,2931.0,,Unconditional,,,EPA,,,,Depth to Groundwater: 15,,No,N,,,,,,Mhendrix,1990-04-12 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,,,,2,Depth to Groundwater: 15,
1484,3011,2931.0,,Unconditional,,33.0,EPA,,,,"Depth to Groundwater: 15, Groundwater, Soil",,No,N,,,,,,gwang,2005-05-03 00:00:00,,2021-12-16 11:12:50,,,,Release 2,2:5,8,,,3:2,Depth to Groundwater: 15,
1485,3014,2934.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1990-12-26 00:00:00,,,,,,Release 1,,,,,,,
1486,3015,2935.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,Mhendrix,1996-05-06 00:00:00,,,,,,Release 1,4,4,,,,,
1487,3015,2935.0,,Unconditional,,,EPA,,,,"Groundwater, Soil",,No,N,,,,,,Mhendrix,1996-09-10 00:00:00,,2021-12-16 11:12:50,,,,Release 2,2,8,,,3:2,,
1488,3016,2936.0,,Unconditional,,,EPA,,,,"Depth to Groundwater: 10, Groundwater, Soil",,No,N,,,,,,Pjuancor,1992-07-30 00:00:00,,2021-12-16 11:12:50,,,,Release 2,,,,,3:2,Depth to Groundwater: 10,
1489,3016,2936.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1990-05-25 00:00:00,,,,,,Release 1,,,,,,,
1490,3016,2936.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1995-09-17 00:00:00,,,,,,Release 3,,,,,,,
1491,3018,2938.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,Mhendrix,1992-02-20 00:00:00,,,,,,Release 1,,,,,,,
1492,3020,2940.0,,Unconditional,,,EPA,,,,"Groundwater, Soil",,No,N,,,,,,gwang,1997-10-06 00:00:00,,2021-12-16 11:12:50,,,,Release 2,2,,,,3:2,,
1493,3020,2940.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,gwang,1994-09-30 00:00:00,,2021-12-16 11:12:50,,,,Release 1,3:4,,,,3,,
1494,3021,2941.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,dhohman,1994-10-26 00:00:00,,,,,,Release 1,,,,,,,
1495,3022,2942.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,Mhendrix,1990-06-01 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,3,,
1496,3025,2945.0,,Unconditional,,,EPA,,,,"Depth to Groundwater: 12, Groundwater, Soil",,No,N,,,,,,Mhendrix,1998-08-06 00:00:00,MHENDRIX,2023-04-14 13:57:07,,,N,Release 1,2:3,,,,3:2,Depth to Groundwater: 12,
1497,3027,2947.0,,Unconditional,,,EPA,,,,"Depth to Groundwater: 10, Soil",,No,N,,,,,,Mhendrix,1998-09-30 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,3:2,Depth to Groundwater: 10,
1498,3028,2948.0,,Unconditional,,,EPA,,,,"Groundwater, Soil",,No,N,,,,,,Mhendrix,1999-05-18 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2:3,,,,3:2,,
1499,3029,2949.0,,Unconditional,,,EPA,,,,"Groundwater, Soil",,No,N,,,,,,Mhendrix,1990-03-07 00:00:00,MHENDRIX,2023-04-14 13:37:14,,,N,Release 1,6,,,,3:2,,
1500,3030,2950.0,,Unconditional,,,EPA,,,,"Groundwater, Soil",,No,N,,,,,,RFaliskie,1993-03-14 00:00:00,MHENDRIX,2023-04-14 13:55:37,,,N,Release 1,1:5,,,,3:2,,
1501,3031,2951.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,gwang,1994-11-04 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,,,,3,,
1502,3033,2953.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1994-07-25 00:00:00,,,,,,Release 1,,,,,,,
1503,3034,2954.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1996-10-28 00:00:00,,,,,,Release 1,,,,,,,
1504,3038,2958.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,Mhendrix,1990-01-15 00:00:00,,,,,,Release 1,,,,,,,
1505,3038,2958.0,,Unconditional,,32.0,EPA,,,,Soil,,No,N,,,,,,Mhendrix,1999-09-27 00:00:00,,2021-12-16 11:12:50,,,,Release 2,2,8,,,3,,
1506,3039,2959.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,Mhendrix,1998-12-01 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,3,,
1507,3040,2960.0,,Unconditional,,33.0,EPA,,,,"Groundwater, Soil",,No,N,,,,,,Mhendrix,1996-04-09 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,,,,3:2,,
1508,3042,2962.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,gwang,1997-12-16 00:00:00,MHENDRIX,2023-04-14 13:54:30,,,N,Release 1,5,8,,,3,,
1509,3044,2964.0,,Unconditional,,,EPA,,,,"Groundwater, Soil",,No,N,,,,,,Mhendrix,1996-10-10 00:00:00,,2021-12-16 11:12:50,,,,Release 1,5,8,,,3:2,,
1510,3045,2965.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,Mhendrix,1999-10-18 00:00:00,,,,,,Release 1,,,,,,,
1511,3046,2966.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1995-12-14 00:00:00,,,,,,Release 1,,,,,,,
1512,3047,2967.0,,Unconditional,,,EPA,,,,,,Yes,N,,,,,,gwang,1997-10-23 00:00:00,,,,,,Release 1,,,,,,,
1513,3051,2971.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1991-12-18 00:00:00,,,,,,Release 1,,,,,,,
1514,3055,2975.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,Mhendrix,1994-06-24 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,,,,3,,
1515,3055,2975.0,,Unconditional,,32.0,EPA,,,,Soil,,No,N,,,,,,gwang,1994-06-24 00:00:00,,2021-12-16 11:12:50,,,,Release 2,,8,,,3,,
1516,3056,2976.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,gwang,1989-10-18 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2:5,,,,3,,
1517,3058,2978.0,,Unconditional,,,EPA,,,,"Groundwater, Soil",,No,N,,,,,,Mhendrix,1990-11-20 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,,,,3:2,,
1518,3061,2981.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1992-09-29 00:00:00,,,,,,Release 1,,,,,,,
1519,3066,2986.0,,Unconditional,,,EPA,,,,"Groundwater, Soil",,No,N,,,,,,Mhendrix,1991-03-05 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,8,,,3:2,,
1520,3067,2987.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,Mhendrix,1991-02-13 00:00:00,,,,,,Release 1,,,,,,,
1521,3067,2987.0,,Unconditional,,33.0,EPA,,,,,,No,N,,,,,,Admin,2000-12-01 00:00:00,,,,,,Release 2,,,,,,,
1522,3068,2988.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,Mhendrix,1998-12-02 00:00:00,,,,,,Release 1,,,,,,,
1523,3071,2991.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,gwang,1999-10-26 00:00:00,MHENDRIX,2023-04-14 14:00:48,,,N,Release 1,5,,,,3,,
1524,3072,2992.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,bnear,1998-10-21 00:00:00,,,,,,Release 1,,,,,,,
1525,3073,2993.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1996-11-27 00:00:00,,,,,,Release 1,,,,,,,
1526,3073,2993.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,gwang,1998-06-12 00:00:00,,2021-12-16 11:12:50,,,,Release 2,4,,,,3,,
1527,3074,2994.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,Mhendrix,1994-07-13 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,3,,
1528,3074,2994.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,Mhendrix,1995-12-14 00:00:00,,,,,,Release 2,,,,,,,
1529,3074,2994.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,Mhendrix,1997-11-12 00:00:00,,,,,,Release 3,1,,,,,,
1530,3074,2994.0,,Unconditional,,32.0,EPA,,,,Soil,,No,N,,,,,,Mhendrix,2006-12-04 00:00:00,,2021-12-16 11:12:50,,,,Release 4,4,4,,,3,,
1531,3076,2996.0,,Unconditional,,,EPA,,,,"Depth to Groundwater: 40, Groundwater, Soil",,No,N,,,,,,gwang,1998-01-06 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,3:2,Depth to Groundwater: 40,
1532,3078,2998.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1995-03-13 00:00:00,,,,,,Release 1,,,,,,,
1533,3080,3000.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,Mhendrix,1999-03-18 00:00:00,,2021-12-16 11:12:50,,,,Release 1,3:4,,,,3,,
1534,3081,3001.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,gwang,1993-12-01 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,,,,3,,
1535,3082,3002.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1999-01-19 00:00:00,,,,,,Release 1,,,,,,,
1536,3083,3003.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1989-09-26 00:00:00,,,,,,Release 1,,,,,,,
1537,3088,3008.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,Mhendrix,1990-08-31 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,8,,,3,,
1538,3088,3008.0,,Unconditional,,,EPA,,,,"Groundwater, Soil",,No,N,,,,,,gwang,1993-12-13 00:00:00,,2021-12-16 11:12:50,,,,Release 2,2,1:8,,,3:2,,
1539,3088,3008.0,,Unconditional,,,EPA,,,,"Soil, Surface Water",,No,N,,,,,,Mhendrix,2020-07-29 00:00:00,,2021-12-16 11:12:50,,,,Release 3,4,,,,3:5,,
1540,3089,3009.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,Mhendrix,1996-08-01 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,,,,3,,
1541,3090,3010.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1992-04-29 00:00:00,,,,,,Release 1,,,,,,,
1542,3093,3013.0,,Unconditional,,,EPA,,,,Groundwater,,No,N,,,,,,Mhendrix,1990-11-09 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,8,,,2,,
1543,3094,3014.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,Mhendrix,2017-04-21 00:00:00,,,,,,Release 1,4:5,,,,,,
1544,3095,3015.0,,Unconditional,,,EPA,,,,"Groundwater, Soil",,No,N,,,,,,gwang,2006-12-08 00:00:00,,2021-12-16 11:12:50,,,,Release 1,6,,,,3:2,,
1545,3096,3016.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,gwang,2002-05-02 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,,,,3,,
1546,3099,3019.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1990-10-23 00:00:00,,,,,,Release 1,,,,,,,
1547,3099,3019.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,2002-06-07 00:00:00,,,,,,Release 2,,,,,,,
1548,3100,3020.0,,Unconditional,,,EPA,,,,"Groundwater, Soil",,No,N,,,,,,Pjuancor,1990-11-09 00:00:00,,2021-12-16 11:12:50,,,,Release 1,4,4,,,3:2,,
1549,3101,3021.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,RFaliskie,1996-05-17 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2:3,8,,,3,,
1550,3103,3023.0,,Unconditional,,,EPA,,,,"Groundwater, Soil",,No,N,,,,,,Mhendrix,2007-09-20 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,,,,3:2,,
1551,3104,3024.0,,Unconditional,,,EPA,,,,"Depth to Groundwater: 2, Groundwater, Soil",,No,N,,,,,,Mhendrix,1994-04-25 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2:6,8,,,3:2,Depth to Groundwater: 2,
1552,3105,3025.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1990-10-09 00:00:00,,,,,,Release 1,,,,,,,
1553,3106,3026.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1996-02-15 00:00:00,,,,,,Release 1,,,,,,,
1554,3107,3027.0,,Unconditional,,,EPA,,,,"Depth to Groundwater: 10, Groundwater, Soil",,No,N,,,,,,RFaliskie,1994-12-29 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,,,,3:2,Depth to Groundwater: 10,
1555,3109,3029.0,,Unconditional,,,EPA,,,,"Groundwater, Soil",,No,N,,,,,,Mhendrix,2005-11-17 00:00:00,,2021-12-16 11:12:50,,,,Release 1,1:4,8,,,3:2,,
1556,3110,3030.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1991-01-09 00:00:00,,,,,,Release 1,,,,,,,
1557,3112,3032.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,Mhendrix,1990-08-24 00:00:00,,2021-12-16 11:12:50,,,,Release 1,6,,,,3,,
1558,3118,3038.0,,Unconditional,,32.0,EPA,,,,Soil,,No,N,,,,,,gwang,2008-08-25 00:00:00,,2021-12-16 11:12:50,,,,Release 1,6,8,,,3,,
1559,3119,3039.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1996-08-02 00:00:00,,,,,,Release 1,,,,,,,
1560,3120,3040.0,,Unconditional,,,EPA,,,,"Groundwater, Soil",,No,N,,,,,,Pjuancor,1989-12-08 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,,,,3:2,,
1561,3121,3041.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1988-05-11 00:00:00,,,,,,Release 1,,,,,,,
1562,3122,3042.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1987-12-18 00:00:00,,,,,,Release 1,,,,,,,
1563,3125,3045.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1990-10-30 00:00:00,,,,,,Release 1,,,,,,,
1564,3126,3046.0,,Unconditional,,32.0,EPA,,,,Soil,,No,N,,,,,,gwang,1999-10-22 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,,,,3,,
1565,3128,3048.0,,Unconditional,,31.0,EPA,,,,"Depth to Groundwater: 8, Soil",,No,N,,,,,,Mhendrix,1990-11-28 00:00:00,MHENDRIX,2023-04-14 14:03:00,,,N,Release 1,,,,,3:2,Depth to Groundwater: 8,
1566,3129,3049.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1997-07-15 00:00:00,,,,,,Release 1,,,,,,,
1567,3135,3055.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,RFaliskie,1989-12-12 00:00:00,,2021-12-16 11:12:50,,,,Release 1,,,,,3,,
1568,3136,3056.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1994-01-26 00:00:00,,,,,,Release 1,,,,,,,
1569,3138,3058.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1998-01-27 00:00:00,,,,,,Release 1,,,,,,,
1570,3141,3061.0,,Unconditional,,32.0,EPA,,,,"Groundwater, Soil",,No,N,,,,,,Mhendrix,2001-10-05 00:00:00,,2021-12-16 11:12:50,,,,Release 1,6,,,,3:2,,
1571,3143,3063.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1997-06-17 00:00:00,,,,,,Release 1,,,,,,,
1572,3145,3065.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,gwang,1997-07-23 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,3,,
1573,3147,3067.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1997-07-21 00:00:00,,,,,,Release 1,,,,,,,
1574,3151,3071.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,gwang,2007-05-04 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2:6,,,,3,,
1575,3152,3072.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1991-06-28 00:00:00,,,,,,Release 1,,,,,,,
1576,3154,3074.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,gwang,1992-08-19 00:00:00,,2021-12-16 11:12:50,,,,Release 1,3,,,,3,,
1577,3157,3077.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1994-01-11 00:00:00,,,,,,Release 1,,,,,,,
1578,3159,3079.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1997-07-02 00:00:00,,,,,,Release 1,,,,,,,
1579,3160,3080.0,,Unconditional,,,EPA,,,,,,Yes,N,,,,,,Mhendrix,1991-09-04 00:00:00,,,,,,Release 1,,,,,,,
1580,3162,3082.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,Mhendrix,1994-11-01 00:00:00,MHENDRIX,2023-04-14 14:04:13,,,N,Release 1,6,,,,,,
1581,3165,3085.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,Mhendrix,1993-12-02 00:00:00,,,,,,Release 1,,,,,,,
1582,3166,3086.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1992-04-28 00:00:00,,,,,,Release 1,,,,,,,
1583,3167,3087.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1996-11-26 00:00:00,,,,,,Release 1,3,,,,,,
1584,3168,3088.0,,Unconditional,,,EPA,,,,,,Yes,N,,,,,,gwang,1991-11-07 00:00:00,,,,,,Release 1,,,,,,,
1585,3169,3089.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1992-11-02 00:00:00,,,,,,Release 1,,,,,,,
1586,3172,3092.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1995-06-23 00:00:00,,,,,,Release 1,,,,,,,
1587,3173,3093.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1991-03-14 00:00:00,,,,,,Release 1,,,,,,,
1588,3176,3096.0,,Unconditional,,,EPA,,,,"Groundwater, Soil",,No,N,,,,,,Mhendrix,1995-04-15 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,3:2,,
1589,3178,3098.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,Mhendrix,1995-11-13 00:00:00,,2021-12-16 11:12:50,,,,Release 1,1,8,,,3,,
1590,3179,3099.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1991-09-05 00:00:00,,,,,,Release 1,,,,,,,
1591,3180,3100.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,RFaliskie,1993-03-10 00:00:00,,2021-12-16 11:12:50,,,,Release 1,1,8,,,3,,
1592,3184,3104.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1997-07-09 00:00:00,,,,,,Release 1,,,,,,,
1593,3187,3107.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,2014-10-09 00:00:00,,,,,,Release 1,,,,,,,
1594,3191,3111.0,,Unconditional,,,EPA,,,,Soil,,No,N,,,,,,gwang,1999-06-07 00:00:00,,2021-12-16 11:12:50,,,,Release 1,2,,,,3,,
1595,3192,3112.0,,Unconditional,,,EPA,,,,,,No,N,,,,,,gwang,1999-07-09 00:00:00,,,,,,Release 1,,,,,,,
