land_location_id,site_id,drnk_water_well_within_14,location_name,address_1,address_2,city,county,state,zip,phone,tribe_owned,tribe,land_status,potential_abandoned,latitude,longitude,lat_lon_source,location_desc,created_by,created_date,updated_by,updated_date,region_id,tribe_id,geo_location
3265,2030144,,Remax Realty,Junction Hwys 93 & 35,,Polson,Lake,MT,59860.0,,,,Indian Land,,47.6208552,-114.1133917,Geocode,,bnear,2003-03-03 00:00:00,,2022-10-06 09:03:02,10,293.0,
3396,2030187,,Ronan State Bank,P.O. Box B,,Ronan,Lake,MT,59864.0,,,,Indian Land,,47.5260781,-114.0999251,Geocode,,Mhendrix,2018-10-15 00:00:00,,2022-10-06 09:03:02,10,293.0,
3354,2030183,,Woods Farm & Garden Center,3rd Avenue NW,,Ronan,Lake,MT,59864.0,,,,Indian Land,,47.53312447,-114.1023499,Geocode,,Mhendrix,2021-03-09 00:00:00,,2022-10-06 09:03:02,10,293.0,
3400,2030190,,Timberline,513 3rd St NW,,Hot Springs,Sanders,MT,59845.0,,,,Indian Land,,47.61169515,-114.6673786,Geocode,,Mhendrix,2018-10-15 00:00:00,,2022-10-06 09:03:02,10,293.0,
1580,RL5007,,Red Lake Fire Hall,Highway 1 West,,Red Lake,Beltrami,MN,56671.0,,,,Indian Land,,47.86916777,-95.13668673,Geocode,,wpua,2007-04-17 00:00:00,,2022-10-06 09:03:02,7,197.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9467d50>
12563,2470923,,Knoxville Transit,1135 Magnolia Avenue,,Knoxville,Knox,TN,37917.0,,,,Not Indian Country,,35.977568,-83.912967,,,DSTOUT01,2022-09-06 13:55:23,DSTOUT01,2022-09-06 13:58:00,6,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9467f50>
2345,MBCI-002,,Conehatta Exxon,10417 Hwy 489,,Connahatta,Neshobe,MS,39057.0,,,,Indian Land,,32.463648,-89.255913,,,R4 Load,2021-04-28 13:04:13,DSTOUT01,2023-04-11 15:14:10,6,173.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9470250>
12602,0399OK,,Choctaw Travel Plaza Garvin,10545 HWY 37,,Garvin,Mccurtain,OK,74736.0,(580) 924-8280,,,Trust,,33.870767,-95.031491,GPS_Tribe,,JRIDLEY,2023-01-11 09:10:19,,,8,214.0,
8012,2200030,,Bannock Peak Conv Store & Truck Stop,"I-86, Exit 52, 1707 E. County Rd.",,Pocatello,Bannock,ID,83204.0,(208) 339-1809,,,Indian Land,,42.887194,-112.63475,,,CBoulind,2021-04-09 00:00:00,,,11,351.0,
2693,5040041,,Lunkers Current Creek Service   (STATE),U.S. Hwy 40 @ Current Creek Jct.,,Fruitland,Duchesne,UT,84027.0,(435) 548-2217,,,Not Indian Country,,40.200944,-110.904556,,,bnear,2000-02-16 00:00:00,RPERSON,2021-12-07 18:20:35,10,314.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9470890>
2391,2311,,Pony North,143 US HWY 77,,Winnebago,Thurston,NE,68071.0,,,,Indian Land,,42.257285,-96.478322,OnlineMapGoogle,,R7 Load,2021-04-28 13:05:55,MPOMES,2023-01-12 10:09:47,9,285.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9470b90>
2400,2320,,Indian Country Mini Mart,20330 US 75 Hwy,,Holton,Jackson,KS,66436.0,,,,Indian Land,,39.415167,-95.747322,OnlineMapGoogle,,R7 Load,2021-04-28 13:05:55,MPOMES,2021-05-11 15:36:31,9,280.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9470e50>
2410,1010006,,7-2-11 #41,435 Goddard,,Ignacio,La Plata,CO,81137.0,(970) 563-9328,,,Indian Land,,37.116567,-107.63335,,,FChambus,2018-09-28 00:00:00,,,10,309.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9471110>
2979,4010011,,Shelby's Minimart,302 Highway 249,,Fort Thompson,Buffalo,SD,57339.0,(605) 245-2788,,,Indian Land,,44.071389,-99.433889,,,Mhendrix,2021-03-02 00:00:00,,,10,296.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9471390>
2743,5040102,,Marvine Ranch,6 miles East of Randlett,,Randlett,Uintah,UT,84063.0,,,,Indian Land,,40.216972,-109.684472,,,bnear,1998-09-18 00:00:00,,,10,314.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe94715d0>
2750,5040110,,Dalbo Inc.,Cedar View,,Neola,Duchesne,UT,84053.0,(435) 789-0743,,,Indian Land,,40.372,-110.095,,,BNEAR,2008-03-25 00:00:00,,,10,314.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9471890>
12118,AK876,,Glacier State Telco,35126 Kalifornsky Beach Dr.,,Soldotna,Kenai Peninsula,AK,99669.0,(907) 262-1202,,,Not Indian Country,,60.4899,-151.151,,,CBoulind,2015-01-12 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9471a90>
12161,WA101608,,Outwest Cherry Orchards,20539 Road 23 SW,,Mattawa,,WA,99349.0,(509) 941-9941,,,Not Indian Country,,46.75197,119.92872,,,CBoulind,2015-06-25 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9471c50>
12206,WA562233,,Cooper Pt Chevron,2205 Cooper Pt Rd SW,,Olympia,Thurston,WA,98502.0,(360) 352-0535,,,Not Indian Country,,47.02775,-122.924639,,,JGreeves,2015-07-22 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9471e50>
12252,OR9909,,Bonanza Big Springs Market,31880 Hwy. 70,,Bonanza,Klamath,OR,97623.0,(541) 545-6114,,,Not Indian Country,,42.7987175,121.408939,,,CBoulind,2016-04-21 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9472090>
11645,OR1392,,Mohawk Texaco,1376 Mohawk Blvd.,,Springfield,Lane,OR,97477.0,(541) 747-3933,,,Not Indian Country,,44.057611,-123.001806,,,JGreeves,2012-05-21 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe94722d0>
11690,OR2208,,Come N Go (#7200),13437 Portland Rd.,,Woodburn,Marion,OR,97071.0,(253) 778-8083,,,Not Indian Country,,45.114306,-122.872361,,,CBoulind,2017-04-03 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe94724d0>
11774,WA4268,,VA Medical Center,1660 S. Columbian Way,,Seattle,King,WA,98108.0,(206) 764-2005,,,Not Indian Country,,47.563139,-122.31425,,,CBoulind,2012-09-18 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe94726d0>
11820,WA317505,,Ameristar #16,5821 E. Broadway Ave.,,Spokane,Spokane,WA,99212.0,(509) 882-2115,,,Not Indian Country,,47.659111,-117.326361,,,CBoulind,2013-03-28 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9472910>
11861,AK3033,,Airport Gas & Oil,4480 Dale Rd.,,Fairbanks,Fairbanks North Star,AK,99706.0,(907) 450-2300,,,Not Indian Country,,64.827167,-147.854778,,,DEBUG,2013-07-02 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9472b10>
11946,WA401746,,Chambers Chevron,5700 Ruddell Rd.,,Lacey,Thurston,WA,98503.0,(360) 491-0326,,,Not Indian Country,,46.997139,-122.806861,,,CBoulind,2014-04-29 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9472d10>
11990,WA340678,,P & J Deli Mart,3535 Portland Ave.,,Tacoma,Pierce,WA,98404.0,(253) 779-8520,,,Not Indian Country,,47.229167,-122.408083,,,CBoulind,2014-06-27 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9472f50>
12070,WA2195,,Bear Creek Country Store & Feed,3530 NE Old Belfair Hwy.,,Belfair,Mason,WA,98528.0,(360) 277-3589,,,Not Indian Country,,47.495806,-122.804444,,,JGreeves,2014-12-12 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9473150>
11554,OR446,,Circle K #5563 / 76,1795 N 5th St,,Springfield,Lane,OR,97477.0,(541) 747-9171,,,Not Indian Country,,44.062056,-123.018889,,,CBoulind,2015-05-04 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9473390>
11598,WA12596,,Chehalis Cardlock,170 State Hwy. 508,,Chehalis,Lewis,WA,98532.0,,,,Not Indian Country,,46.581186,-122.877508,,,JGreeves,2011-09-29 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9473550>
9236,4-270026,,Oasis Stop N Go #11,260 E Main St,,Jerome,Jerome,ID,83338.0,,,,Not Indian Country,,42.72421,-114.51591,,,CBoulind,2014-06-27 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9473750>
9242,4-270039,,North Side Canal Co.,921 N Lincoln,,Jerome,Jerome,ID,83338.0,,,,Not Indian Country,,42.73192,-114.51745,,,CBoulind,2014-06-27 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9473950>
9282,4-420097,,Jim's 66 Service,1104 Shoshone St E,,Twin Falls,Twin Falls,ID,83301.0,(208) 733-3904,,,Not Indian Country,,42.56276,-114.45992,,,eorzech,2011-11-29 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9473b50>
9289,4-420127,,Magic Valley Regional Medical Center,PO Box 409,,Twin Falls,Twin Falls,ID,83303.0,,,,Not Indian Country,,42.56634,-114.49411,,,CBoulind,2014-06-27 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9473d50>
9332,5-030018,,Mel Facer,829 E Oak St,,Pocatello,Bannock,ID,83201.0,(208) 232-2305,,,Not Indian Country,,42.87697,-112.44183,,,eorzech,2012-05-08 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9473fd0>
8583,1-090613,,Dock N' Shop,212 Railroad Ave.,,Priest River,Bonner,ID,83856.0,(208) 448-2314,,,Not Indian Country,,48.17764,-116.90621,,,eorzech,2012-05-08 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9478250>
8589,1-110002,,Zip Trip #33,6723 Main St.,,Bonners Ferry,Boundary,ID,83805.0,(208) 267-6634,,,Not Indian Country,,48.68399,-116.31979,,,CBoulind,2011-06-23 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe94784d0>
9376,5-030176,,Oasis Food Mart,506 S 5th Ave,,Pocatello,Bannock,ID,83201.0,(208) 233-4819,,,Not Indian Country,,42.86363,-112.4392,,,eorzech,2011-12-01 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9478750>
8630,1-280079,,Appleway Jifi Stop,W 406 Appleway,,Coeur D Alene,Kootenai,ID,83814.0,,,,Not Indian Country,,47.70088,-116.78946,,,CBoulind,2014-06-26 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9478950>
9416,5-060028,,Richard L Bair,1721 W 500 N,,Blackfoot,Bingham,ID,83221.0,,,,Not Indian Country,,43.27006,-112.65071,,,eorzech,2012-05-08 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9478b90>
9422,5-060047,,Flying J Travel Plaza #766,1228 Parkway,,Blackfoot,Bingham,ID,83221.0,(208) 785-6607,,,Not Indian Country,,43.1969,-112.35663,,,CBoulind,2011-06-07 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9478dd0>
8672,1-280632,,Silver Beach Marina,4316 E. Coeur d'Alene Lake Dr.,,Coeur D Alene,Kootenai,ID,83814.0,,,,Not Indian Country,,47.65937,-116.74102,,,DEBUG,2014-04-14 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9478f90>
8679,1-280670,,GPI Post Falls Fuel Card,4200 E. Seltice Way,,Post Falls,Kootenai,ID,83854.0,,,,Not Indian Country,,47.709,-116.89202,,,DEBUG,2014-04-14 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9479150>
2069,RL5024,,Rossback Store,South West of the Intersection of Bot Dr and Crossroads Ave,,Red Lake,,MN,56671.0,,,,Trust,,47.8752,-95.0322,Geocode,,mrestaino,2018-01-25 00:00:00,,2022-10-06 09:03:02,7,197.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9479390>
1464,LLBO5002,,Minnesota Department of Natural  Resources -Forestry,Box 1133,,Cass Lake,Cass,MN,56633.0,(218) 755-2890,,,Indian Land,,47.380665,-94.607595,Geocode,,cisneros,1999-03-31 00:00:00,,2022-10-06 09:03:02,7,595.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9479650>
1507,LLBO5045,,Norway Beach Resort,"HCR 53
Box 14A",,Cass Lake,Cass,MN,56633.0,(218) 333-5885,,,Indian Land,,47.380665,-94.607595,Geocode,,wpua,2007-05-21 00:00:00,,2022-10-06 09:03:02,7,595.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9479910>
1489,LLBO5027,,Maurice L Usher,"HCR 3
Box 746",,Deer River,Itasca,MN,56636.0,(218) 246-8546,,,Indian Land,,47.33693,-93.794165,Geocode,,Alleavitch,1997-05-13 00:00:00,,2022-10-06 09:03:02,7,595.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9479c10>
1520,LLBO5058,,Cut Foot Sioux  Warehouse,National Forest Road  3774,,Deer River,Itasca,MN,56636.0,,,,Indian Land,,47.51653499,-94.03741958,Geocode,,wpua,2007-05-21 00:00:00,,2022-10-06 09:03:02,7,595.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9479e50>
8297,4240001,,"Roy Robinson Chevrolet, Inc.","6803 36th Ave, NE",,Marysville,Snohomish,WA,98271.0,(206) 659-6236,,,Indian Land,,48.07443993,-122.182469,Geocode,,CBoulind,2016-01-12 00:00:00,,2022-10-06 09:03:02,11,360.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe947a0d0>
8206,4020043,,WA State Patrol - Okanogan,2 Patrol St.,,Okanogan,Okanogan,WA,98840.0,,,,Indian Land,,48.36251919,-119.5755623,Geocode,,CBoulind,2020-09-01 00:00:00,,2022-10-06 09:03:02,11,321.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe947a350>
2524,4020001,,Pete's Service & Repair,SW Corner Main & Pioneer St.   P.O. 97,,Eagle Butte,Dewey,SD,57625.0,(605) 964-2291,,,Indian Land,,48.16561003,-118.9793599,Geocode,,BNEAR,2007-04-24 00:00:00,,2022-10-06 09:03:02,10,290.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe947a5d0>
8215,4020054,,Munson Grocery,3587 Hwy. 155,,Coulee Dam,Okanogan,WA,99116.0,(509) 775-3410,,,Indian Land,,48.04960499,-118.984659,Geocode,,eorzech,2013-03-26 00:00:00,,2022-10-06 09:03:02,11,321.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe947a8d0>
3251,2050080,,Lustre Grade School,Unknown,,Frazer,Valley,MT,59225.0,,,,Indian Land,,48.05849,-106.04408,Geocode,,bnear,2003-03-06 00:00:00,,2022-10-06 09:03:02,10,288.0,
3212,2050010,,Peters Auto Service,225 Hwy 2,,Wolf Point,Roosevelt,MT,59201.0,(406) 653-1652,,,Indian Land,,48.12677315,-105.4523325,Geocode,,bnear,2003-02-19 00:00:00,,2022-10-06 09:03:02,10,288.0,
3225,2050027,,Dave & Berniece Tollefson,P.O. Box 5014   Remote Location,,Wolf Point,Roosevelt,MT,59201.0,(406) 695-2334,,,Indian Land,,48.0918718,-105.6417939,Geocode,,bnear,2003-02-24 00:00:00,,2022-10-06 09:03:02,10,288.0,
3253,2050083,,Road Department,P.O. Box 506,,Poplar,Roosevelt,MT,59255.0,(406) 768-5311,,,Indian Land,,48.11085,-105.198245,Geocode,,gwang,2012-12-28 00:00:00,,2022-10-06 09:03:02,10,288.0,
3357,2050105,,Swank & Son,P.O. Box 486,,Poplar,Roosevelt,MT,59255.0,(406) 448-2281,,,Indian Land,,48.11085,-105.198245,Geocode,,Mhendrix,2021-03-26 00:00:00,,2022-10-06 09:03:02,10,288.0,
3366,2050114,,United Grain Corp,,,Poplar,Roosevelt,MT,59255.0,,,,Indian Land,,48.11085,-105.198245,Geocode,,Mhendrix,2021-03-26 00:00:00,,2022-10-06 09:03:02,10,288.0,
2463,3010032,,"New Town Facility, ND DOT",District Shop,,New Town,Mountrail,ND,58763.0,(701) 224-4443,,,Indian Land,,47.98283158,-102.4836461,Geocode,,bnear,2003-09-19 00:00:00,,2022-10-06 09:03:02,10,312.0,
3301,3010036,,Eagles Landing,404 Frontage Rd.,,New Town,Mountrail,ND,58763.0,(701) 627-4781,,,Indian Land,,47.98059276,-102.579656,Geocode,,Mhendrix,2021-02-26 00:00:00,,2022-10-06 09:03:02,10,312.0,
2438,3010004,,Reservation Telephone Coop,Main St.,,Parshall,Mountrail,ND,58770.0,(701) 862-3115,,,Indian Land,,47.95137503,-102.133448,Geocode,,b near,1997-12-18 00:00:00,,2022-10-06 09:03:02,10,312.0,
2491,3020013,,Dakota Trading Post,Fort Totten,,Saint Michael,Benson,ND,58370.0,(701) 766-4501,,,Indian Land,,47.98491,-98.92457,Geocode,,gwang,2012-10-06 00:00:00,,2022-10-06 09:03:02,10,310.0,
3337,2010079,,Firm Development / Blue Diamond Petroleum,501 E Main St.,,Cut Bank,Glacier,MT,59427.0,(406) 873-2224,,,Indian Land,,48.633037,-112.326066,Geocode,,Mhendrix,2020-08-12 00:00:00,,2022-10-06 09:03:02,10,289.0,
3256,2050089,,Agri-Basics Reserve,,,Reserve,Sheridan,MT,59258.0,(406) 653-2292,,,Indian Land,,48.606495,-104.462135,Geocode,,gwang,2013-03-18 00:00:00,,2022-10-06 09:03:02,10,288.0,
8430,1100004,,FUDS - Annette Island Landing Field,Annette Island,,Metlakatla,,AK,99926.0,,,,Trust,,55.12918,-131.572204,Geocode,,CBoulind,2006-11-27 00:00:00,,2022-10-06 09:03:02,11,489.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9488590>
12593,HDOH088 (9-101237),,Kapalama Texaco,,,,,HI,,,,,Not Indian Country,,,,,,BOJHA,2022-11-15 11:37:36,,,1,,
12594,HDOH089 (9-101028),,Pacific Heights Shell,,,,,HI,,,,,Not Indian Country,,,,,,BOJHA,2022-11-15 11:49:19,,,1,,
2363,EBCI-014,,Former Sinclair/Texaco,900 Tsalagi Rd,,Cherokee,Swain,NC,28719.0,,,,Indian Land,,35.476317,-83.318738,,,R4 Closed Load,2021-04-28 13:04:13,DSTOUT01,2022-12-09 10:34:26,6,171.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9488950>
12599,WE5054,,Linda's Sunflower Seeds,STH 129 East of STH 37,,Ponsford,Becker,MN,56575.0,,,,Fee Land,,,,,,MRESTAIN,2022-12-20 17:03:14,MRESTAIN,2022-12-20 17:21:32,7,597.0,
12634,EBCI-031,,"""The Cherokees""",,,Cherokee,,NC,,,,,Indian Land,,35.484223,-83.314378,,,DSTOUT01,2023-07-17 11:03:03,,,6,171.0,
12601,WE5053,,John Rachel Hardware,,,Ponsford,,MN,,,,,Not Indian Country,,,,,,MRESTAIN,2022-12-20 17:14:51,MRESTAIN,2022-12-20 17:20:42,7,597.0,
12496,GTB5004,,Turtle Creek Market C-Store,5951 M-72,,Honor,Benzie,MI,49640.0,,,,Indian Land,,44.772809,-85.429172,GPS_Tribe,,MRESTAIN,2021-10-04 17:39:26,MRESTAIN,2021-10-07 16:07:05,7,179.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9489090>
9466,6-100049,,R&R Texaco Car Care,1130 E. 17th St.,,Idaho Falls,Bonneville,ID,83404.0,,,,Not Indian Country,,43.48242,-112.01187,,,Cambria,2017-03-24 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9489250>
8719,2-250039,,Deano's Food Store #13,712 Main St.,,Grangeville,Idaho,ID,83530.0,(208) 983-1910,,,Not Indian Country,,45.92687,-116.12719,,,CBoulind,2014-07-08 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9489490>
8726,2-250094,,Cash & Carry Express,614 E. Main St.,,Grangeville,Idaho,ID,83530.0,(208) 983-2410,,,Not Indian Country,,45.92437,-116.11149,,,CBoulind,2014-07-08 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe94896d0>
9508,6-100242,,Swan Valley Commissary,2297 Hwy. 26,,Swan Valley,Bonneville,ID,83449.0,,,,Not Indian Country,,43.451348,-111.338529,,,CBoulind,2014-06-26 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe94898d0>
9515,6-100603,,Sinclair Retail #11004,1115 N. Yellowstone Hwy.,,Idaho Falls,Bonneville,ID,83401.0,(208) 524-7270,,,Not Indian Country,,43.504323,-112.025515,,,eorzech,2012-05-08 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9489ad0>
8770,2-350070,,Neighborhood Market #2,1536 Main St.,,Lewiston,Nez Perce,ID,83501.0,(208) 746-6042,,,Not Indian Country,,46.41804,-117.01006,,,CBoulind,2011-11-15 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9489d10>
9556,5-150007,,Soda Point IDOT,1611 Power Plant Rd.,,Soda Springs,Caribou,ID,83276.0,(208) 547-4779,,,Not Indian Country,,42.651011,-111.70092,,,CBoulind,2011-04-01 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9489f50>
8815,3-010105,,Dale's Sinclair,2602 Vista Ave.,,Boise,Ada,ID,83705.0,(208) 345-5620,,,Not Indian Country,,43.57883,-116.21228,,,CBoulind,2011-06-24 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe948a1d0>
8822,3-010136,,"Concrete Placing Co., Inc.",609 E 52nd St.,,Boise,Ada,ID,83714.0,(208) 375-7871,,,Not Indian Country,,43.64979,-116.26455,,,CBoulind,2017-04-03 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe948a410>
9603,6-220019,,Fall River Trading Post,2945 E 800 N,,Chester,Fremont,ID,83421.0,,,,Not Indian Country,,43.99918,-111.5681,,,CBoulind,2014-06-27 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe948a610>
8862,3-010279,,Stinker Station #28,6237 Five Mile,,Boise,Ada,ID,83705.0,(208) 362-5871,,,Not Indian Country,,43.54587,-116.31301,,,eorzech,2012-05-08 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe948a850>
8869,3-010291,,Jackson's Food Store #34,3200 S. Vista Ave.,,Boise,Ada,ID,83705.0,(208) 429-1353,,,Not Indian Country,,43.57349,-116.21312,,,CBoulind,2011-08-18 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe948aa50>
9645,6-330010,,Maverik Country Store #195,1st N  2nd E,,Rexburg,Madison,ID,83440.0,(208) 356-3672,,,Not Indian Country,,43.82842,-111.77747,,,eorzech,2012-01-09 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe948ac90>
9652,6-330034,,"Rays, Inc. (2)",279 N 2nd St.,,Rexburg,Madison,ID,83440.0,,,,Not Indian Country,,43.82982,-111.77744,,,CBoulind,2014-06-27 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe948aed0>
8909,3-010388,,Maverik Country Store #175,1909 W. Boise Ave.,,Boise,Ada,ID,83706.0,(208) 344-6131,,,Not Indian Country,,43.59789,-116.20352,,,CBoulind,2011-09-27 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe948b0d0>
8916,3-010413,,JACKSON FOOD STORES #006,10221 FAIRVIEW,,Boise,Ada,ID,83704.0,,,,Not Indian Country,,43.61953,-116.30849,,,Kgriffith,2008-04-23 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe948b2d0>
9693,5-390047,,Arbon Valley District Shop,4361 Arbon Hwy,,Arbon,Power,ID,83212.0,,,,Not Indian Country,,42.571933,-112.557965,,,CBoulind,2014-06-27 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe948b4d0>
9699,6-410004,,Trailside General Store,6170 S Main,,Tetonia,Teton,ID,83452.0,,,,Not Indian Country,,43.813099,-111.159688,,,CBoulind,2014-04-08 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe948b6d0>
8957,3-010611,,"Franklin United, Inc.",7676 Mossycup,,Boise,Ada,ID,83706.0,,,,Not Indian Country,,43.57869,-116.27559,,,CBoulind,2014-04-14 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe948b8d0>
9741,4-420693,,Twin Stop #2,"688 Pole Line Rd., P.O. Box 386",,Twin Falls,Twin Falls,ID,83301.0,(208) 735-8000,,,Not Indian Country,,42.59195,-114.46746,,,CBoulind,2010-12-14 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe948bb10>
9003,3-140011,,Jacksons Food Store #58,805 11th Ave N,,Nampa,Canyon,ID,83651.0,,,,Not Indian Country,,43.57393,-116.56671,,,eorzech,2012-05-08 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe948bd10>
9009,3-140025,,Melba Quick Stop,208 3rd St.,,Melba,Canyon,ID,83641.0,(208) 495-1190,,,Not Indian Country,,43.37474,-116.52883,,,eorzech,2012-05-08 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe948bf50>
9787,3-010800,,Jackson's Food Mart #98,1950 E. Fairview,,Meridian,Ada,ID,83642.0,,,,Not Indian Country,,0.0,0.0,,,DEBUG,2014-04-11 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9490150>
9048,3-140146,,Brown Bus Co.,2011 E. Sherman Ave.,,Nampa,Canyon,ID,83686.0,(208) 466-4181,,,Not Indian Country,,43.564916,-116.543682,,,DEBUG,2012-02-03 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9490390>
9054,3-140174,,Caldwell Industrial Airport,4317 Aviation Wy,,Caldwell,Canyon,ID,83605.0,(208) 880-2059,,,Not Indian Country,,43.64522,-116.64556,,,eorzech,2012-04-02 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9490590>
9097,3-230003,,"B & W Fuels, Inc.","1900 N. Washington Ave., P.O. Box 747",,Emmett,Gem,ID,83617.0,(208) 365-2291,,,Not Indian Country,,43.89314,-116.50137,,,CBoulind,2014-09-05 00:00:00,,,11,,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9490790>
8404,4260105,,Western Gas,401 S. Elm St.,,Toppenish,Yakima,WA,98948.0,(509) 865-6000,,,Fee Land,,46.37469851,-120.32075343,,,CBoulind,2019-12-03 00:00:00,,,11,327.0,<oracledb.Object MDSYS.SDO_GEOMETRY at 0x23fe9490a50>
