facility_owner_id,facility_owner_name,address_1,address_2,city,county,state,zip,phone,fax,owner_comment,contact_name,tax_id,created_by,created_date,updated_by,updated_date,email_addr,ownership
279,NEW MEXICO STATE HIGHWAY AND TRANSPORTATION DEPT,P.O. BOX 1149,,Santa Fe,Santa Fe,NM,87504.0,,,,STEVE RODRIGUEZ,,,2014-02-10 19:05:37,,,,
280,VERNA GEORGE,P.O. BOX  302,,Tuba City,,AZ,86045.0,,,,,,,2014-02-10 19:05:37,,,,
281,"""JOHN KAMBUROFF AERIAL SPRAY, INC.""","""P.O. BOX 2095
NEZ & MOJAVE ROAD""",,Poston,La Paz,AZ,85371.0,(602) 662-4619,,,JOHN KAMBUROFF,,,2014-02-10 19:05:37,,,,
282,M/M SIROTA,"""C/O RUTH WOOD REALTY
P.O. BOX 2006""",,Earp,San Bernardino,CA,92242.0,(619) 665-9356,,,"""RUTH WOOD, BROKER""",,,2014-02-10 19:05:38,,,,
283,BIA NAVAJO AREA OFFICE,P.O. BOX 1060,,Gallup,mckinley,NM,87305.0,(505) 863-8274,,,ANIL RAO,,,2014-02-10 19:05:38,,,,
284,HENRY MARTINEZ,BIG O' TIRES,,Chinle,Apache,AZ,86503.0,,,,,,,2014-02-10 19:05:38,,,,
285,GALLUP-MCKINLEY COUNTY SCHOOLS,P.O. BOX 1318,,Gallup,Mckinley,NM,87301.0,(505) 722-7711,,,BEN CHAVEZ,,,2014-02-10 19:05:38,,,,
286,DESERT OASIS GOLF MANAGEMENT CORPORATION,68311 PASEO REAL,,Cathedral City,Riverside,CA,92234.0,(760) 324-2353,,,ELIAS,,,2014-02-10 19:05:38,,,,
287,"""EQUILON ENTERPRISES, LLC.""","""3200 E. INLAND EMPIRE BLVD, #270""",,Ontario,San Bernardino,CA,91764.0,(760) 244-3151,,,BILL RUPE,,,2014-02-10 19:05:38,,,,
288,WATT- PALM SPRINGS,P.O. BOX 2026,,Palm Springs,Riverside,CA,92263.0,(619) 325-1120,,,,,,2014-02-10 19:05:38,,,,
289,CANYON COUNTRY CLUB,1100 MURRAY CANYON DRIVE,,Palm Springs,Riverside,CA,92264.0,(619) 327-1321,,CROSS STREET: TOLEDO,BILL NOLDE,,,2014-02-10 19:05:38,,,,
290,AMERICANA HOTEL & REALTY CORP,1097 MURRAY CANYON DRIVE,,Palm Springs,Riverside,CA,92262.0,(619) 327-2019,,,BALEN JANUARY,,,2014-02-10 19:05:38,,,,
291,AMADO RD CORP,288 HERMOSA PL,,Palm Springs,Riverside,CA,92262.0,(619) 325-5111,,,LOUISE FRAZIER,,,2014-02-10 19:05:38,,,,
292,"""VERIZON CALIFORNIA, INC. (formerly GTE)""",1 GTE PLACE,,Thousand Oaks,Ventura,CA,91362.0,(800) 331-8891,,,ENVIRONMENTAL AFFAIRS,,,2014-02-10 19:05:38,,,,
293,LAIDLAW TRANSIT INC,5006 CALLE SAN RAPHAEL,,Palm Springs,Riverside,CA,92264.0,(619) 320-8822,,,,,,2014-02-10 19:05:38,,,,
294,PALM SPRINGS AIRPORT CAR WASH ASSOCIATES,4044 RAMON ROAD,,Palm Springs,Riverside,CA,92262.0,(760) 360-4400,,,JIM,,,2014-02-10 19:05:38,,,,
295,U.S. POSTAL SERVICE,11251 RANCHO CARMEL DRIVE,,San Diego,San Diego,CA,92199.0,(858) 764-0304,,,MARTIN NELSON,,,2014-02-10 19:05:38,,,,
296,HORST (TONY) & JULIA KONHEISER,P.O. BOX 129,,Chambers,Apache,AZ,86502.0,(602) 688-2538,,,,,,2014-02-10 19:05:38,,,,
297,"""ATCHISON, TOPEKA AND SANTA FE RAILWAY""",5770 SOUTH EASTERN AVENUE,,Los Angeles,Los Angeles,CA,90040.0,(213) 889-7766,,,MITCH HARDIN,,,2014-02-10 19:05:38,,,,
298,SAMUEL YAZZIE (BASE LEASEHOLDER),PO BOX 969,,Tsaile,Apache,AZ,86556.0,(928) 724-3484,(928) 724-3415,,ROBERT WILKERSON,,,2014-02-10 19:05:38,,,,
299,MOORETOWN RANCHERIA,1 ALVERDA DRIVE,,Oroville,Butte,CA,95966.0,(530) 533-3625,(530) 533-3680,GUY TAYLOR EMAIL: MRENVIRON@MINDSPRING.COM,GUY TAYLOR,,,2014-02-10 19:05:38,,,,
300,HENRY YAZZIE,"""ROCKY RIDGE GENERAL STORE
P.O. BOX 109""",,Hotevilla,,AZ,86030.0,(520) 527-2037,,,,,,2014-02-10 19:05:38,,,,
301,PAUL E. JACKSON,"""JACKSON TRUCKING
HWY 96""",,Hoopa,Humboldt,CA,95546.0,(916) 625-4273,,,,,,2014-02-10 19:05:38,,,,
302,CALTRANS,34TH & STOCKTON,,Sacramento,Sacramento,CA,95816.0,(916) 227-9721,,,,,,2014-02-10 19:05:38,,,,
303,SALT RIVER PROJECT AGRI IMPROVEMENT& POWER DIST,P.O. BOX 52025,,Phoenix,Maricopa,AZ,85072.0,(602) 236-5900,,,,,,2014-02-10 19:05:38,,,,
304,PALA BAND OF MISSION INDIANS,P.O. BOX 43,,Pala,San Diego,CA,92059.0,(760) 742-3784,,,,,,2014-02-10 19:05:38,,,,
305,KING POLYESTEWA,GENERAL DELIVERY,,Kykotsmovi Village,Navajo,AZ,86039.0,,,,,,,2014-02-10 19:05:38,,,,
306,BARRY POLEYUMPTEWA,GENERAL DELIVERY,,Hotevilla,,AZ,86030.0,,,,,,,2014-02-10 19:05:38,,,,
307,EVERETT TAWAHONGVA,GENERAL DELIVERY,,Hotevilla,,AZ,86030.0,,,,,,,2014-02-10 19:05:38,,,,
308,TWYLA & ARLAN HONYOUMA,GENERAL DELIVERY,,Second Mesa,Navajo,AZ,86043.0,,,TWYLA & ARLAN ARE CHILDREN OF DECEASED O/O,,,,2014-02-10 19:05:38,,,,
309,SILAS HOYUNGOWA,NO STREET ADDRESS,,Hotevilla,,AZ,86030.0,,,,,,,2014-02-10 19:05:38,,,,
310,TOHONO O'ODHAM GAMING AUTHORITY,"""P.O. BOX 22230
SOUTH NOGALES HWY""",,Tucson,Pima,AZ,85734.0,(520) 295-2774,,,,,,2014-02-10 19:05:38,,,,
311,EAST FORK LUTHERAN SCHOOLS,1 MISSION LANE,,Whiteriver,Navajo,AZ,85941.0,(520) 338-4455,,,PAUL T. PRANGE,,,2014-02-10 19:05:38,,,,
312,BARBARA COOLEY,NO STREET ADDRESS,,Manuelito,Unknown,??,0.0,,,LIVES IN OREGON OR WASHINGTON,,,,2014-02-10 19:05:38,,,,
313,DARRIS MURPHY,NO STREET ADDRESS,,Cibeque,Navajo,AZ,85911.0,,,,,,,2014-02-10 19:05:38,,,,
314,REVEREND ROY O. HAWTHORNE,P.O. BOX 8440,,Houck,Apache,AZ,86506.0,(520) 688-2836,,"""RESIDENCE IN LUPTON, AZ""",,,,2014-02-10 19:05:38,,,,
315,JOHN YELLOWHORSE,P.O. BOX 168,,Houck,Apache,AZ,86506.0,(520) 688-2449,,"""RESIDENCE IN LUPTON, AZ""",,,,2014-02-10 19:05:39,,,,
316,"""EARL """"SMOKEY"""" TAYLOR""",P.O. BOX,,Sanders,Apache,AZ,86512.0,,,,,,,2014-02-10 19:05:39,,,,
317,BIA FT DEFIANCE AGENCY,NO STREET ADDRESS,,Fort Defiance,Apache,AZ,86504.0,(520) 871-5952,,,,,,2014-02-10 19:05:39,,,,
318,VAPOR. INC,4505 MILLWOOD CT NW,,Albuquerque,Bernalillo,NM,87120.0,,,,DENNIS BUCKMON SR,,,2014-02-10 19:05:39,,,,
319,BH AND VICTORIA BLAIR,NAVAJO RT 13,,Lukachukai,Apache,AZ,86507.0,(520) 787-2281,,,,,,2014-02-10 19:05:39,,,,
320,RON POWERS,"""ROUTE 1, BOX 18""",,Parker,La Paz,AZ,85344.0,(602) 662-4374,,,,,,2014-02-10 19:05:39,,,,
321,BUREAU OF RECLAMATION,"""AZ PROJECTS OFFICE
23636 NORTH 7TH STREET""",,Phoenix,Maricopa,AZ,85024.0,(602) 870-2100,,,,,,2014-02-10 19:05:39,,,,
322,Shell Oil Products. U.S.,P.O. Box 756,,Gilbert,,AZ,85229.0,(602) 395-2600,,,JOE AKEN,,,2014-02-10 19:05:39,,,,
323,FORT MCDERMITT PAIUTE-SHOSHONE TRIBE,P.O. BOX 457,,Mc Dermitt,Humboldt,NV,89421.0,(775) 532-8259,(775) 532-8903,,HELEN SNAPP,,,2014-02-10 19:05:39,,,,
324,PHILLIP FOUTZ,BOX 158,,Indian Wells,Navajo,AZ,86031.0,,,,,,,2014-02-10 19:05:39,,,,
325,MAE L. LITTLE,"""HC-70, BOX 03""",,Tonalea,Coconino,AZ,86044.0,,,,,,,2014-02-10 19:05:39,,,,
326,MARSHALL & DARREL ARVISO,P.O. BOX 908,,Crownpoint,Mckinley,NM,87313.0,(505) 786-5695,,,,,,2014-02-10 19:05:39,,,,
327,JOHN FENDENHEIM,"""WIWPUL DU'AG TRADING
HC02 BOX 7437""",,Sells,Pima,AZ,85634.0,(520) 383-5555,,,,,,2014-02-10 19:05:39,,,,
328,TEXACO INC.,P.O. BOX EE,,Cortez,Montezuma,CO,81321.0,(303) 565-8401,,"""ALTERNATE ADDRESS:
TEXACO EXPLORATION AND PRODUCTION INC
3300 N BUTLER
FARMINGHAM NM 87401""",ALVIN R. MARX,,,2014-02-10 19:05:39,,,,
329,PEABODY WESTERN COAL COMPANY (PWCC),1300 SOUTH YALE STREET,,Flagstaff,Coconino,AZ,86001.0,(520) 774-5253,(520) 773-4596,,,,,2014-02-10 19:05:39,,,,
330,ANNA LEE,BOX 361,,Saint Michaels,Apache,AZ,86511.0,,,,,,,2014-02-10 19:05:39,,,,
331,NAVAJO COMMUNICATIONS CO INC,NO STREET ADDRESS,,Window Rock,McKinley,AZ,86515.0,,,,,,,2014-02-10 19:05:39,,,,
332,LAFONT OF ARIZONA,P.O. BOX 175,,Kayenta,Navajo,AZ,86033.0,,,,,,,2014-02-10 19:05:39,,,,
333,LES PHILLIPS,MEXICAN SPRINGS TRADING POST,,Mexican Springs,Mckinley,NM,87320.0,(505) 733-2377,,,,,,2014-02-10 19:05:40,,,,
334,BLACK MESA PIPELINE COMPANY,BOX 678,,Kayenta,Navajo,AZ,86033.0,,,,,,,2014-02-10 19:05:40,,,,
335,VANDEVER,NO STREET ADDRESS,,Manuelito,Unknown,??,0.0,,,"""INFO FROM A.BOONE REVIEW OF NNEPA FILES 3/00.
MCK. Review in 3/02 shows only that a 7530-1 form is in the file. Per Boone's notes appears tanks are still in ground.  Request Ed add site to abandoned list.""",,,,2014-02-10 19:05:40,,,,
336,GILBERT BENN,"""BENCO'S FOOD & GAS
TOWNSHIP 40 SOUTH, RANGE 24 EAST
SLB&M""",,Montezuma Creek,San Juan,UT,84534.0,(970) 560-4526,,,,,,2014-02-10 19:05:40,,,,
337,NPS - CHACO CULTURE NHP,P.O. BOX 220,,Nageezi,San Juan,NM,87037.0,(505) 786-7014,,"""ALL 8 TANKS OUT PER NPS SANTA FE OFFICE 11/00.  WILL SEND PAPERWORK. Please note that 6 or the 8 tanks were heating oil and 2 were gasoline and diesel.  By letter dated June 16, 2003 from Stephanie Dubois of the National Park Service EPA received the closure records for the tank removal that occurred in 1998. For the past 2 years Mary Keil has requested closure records from the NPS (Joe Bruno). Mr. Bruno retired and after many requests the closure records were received, reviewed by Walter Guggenheimer and issued a NFA letter on 7/18/03.. MCK""",PAUL WHITEFIELD,,,2014-02-10 19:05:40,,,,
338,AUGUST RUDEAU,1116 BOGGIO DRIVE,,Gallup,Mckinley,NM,87301.0,(505) 863-6114,,,,,,2014-02-10 19:05:40,,,,
339,ED MICHAELS,NO STREET ADDRESS,,Prewitt,Mckinley,NM,87045.0,,,MCK. Ed Michaels is the operator/owner. Appears that 4 USTs were installed in 1982. Contact Baca Chapter at (505) 876-9917 to see if owner can be located.  Possibly add to Ed Addison's abandoned site list.,,,,2014-02-10 19:05:40,,,,
340,NEVADA DEPARTMENT OF TRANSPORTATION,1263 S. STEWART ST.,,Carson City,Carson City,NV,89712.0,(775) 888-7692,,"Used to be THOMAS WALL, (702) 687-5487. Updated on 6/2/15 with PYRA007 Notification Form information with current Hazardous Materials Supervisor",Rob Piekarz,,,2014-02-10 19:05:40,ACF,2015-06-25 08:29:45,rpiekarz@dot.state.nv.us,Government - State
341,PAUL TSO,NO STREET ADDRESS,,Chinle,Apache,AZ,86503.0,,,,,,,2014-02-10 19:05:40,,,,
342,"""REDD ENTERPRISES, INC.""",84 BIRCH,,Page,Coconino,AZ,86040.0,(602) 645-2707,,See contact info for address as of 01/01.,,,,2014-02-10 19:05:40,,,,
343,"""U.S. DEPARTMENT OF ENERGY, ALBUQUERQUE OPS OFFICE""",P.O. BOX 5400,,Albuquerque,Bernalillo,NM,87185.0,(505) 845-0011,,,FRANK LAFOLGER,,,2014-02-10 19:05:40,,,,
344,PITTSBURGH & MIDWAY COAL MINING COMPANY,6400 S. FIDDLERS GREEN CIRCLE,,Englewood,Arapahoe,CO,80111.0,(303) 930-3600,,,,,,2014-02-10 19:05:40,,,,
345,NAVAJO MOUNTAIN COMMUNITY SCHOOL,NR 16,,Manuelito,Unknown,??,0.0,,,,,,,2014-02-10 19:05:40,,,,
346,CAMPO BAND,NO STREET ADDRESS,,Manuelito,Unknown,??,0.0,,,,,,,2014-02-10 19:05:40,,,,
347,Fallon Paiute Shoshone Tribe,36190 Church Rd.,,Fallon,Churchill,NV,89406.0,(775) 423-6075,,,,,,2014-02-10 00:00:00,AFONG,2016-03-25 13:53:28,,
348,FIRST PRESBYTERIAN CHURCH,P.O. BOX 368,,Tuba City,,AZ,86045.0,(520) 283-5309,,,,,,2014-02-10 19:05:40,,,,
349,DAVID MONTIEL,10514 W. Via De Ventura,,Scottsdale,Maricopa,AZ,85256.0,(480) 949-0971,,,,,,2014-02-10 19:05:40,,,,
350,"""E Z TRANSMIX, INC.""","""P.O. BOX 390 
N. SIXTH STREET""",,Prescott,Yavapai,AZ,86302.0,(602) 445-3571,,,JIMMIE D. EISBERG,,,2014-02-10 19:05:40,,,,
351,HALLELUJAH CANYON CHURCH,"""OFF HWY 77 N OF JCT IR 15
NA AH TEE""",,Winslow,,AZ,86047.0,,,INFO BASED ON A.BOONE SITE VISIT 3/01.,,,,2014-02-10 19:05:40,,,,
352,SPRINGSTEAD TRADING POST,SPRINGSTEAD LOOP,,Church Rock,Mckinley,NM,87311.0,,,,,,,2014-02-10 19:05:40,,,,
353,PLATEAU/MALCO,"""SUBURBAN PROPANE
801 SOUTH CALIFORNIA AVENUE""",,Parker,La Paz,AZ,85344.0,(520) 669-5597,,PLATEAU/MALCO IS/WAS A DIVISION OF SUBURBAN PROPANE.  UNCLEAR WHETHER PLATEAU IS STILL IN BUSINESS - ACQUIRED BY THRIFTWAY.,,,,2014-02-10 19:05:40,,,,
354,KITSILI TRADING POST,"""OFF IR 41 NEAR CHAPTER HOUSE
BLACK MESA""",,Pinon,Navajo,AZ,86510.0,,,,,,,2014-02-10 19:05:41,,,,
355,DEAN KIRK,MANUELITO,,Gallup,Mckinley,NM,87301.0,,,"""3/28/02  (MCK) Facility is physically located in Manuelito, New Mexico which is 12 miles west of Gallup.  Per Boone's notes it looks like it could be on Santa Fe Railroad right of way.  I told Tom Gray about this site and he is going to contact a nun Sister Mary Louise who has a school next to site. Her number is (505) 863-1918.""",,,,2014-02-10 19:05:41,,,,
356,CANONCITO TRADING POST,"""WEST SIDE OF MAIN ROAD
CANONCITO""",,Laguna,Cibola,NM,87026.0,,,"""MCK. Appears abandoned. No inspection, no notification. There were some past owners names? Orlando and Leon Sacatero.  Maybe Navajo EPA can contact or has means of contacting them.""",,,,2014-02-10 19:05:41,,,,
357,HUBERT LEWIS,P.O. BOX 453,,Tuba City,,AZ,86045.0,,,,,,,2014-02-10 19:05:41,,,,
358,MONTANOS AUTO SERVICE CENTER,P.O. BOX 309,,Shiprock,San Juan,NM,87420.0,(505) 368-5261,,,CYNTHIA AND BEN MONTANOS,,,2014-02-10 19:05:41,,,,
359,"""JOHNSON, DAVE""",34-600 MISSION HILLS DRIVE,,Rancho Mirage,Riverside,CA,92270.0,(760) 202-4531,,,,,,2014-02-10 19:05:41,,,,
360,COYOTE VALLEY TRIBE,7751 NORTH STATE STREET,,Redwood Valley,Mendocino,CA,95470.0,,,,"""TAPIA, RICARDO""",,,2014-02-10 19:05:41,,,,
361,DAMON PRIETO,"""73-625 HIGWAY 111
ST """"G""""""",,Palm Desert,Riverside,CA,92260.0,(760) 776-6768,,,GEO PETRO,,,2014-02-10 19:05:41,,,,
362,CAOL MINE MESA,NONE LISTED,,Tuba City,,AZ,86045.0,,,"""US HWY 264, 20 MILES E. OF TUBA CITY, AZ""",,,,2014-02-10 19:05:41,,,,
363,WHITE MOUNTAIN APACHE TRIBE,PO BOX,,Whiteriver,Navajo,AZ,85941.0,,,"""NEW CHEVRON FACILITY
AT NORTH FORK
APACHE OWNED
LETTER OF 08/13, 2001""",KIRK MASSEY,,,2014-02-10 19:05:41,,,,
364,RODNEY D. RUST,216 RIVERSIDE DRIVE,,Parker,La Paz,AZ,85344.0,(928) 669-5595,,,RODNEY RUST,,,2014-02-10 19:05:41,,,,
365,"""WOODY'S ENTERPRISE, LTD""",580 W. WICKENBURG WAY,,Wickenburg,Maricopa,AZ,85390.0,(928) 669-8792,,,LANA WARNICKI,,,2014-02-10 19:05:41,,,,
366,"""PARKER OIL PRODUCTS, INC""",508 CALIFORNIA AV,,Parker,La Paz,AZ,85344.0,(928) 669-2617,,,RICK FUSCARDO,,,2014-02-10 19:05:41,,,,
367,TERRIBLE HERBST OIL COMPANY,1001 CALIFORNIA AV,,Parker,La Paz,AZ,85344.0,(702) 748-6400,,GET CORRECT ADDRESS FROM FILE,ROBERT LASZCIC,,,2014-02-10 19:05:41,,,,
368,RINCON INDIAN TRIBE,"""STAR ROUTE BOX 175
33509 Valley CenterRoad""",,Valley Center,San Diego,CA,92082.0,(706) 749-4972,,NEW LISTING 04/01/02,FRANK MAZZETTI,,,2014-02-10 19:05:41,,,,
369,SHIPROCK TRADING CO.,PO BOX 3379,,Shiprock,San Juan,NM,87420.0,(800) 210-7847,,,,,,2014-02-10 19:05:41,,,,
370,ELKO BAND,P. O. BOX 748,,Elko,Elko,NV,89801.0,(775) 738-8889,,NOTE: CHECK UPON SECOND STATION ON INDIAN LAND @ 2211 N. FIFTH ST. APPEARS CLOSED.,DAVIS GONZALES,,,2014-02-10 19:05:41,,,,
371,RICHARD MIKE,"""BURNSIDE JCT.
PO Box 1217""",,Kayenta,Navajo,AZ,86033.0,(928) 697-3613,,,,,,2014-02-10 19:05:41,,,,
372,Smith River Rancheria,250 North Indian Rd,,Smith River,Del Norte,CA,95567.0,(707) 487-9255,,,Roy Boise,,,2014-02-10 19:05:41,,,,
373,"""Gulf, Tohatchi""",Highway 666,,Tohatchi,,NM,87325.0,,,No tank notification form. Info only from Boone. Appears tanks were there/removed? No closure information or NFA. MCK,Tohatchi Chapter House,,,2014-02-10 19:05:41,,,,
374,Chevron Products Company,13  South Beach Boulevard,,La Habra,Orange,CA,90632.0,(562) 694-9482,,,Roland Mora,,,2014-02-10 19:05:41,,,,
375,Shoshone Paiute Tribes,Nevada Highway 225,,Owyhee,Elko,NV,89832.0,,,,,,,2014-02-10 19:05:41,,,,
376,Kwahn Corporation,PO Box 1087,,Burney,Shasta,CA,96013.0,,,,,,,2014-02-10 19:05:41,,,,
377,SUSANVILLE INDIAN RANCHERIA TRIBE,745 Joaquin St.,,Susanville,Lassen,CA,96130.0,(530) 257-6264,,,,,,2014-02-10 19:05:41,,,,
378,ELY SHOSHONE TRIBE,No. 16 Shoshone Circle,,Ely,White Pine,NV,89301.0,,,,,,,2014-02-10 19:05:41,,,,
379,MOAPA BAND OF PAIUTES,P.O. BOX 56,,Moapa,Clark,NV,89025.0,(702) 865-2787,,,EUGENE TOM,,,2014-02-10 19:05:41,,,,
380,ELI WILLIAMS,State Hwy 264,,Ganado,Apache,AZ,86505.0,,,,,,,2014-02-10 19:05:41,,,,
381,CABAZON BAND OF MISSION INDIANS,84-245 Indio Springs Pkwy.,,Indio,,CA,92203.0,(760) 342-2593 x84781,,,,,,2014-02-10 19:05:41,,,,
382,YUROK TRIBE OF CALIFORNIA,517 THIRD STREET,,Eureka,Humboldt,CA,95501.0,,,,SUSIE LONG,,,2014-02-10 19:05:42,,,,
383,BUREAU OF INDIAN AFFAIRS (BIA) - HOPI AGENCY,"""P.O. BOX 568
100 Main St.""",,Keams Canyon,Apache,AZ,86034.0,(928) 738-2262,,,ALPH SECAKUKU,,,2014-02-10 19:05:42,,,,
384,Craig & Mark McDowell,"""9735 N. 90 Pl, Suite 250""",,Scottsdale,Maricopa,AZ,85258.0,(480) 990-0314 ext.111,,,,,,2014-02-10 19:05:42,,,,
385,MOUNTAIN COUNTIES SUPPLY COMPANY,6920 Lockheed Dr.,,Redding,Shasta,CA,96002.0,(530) 226-2224,,,,,,2014-02-10 19:05:42,,,,
386,"""LOVE'S TRAVEL STOPS & COUNTRY STONES, INC""",10601 North Pennsylvania Ave.,,Oklahoma City,Oklahoma,OK,73120.0,(405) 302-6640,,,,,,2014-02-10 19:05:42,,,,
387,TORRES MARTINEZ DESERT CAHUILLA INDIANS,PO Box 1160,,Thermal,Riverside,CA,92274.0,(760) 397-8145,,,,,,2014-02-10 19:05:42,,,,
388,BYRON KOOTSWATEWA,unknown deceased,,Hotevilla,Navajo,AZ,86030.0,,,,,,,2014-02-10 19:05:42,,,,
389,Fallon Tribal Development Corp.,565 Rio Vista Drive,,Fallon,Churchill,NV,89406.0,(775) 423-6075,,,,,,2014-02-10 19:05:42,,,,
390,BLUE LAKE RANCHERIA,PO Box 428,,Blue Lake,Humboldt,CA,95525.0,(707) 608-5101,,,,,,2014-02-10 19:05:42,,,,
391,FORT INDEPENDENCE INDIAN RESERVATION,131 N. Hwy 395,,Independence,Inyo,CA,93526.0,(760) 878-2351,,,,,,2014-02-10 19:05:42,,,,
392,Jackson Rancheria Band of Miwok Indians,12222 New York Ranch Road,,Jackson,Amador,CA,95642.0,(209) 223-8714,,,,,,2014-02-10 19:05:42,,,,
393,Bear River Band of the Rohnerville Rancheria,P.O. Box 731,,Loleta,Humboldt,CA,95551.0,(707) 733-1900,(707) 733-9417,,,,,2014-02-10 19:05:42,,,,
394,Larry Hendrix,,,Klamath,Del Norte,CA,95548.0,,,,,,,2014-02-10 19:05:42,,,,
395,Elbridge Poocha,,,Polacca,Navajo,AZ,86042.0,,,,,,,2014-02-10 19:05:42,,,,
396,Wild Horse Pass Development Authority / GRIC,5350 N. 48th Street,,Chandler,Maricopa,AZ,85226.0,(520) 796-5389,,,,,,2014-02-10 19:05:42,,,,
397,Stanley Dashee,,,Polacca,,AZ,,,,,,,,2014-02-10 19:05:42,,,,
398,Perry Sehongva,State Route 264,,Hotevilla,,AZ,,,,,,,,2014-02-10 19:05:42,,,,
399,Ash Creek Livestock Association,San Carlos Ave.,,San Carlos,Gila,AZ,85550.0,,,,,,,2014-02-10 19:05:42,,,,
400,Slaughter Mountain Livestock Association,San Carlos Ave.,,San Carlos,Gila,AZ,85550.0,(928) 475-2241,,,,,,2014-02-10 19:05:42,,,,
401,Chemehuevi Indian Tribe,,,,,,,,,,,,,2014-02-10 19:05:42,,,,
402,"""REDCO, Rincon Band of Luiseno Indians""","""33750 Valley Center Road 
P.O. Box 68""",,Valley Center,San Diego,CA,92082.0,(760) 749-1051,,,,,,2014-02-10 19:05:42,,,,
403,Tonto Apache Tribe,"Tonto Reservation, #30",,Payson,Gila,AZ,85541.0,928-474-5000,928-474-2000,,,,RJAMISON,2014-03-07 10:53:54,,,,
404,Ak-Chin Indian Community,47021 W. Farrell Road,,Maricopa,,AZ,85139.0,520-568-1650,,,,,RJAMISON,2014-05-23 12:04:19,,,,
405,"Lone Butte Trade Center, LLP",1188 S. 56th Street,,Chandler,Maricopa,AZ,85226.0,480-949-0971,,Paul Velasco is the C.O.O.,Paul Valasco,,ACF,2014-06-27 10:53:23,,,,
406,Red Mesa Trading Co. Inc.,"501 Airport, Suite 100",,Farmington,,NM,87401.0,505-564-6805,,Craig Callaway is the President of Red Mesa Trading Co. Inc.,Craig Callaway,,AFONG,2014-07-01 09:42:54,,,,
407,"Red Mesa Trading Company, Inc",501 Airport Dr.,Suite 100,Farmington,,NM,87401.0,(505)327-5156,,Dates of Lease: 12/12/02 - 12/11/27. Contact person is Craig Callaway (President),Craig Callaway,,ACF,2014-09-04 12:56:51,,,,
408,Tohono O'Odham Nation,HC 01 Box 8300,,Sells,Pima ,AZ,85634.0,520-362-2442,,Contact info for contact name is different:  PO Box 837 Sells AZ 85634  520-383-8681,Laurie Suter,,MWHALEN,2014-09-05 11:11:51,,,,
409,"CarMax Auto Superstores West Coast, Inc",12800 Tuckahoe Creek Pkwy,,Richmond,,,23238.0,804-747-0422 Ext. 6115,,Contact Person in charge of tanks (Johanna Griscik) is the Environmental Program Manager,Johanna Griscik,,AFONG,2014-11-24 12:46:22,,,,
410,"Fort McDermitt Travel Plaza Enterprise, dba Red Mountain Travel Plaza Enterprise",401 South Reservation Road,,McDermitt,Humboldt,NV,89421.0,775-532-4400,,"Contact person in charge of tanks (Pollyanna Rowley) is the manager.  Owner's authorized representative is Wilson Crutcher, President, Board of Directors, Fort McDermitt Travel Plaza. ",Pollyanna Rowley,,AFONG,2014-11-24 13:03:02,,,,
411,Gila River Indian Community,"5350 N. 48th St., Ste. 210",c/o Wild Horse Pass Development Authority,Chandler,Maricopa,AZ,85226.0,480-717-7200,,Contact person in charge of the tank (Jassi Dhatt) is the District Manger,Jassi Dhatt,,AFONG,2014-11-24 13:18:06,,,,
412,Akimel Enterprise LLC,4231 W. Riggs Road,,Chandler,Maricopa,AZ,85248.0,520-796-2171,,"Contact Gary Nelson is the Manager, and can be reached at (602)327-0578",Gary Nelson,,AFONG,2015-01-12 14:56:40,,,,
413,"Ultramar, Inc.",525 W Third St,,Hanford,,CA,93230.0,210.345.4663  ,,"Purchased from Bingo/Telum in 1986.
Correction to facility ownership records by r Jamison.",Shay Wideman,,RJAMISON,2015-02-03 11:34:13,RJAMISON,2017-04-20 15:21:47,Shay.Wideman@valero.com,
414,"Bingo/Telum, Inc.",,,Salt Lake City,,UT,,,,"Facility update by R Jamison 2/3/2015 based on paper files and PSA submitted by Ultramar in late 2014.
Start date is approximate.",Earl K. Cook,,RJAMISON,2015-02-03 11:51:27,,,,
415,Robinson Rancheria,1545 East Hwy 20,PO Box 4015,Nice,,CA,95464.0,(707)275-0527,,Contact is Tribal Project Manager,Earlene Drapeau,,ACF,2015-03-11 12:00:33,,,,
416,Cedarville Rancheria,300 W. First St.,,Alturas,,CA,96101.0,(530) 279-2022,,,Melinda Dollarhide,,MWHALEN,2015-07-23 11:57:34,,,,
417,Grand Canyon Robert Corporation,16500 E. Hwy 66,,Peach Springs,Mohave,AZ,,(928) 769-2419 ,,,Doug Berggran,,MWHALEN,2015-07-23 14:17:25,,,,
418,"Michael Hunter, Executive Director",P. O. Box 388,,Calpella,Mendocino,CA,95418.0,(707) 485-8723,,,Michael Hunter,,MWHALEN,2015-08-14 17:47:54,,,,
419,Mark Winter,,,,,,,,,,,,MWHALEN,2015-09-11 11:38:53,,,,
420,"Washoe Travel Plaza Realty, LLC",919 US Hwy 395 South,,Gardnerville,Douglas,NV,89410.0,775-265-8800,,Operations Manager & Director of Business Operations,Greg Weyland,,KHARRINGTON,2016-01-06 14:58:07,,,,
421,Mountain Sky Travel Center,52702 Highway 371,,Anza,Riverside,CA,92539.0,1-888-371-2692,,Contact is Travel Center Mananger,Lynnette Smith,,KHARRINGTON,2016-01-28 15:21:01,,,,
