release_priority_id,release_id,rank_date,rank_score,soil_contam_observed,gw_contam_observed,primary_coc,limited_source_rem,gw_used,gw_assess_uncertainty,vapor_intrusion_pathway,vi_assess_uncertainty,direct_contact_pathway,direct_contact_uncertainty,other_pathway_desc,other_pathway_certainty,other_pathway_likelihood,closest_receptor_well_lat,closest_receptor_well_long,impacted_well,dw_exposure_control,future_use_impaired,future_use_5yr,residual_napl,napl_migrating,ranking_narrative,created_by,created_date,updated_by,updated_date,priority_for_tribe
227,486,2014-11-21,5,Y,N,TPH-G,N,Likely,Medium,Not Likely,Medium,Not Likely,Medium,"Surface water 75 feet downhill, but not used.",Medium,Possible,37.01648,-110.798778,N,Y,N,N,None,N,"On 9/24-26/14, Souder Miller Associates (SMA) conducted a site assessment that included collecting soil samples from 3 soil borings in the vicinity of the former dispenser, and collecting water samples from 2 nearby drinking water wells. Although some PID readings in soil were elevated (maximum 4,796 ppm), the laboratory results for the soil samples showed no exceedances of EPA's residential RSLs except for GRO and arsenic. Patrick Wilson clarified on 11/21/14 that EPA Superfund is actually using a 20-24 ppm arsenic screening level, as opposed to the listed 0.67 ppm residential RSL for arsenic. The chromium RSL listed by SMA is really for chrome 6, not chrome 3, which has a residential RSL of 120,000 ppm. Lastly, the analytical results for the water samples from the drinking water wells showed no hydrocarbon detections or MCL exceedances. The nearest drinking water well is BIA's ""New Well"", which is located approximately 275 feet west of the former dispenser area (C. Prokop).",CPROKOP,2014-11-21 17:26:09,,,
228,544,2014-11-24,5,Y,N,Other,N,Not Likely,ERROR,Possible,Medium,Not Likely,Low,,Low,Not Likely,,,,,N,N,None,N,"Some high level PID reading in soil at 15' bgs, but mainly localized small area. Direct exposure is not an issue because contamination is at 15' depth.  The house is on concrete slab and the edge nearest to the contaminated area is about 20' feet away. Vapor intrusion is likely because of the house's distance to the former USTs and the USTs long-residence underneath the ground but should be minimal because of the depth of contamination and the absence of NAPLs.   ",TSALIRE,2014-11-24 15:16:42,,,
229,701,2014-11-25,4,N,N,Benzene,N,Not Likely,Low,Not Likely,Low,Not Likely,Low,,Low,Not Likely,,,,,Y,N,None,N,"Low level benzene and toluene in soil @ 7 ' bgs;  below RSL.  UST remained in the ground with petroleum-contaminated sludge.  No NAPLs, groundwater not encountered.  However, the presence of the UST in the property is likely to impair future land use if it will involve excavation of the UST location.",TSALIRE,2014-11-25 11:24:41,,,
230,277,2014-12-05,2,Y,Y,Benzene,N,Possible,Medium,Possible,Medium,Possible,Medium,,NA,NA,,,,,Y,Y,Measurable,N,"This is a PRELIMINARY review of the new Site data because NONE of the fixed-lab, analytical results for groundwater were available as of the date of this ranking (12/5/14). On 11/11-13/14, the Army Corps' contractor sampled the 5 exisitng MWs, installed/sampled a new 6th MW, collected/analyzed soil samples from 6 borings (mobile lab), collected/analyzed soil vapor samples from 6 probes (mobile lab), and collected a water sample from the Tribe's Seibu drinking water well. 1.3 feet of free product was found in MW-4, and naphthalene exceeded the Residential RSL in soil samples from 4 soil borings. Benzene was detected in soil vapor samples from 3 soil vapor probes (1 probe was near Delvin Kane's home). The ranking was dropped from 1 to 2 because there does not appear to be any evidence of significant NAPL moving toward receptors. A further ranking drop from 2 to 3 is possible if the forthcoming analytical results demonstrate a stable plume and no drinking water well impact (C.Prokop).",CPROKOP,2014-12-05 13:14:38,,,
234,391,2015-06-16,4,Y,Y,Benzene,N,Not Likely,Low,Not Likely,Medium,Not Likely,Medium,,NA,NA,,,,,N,N,Sheen,N,"No human exposures. No impacted wells (outside of the leak detection well in the tank pit). Continued use as a gas station not impaired. As confirmed by 3+ years of quarterly groundwater monitoring--including 2 new monitoring wells that resolve uncertainty in groundwater flow patterns--contamination is restricted by clay soils to the pea gravel surrounding 3 operating USTs. Based on tank integrity and line leak detector tests forwarded by the consultant, we can be confident this release is not ongoing. Ranked 4 instead of 5 because residual NAPL is present, slowly moving out of soil and into standing water in the tank pit.",KDIXON,2015-06-16 18:14:33,,,
232,549,2014-12-12,2,Y,Y,Benzene,Y,Possible,Medium,Possible,Medium,Not Likely,Low,Puerco River 0.34 mile south,High,Likely,,,N,N,Y,Y,None,N,"Nearest receptor well is 0.2 mile south of store - downgradient, active municipal well (Church Rock-south well).
There is an inactive municipal well that is o.1 mile downgradient of the site (NTUA-north well).  
Benzene and MTBE could have or have reached these wells.  ",TSALIRE,2014-12-12 15:10:08,,,
233,477,2015-03-30,2,Y,Y,Benzene,N,Not Likely,Low,Possible,Medium,Not Likely,Low,,Low,Not Likely,,,N,N,N,N,Measurable,N,"Product in LNAPL in 4 wells, down from 11 at historic high. 4 wells are near Extraction wells south of highway, not near receptors. PWS are cross-gradient. Site is well outside 50-year capture zone for Moenkopi PWS wells and site is ~1,400 feet upgradient of the Moenkopi Springs capture zone.  Vapor Intrusion is a possibility  at southern edge of plume and if/when structures are developed atop site. Future development will need to take PVI mitigation into account in A&E but development is possible. ",RJAMISON,2015-03-30 10:11:34,RJAMISON,2015-03-31 15:16:31,
235,608,2015-06-23,3,N,N,TPH-G,N,Not Likely,Medium,Possible,High,Not Likely,Low,construction owker exposure if excavated,Low,Not Likely,,,N,,Y,N,None,N,"Tank still buried in ground, adjacent building is not built on cocnrete slab, floor is dirt fllor so if UST is/was leaking then VI is likely.  Latest site visit did not indicate that residents have problem with vapor issues. It seemed that the site is located in a highly drained area so contamination if it existed should be washed away and will not stay in soil and groundwater directly beenath the site.  But all of these are assumptions based on site reconnaissance without actual data to validate them. Ranked 3 because of uncertainty of status of UST and the environment surrounding UST.   ",TSALIRE,2015-06-23 10:14:34,,,
236,493,2015-06-23,4,Y,N,Benzene,Y,Likely,Low,Not Likely,Low,Not Likely,Low,,Medium,Not Likely,,,N,N,N,Y,None,N,"Based on the March 2015 iina'ba report, benzene above NNEPA standards remains in one well, MW-18; Elevated dissolved-phase petroleum compound concentrations are reported in monitoring well MW-18; Currently, benzene concentrations exceed the NNEPA Water Cleanup Standard of 5.0 at 260 ug/g. Dissolved phase in soils not groundwater.  no NAPL. Future use is not impaired. 
Municipal well is 0.345 miles to west of site (direction of groundwater flow) but all wells between site and municipal wells are non-detect. 
er liter (ug/L) in monitoring well MW-18;",RJAMISON,2015-06-23 12:59:45,RJAMISON,2015-06-23 13:01:43,
237,560,2015-06-30,3,Y,Y,Benzene,Y,Possible,Low,Not Likely,Low,Not Likely,Low,,Medium,Not Likely,3.694621,-109.341497,N,Y,Y,N,Sheen,N,Post-Dual Phase Vapor Extraction system monitoring demonstrates NAPL (sheen) formerly in 5 GWM wells now remains in only one well (MW-2).  Significant reduction in mass across site; contamination remains and additional wells may be needed across  Route 7 and C Streets to discern Northern & Eastern Boundary.  But the plume is not threatening the PWS wells which are 0.3854 miles upgradient of the site on the school property.  A Tribal O&M well is downgradient 0.43677 miles NE of site. ,RJAMISON,2015-06-30 08:39:27,,,
238,383,2015-07-14,4,Y,Y,Benzene,Y,Not Likely,Low,Not Likely,Low,Not Likely,Low,,Low,Possible,,,,,Y,N,None,N,Most recent reports demonstrate site is largely remediated north of S HWY 264; plume remains above applicable standards at  Tuuvi Travel Center.  No NAPL; receptors (springs & PWS) not affected. No development  plans at this time for the area. ,RJAMISON,2015-07-14 16:09:59,,,
239,384,2015-07-14,4,Y,Y,Benzene,Y,Not Likely,Low,Not Likely,Low,Not Likely,Low,,Low,Not Likely,,,,,Y,N,None,N,Most recent reports demonstrate site is largely remediated north of S HWY 264; plume remains above applicable standards at  Tuuvi Travel Center.  No NAPL; receptors (springs & PWS) not affected. No development  plans at this time for the area. ,RJAMISON,2015-07-14 16:11:30,,,
240,771,2015-08-19,3,Y,N,Benzene,Y,Likely,High,Likely,High,Likely,Medium,,Medium,Possible,,,,,N,N,None,N,"5 of 26 soil borings above applicable cleanup goals.
No groundwater encountered, borings at 40' bgs
soil staining & odors noted in bore logs down to 30 bgs",RJAMISON,2015-08-19 14:00:24,,,
241,434,2015-10-30,4,Y,Y,Benzene,Y,Possible,Medium,Not Likely,Medium,Not Likely,Low,,Low,Not Likely,,,,,N,N,None,N,"Only one (1) onsite groundwater monitoring well (MW-5) and one (1) offsite groundwater
monitoring well (MW-7) contain dissolved-phase petroleum compound concentrations that
exceed the current NNEPA Water Cleanup Standards.
The direct (in-situ) injection of remediation compound will be scheduled for the early part of the fourth
quarter of 2015 (November),",RJAMISON,2015-10-30 13:57:03,,,
242,401,2015-10-15,2,N,Y,Benzene,N,Possible,High,Not Likely,Low,Not Likely,Low,,NA,NA,,,,Y,Y,Y,Measurable,Y,"Two new soil borings were drilled and converted to monitoring wells (10 and 11) to determine the continuity of LNAPL at the site (previously found at MW7 in the last sampling event MW 5R). In SB10, impacts between 162 - 15,000 ppm were detected with PID between 50-80 ft bgs, with the max at 80 ft bgs.  In SB11, impacts between 101 - 445 ppm were detected with PID between 65-80 ft bgs, with the max at 70 ft bgs. 

All existing MWs were sampled and 22"" of yellow fuel was found in MW 5R (previously had 0.0833 ft in March 2012); after another 3 pulls 27"" was received.  This greatly exceeded the historical maximum free product of 0.97 ft observed in MW7. They collected a sample of the fuel to hold for testing and set a free product recovery canister in the well. There is high uncertainty as to the source and extent of this newly discovered spike in free product. ",AFONG,2015-12-01 09:07:02,AFONG,2015-12-01 09:10:07,
243,449,2015-12-07,1,Y,Y,TPH-G,N,Likely,Low,Possible,High,Not Likely,Medium,PWS wells and Pueblo Wash,Low,Likely,,,,,Y,Y,ERROR,,"The presence of several municipal wells in shallow aquifer downgradient of the site.
Source of water for nearby Navajo communities.",TSALIRE,2015-12-07 14:28:08,,,
244,499,2015-12-30,5,Y,N,Benzene,N,Not Likely,Low,Not Likely,Low,Not Likely,Low,,Low,Not Likely,,,N,N,N,N,None,N,Site eligible for NFA on federal criteria but not based on NNEPA 2012 cleanup standards.  NNEPA plans to exacavate at some point and review closure. ,RJAMISON,2015-12-30 13:35:35,,,
245,772,2013-03-26,2,Y,Y,Benzene,Y,Likely,Medium,Possible,High,Possible,Medium,,Medium,Possible,,,,,Y,Y,Measurable,N,2nd Release at site (prior one in 1986).  ,RJAMISON,2016-03-24 08:59:36,,,
246,509,2016-05-11,4,Y,Y,Benzene,Y,Not Likely,Medium,Not Likely,Low,Not Likely,Low,,Low,Not Likely,,,N,,Y,N,None,N,"Soil contamination is well-defined, and largely between 7-12 feet below ground surface.  The planned removal of 2000 cubic feet will soon address soil contamination for this site. May 2015 groundwater sampling indicated that residual benzene contamination still exists at the southeast corner of OU1 and downgradient to the south/southeast. This remaining contamination is newly discovered, but isolated and very likely stable given the age of the release. It is potentially comingled with AST releases to the south and southeast (OU3 and OU2, respectively) whose remediation is really driving activities at this site.",KDIXON,2016-05-11 16:11:06,KDIXON,2016-05-11 16:11:47,
247,326,2016-06-01,3,Y,Y,Benzene,Y,Not Likely,Low,Not Likely,Low,Not Likely,Low,,Low,Not Likely,,,,,Y,Y,Sheen,N,High levels of benzene in groundwater and plume moving/increasing in downgradient MWs although no downgradient receptors are present. Having an IC in place and 5-year review of site is necessary before this site can be re-ranked.    ,TSALIRE,2016-06-01 13:19:05,,,
248,315,2016-06-01,4,Y,Y,Benzene,Y,Possible,Low,Possible,Medium,Possible,Medium,surface water ,Medium,Likely,,,,,Y,Y,None,N,"Plume is not moving, there's no NAPL floating in groundwater.  An SVE will be in place to remove the residual hydrocarbons in soil and groundwater. ",TSALIRE,2016-06-01 13:24:15,TSALIRE,2016-06-01 13:25:26,
249,621,2016-06-01,3,Y,Y,Benzene,N,ERROR,High,Possible,High,Possible,High,,High,Likely,,,,,,,None,Y,"Suspected release site.  USTs operational at site in 1980s; current UST status unknown.
Inactive Navajo well (Tees) 2,325 feet from location.  No observable NAPL or sheen reported.  Releases to soil and groundwater unknown.  Site <1,000 feet from seasonal Tees Toh Wash. ",RJAMISON,2016-06-01 17:08:38,RJAMISON,2016-06-01 17:15:29,
250,528,2016-06-02,5,N,N,ERROR,N,Possible,High,Not Likely,Low,Not Likely,Low,,Low,Not Likely,,,,,N,N,None,,Recent investigation (May 2016) by ADOT revealed no tanks are left in the ground.,TSALIRE,2016-06-02 15:21:35,,,
251,608,2016-06-02,5,N,,ERROR,,Possible,Low,Not Likely,Low,Not Likely,Low,,Low,Not Likely,,,,,N,N,ERROR,N,Recent investigation by iina'ba' revealed no tanks left in the ground.  No soil contamination related to petroleum hydrocarbons detected.,TSALIRE,2016-06-02 15:25:26,,,
252,292,2016-06-02,3,Y,Y,Benzene,N,Not Likely,Medium,Likely,Medium,Not Likely,Medium,irrigation canal,Low,Likely,,,,,Y,N,None,Y,Contamination in soil and groundwater.  Drinking water provided by PWS. No residences in area.  Largely commercial area. Use of property not impacted. Site abuts drainage canal. ,TSALIRE,2016-06-02 15:49:10,RJAMISON,2017-06-21 18:24:12,
253,418,2016-06-07,4,Y,Y,Other,N,Not Likely,Medium,Possible,Medium,Not Likely,Medium,Unknown,Medium,Not Likely,,,N,Y,Y,Y,None,N,"The April/May 2015 site assessment showed no MCL exceedances in the monitoring wells in the shallow, perched groundwater. The soil sampling only showed some low level exceedances of the residential RSLs at 10' and 15' bgs, but there are no complete direct exposure pathways at these depths. There were exceedances of NNEPA's 6.2 ppb groundwater cleanup standard for naphthalene in wells MW-7 (55 ppb) and MW-1R (22). However, Fort Defiance is on NTUA's public drinking water supply system, and the nearest NTUA drinking water wells are over 1.4 miles west and southwest of the Site. IHS has indicated that it has no plan to change the current use of the Site as a storage facility for equipment/supplies. ",CPROKOP,2016-06-07 12:35:23,CPROKOP,2016-06-07 13:19:07,
254,776,2016-06-09,5,N,N,TPH-G,,Not Likely,Low,Not Likely,Low,Not Likely,Low,,NA,NA,,,,,N,N,None,N,"Surface spill estimated to be 25 gallons. Circle K personnel applied absorbent materials, and the concrete/asphalt surface cover appears to have prevented gasoline constituents from reaching soils. Containment was confirmed by soil samples taken 1.5 and 4 ft below ground surface at 6 locations underneath the asphalt. A pending NFA letter will address both this and the larger October 2013 release.",KDIXON,2016-06-09 16:50:25,KDIXON,2016-06-09 16:51:16,
255,470,2016-08-12,3,N,Y,MtBE,N,Not Likely,Medium,Not Likely,Low,Not Likely,Low,,NA,NA,,,,,Y,N,None,N,"Offending USTs have long since been replaced at this operating gas station, but the MTBE plume continues to migrate offsite. Eight years of AS/SVE operation has likely addressed near surface soil contamination, and it appears to have addressed the benzene contamination in groundwater (but not the MTBE). The network of monitoring wells needs to be expanded and the remediation system revisited, or else the bulk of the MTBE contamination (~5000 ppb) will slowly move past the existing monitoring network. No supply wells exist downgradient--or within a few miles in any direction, for that matter--but future use of the groundwater is impaired. Biodegradation has not been evident at this site, or other sites in the Tuba City area.",KDIXON,2016-08-12 13:16:59,,,
256,295,2016-11-29,4,Y,N,MtBE,Y,Likely,Medium,Not Likely,Medium,Not Likely,Low,,Low,Likely,,,,,N,Y,None,N,"Two years of groundwater monitoring have found MtBE at levels far below the recommended health health level (which is 14 ug/L).  The highest reading in the drinking water well is now 2.3 ug/L.
no BTEX findings.  11/29/2016 R JamisondDiscussion with Land Toxicologist (P. Wilson, Ph.D.) supported no further action finding. ",RJAMISON,2016-11-29 14:29:26,,,
257,774,2014-04-02,5,Y,,Benzene,,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,,NA,NA,,,,,,,ERROR,,Decided on 4/2/14 after evaluating that there were 2 releases at the site (1994 and 2001 UST Removal) ,RJAMISON,2017-01-05 13:45:51,RJAMISON,2017-01-05 13:46:05,
258,470,2017-02-10,3,N,Y,MtBE,N,Not Likely,Medium,Not Likely,Medium,Not Likely,Medium,,Medium,Not Likely,,,,,Y,N,None,N,"Offending USTs have long since been replaced at this operating gas station, but the MTBE plume continues to migrate offsite. Eight years of AS/SVE operation appears to have addressed near surface soil contamination, and onsite groundwater contamination is no longer a concern. The network of monitoring wells has been expanded and the RP has committed to attempting in-situ chemical oxidation to address offsite residual contamination. Otherwise, MTBE ~5000 ppb) will continue to move past the expanded monitoring network. No supply wells exist downgradient--or within a few miles in any direction, for that matter--but future use of the groundwater is impaired. Biodegradation has not been evident at this site, or other sites in the Tuba City area.",KDIXON,2017-02-10 11:20:42,,,
259,509,2017-02-13,4,Y,Y,Benzene,N,Not Likely,Low,Not Likely,Medium,Not Likely,Low,,Medium,Not Likely,,,,,Y,N,None,N,"Contaminated soil has been removed to the extent possible at OU1 (the only portion of this site that had USTs). A portion of Oak Street on the eastern boundary of OU1 could not be excavated due to its designation as an emergency route, and a small amount of residual contamination from former USTs appears to remain here. MW-302 picked up 88 ppb benzene in November 2016, but adjacent wells are clean. DRO and naphthalene downgradient due to former ASTs at OU2 and OU3 are driving bioremediation plans for this site.",KDIXON,2017-02-13 17:01:58,,,
260,449,2017-05-09,4,Y,N,Benzene,,Possible,Low,Possible,Medium,Not Likely,Low,,Low,Not Likely,,,,,N,,None,N,"GW not encountered in site assessment, contamination limited to UST basin and no GW impacts ",LTU,2017-05-09 13:16:28,,,
261,369,2017-06-13,3,Y,Y,Benzene,Y,Likely,Low,Not Likely,Low,Not Likely,Low,,Low,Not Likely,,,N,,N,Y,Sheen,N,"RPs implementing CAP; approved 4/2017. 
PWS wells not impacted; vapor intrusion analysis undertaken; Site remains commercial/industrial refining facility and retail gasoline resale point. Shallow groundwater contaminated but not used. Deep groundwater used for PWS system is not impacted. ",RJAMISON,2017-06-13 16:00:20,RJAMISON,2017-06-13 16:04:59,
262,370,2017-06-13,3,Y,Y,Benzene,Y,Likely,Low,Not Likely,Low,Not Likely,Low,,Low,Not Likely,,,N,,N,Y,Sheen,N,"RPs implementing CAP; approved 4/2017. 
PWS wells not impacted; vapor intrusion analysis undertaken; Site remains commercial/industrial refining facility and retail gasoline resale point. Shallow groundwater contaminated but not used. Deep groundwater used for PWS system is not impacted. ",RJAMISON,2017-06-13 16:02:28,RJAMISON,2017-06-13 16:05:34,
263,772,2017-06-13,3,Y,Y,Benzene,Y,Likely,Low,Not Likely,Low,Not Likely,Low,,Low,Not Likely,,,N,,N,Y,Sheen,N,"RPs implementing CAP; approved 4/2017. 
PWS wells not impacted; vapor intrusion analysis undertaken; Site remains commercial/industrial refining facility and retail gasoline resale point. Shallow groundwater contaminated but not used. Deep groundwater used for PWS system is not impacted. ",RJAMISON,2017-06-13 16:03:51,RJAMISON,2017-06-13 16:06:09,
264,399,2017-06-13,5,Y,N,TPH-G,Y,Not Likely,Low,Not Likely,Low,Not Likely,Low,,Low,Not Likely,,,N,,N,N,None,N,All contaminants below MCLs except for TPH according to 2020 monitoring reports. Recommending site for NFA.  ,RJAMISON,2017-06-13 16:19:28,SPLATUK,2020-11-19 15:31:58,
265,477,2017-06-13,3,Y,Y,Benzene,Y,Possible,Low,Likely,Low,Not Likely,Low,,Low,Possible,,,N,,Y,Y,None,N,"No NAPL in wells (seen in 11 in 2013) PWS are cross-gradient. Site is well outside 50-year capture zone for Moenkopi PWS wells and site is ~1,400 feet upgradient of the Moenkopi Springs capture zone. Vapor Intrusion is an issue for future development; construction will need to take PVI mitigation into account in A&E but development is possible. Tribe advised in writing in 2013 of this. ",RJAMISON,2017-06-13 16:27:49,RJAMISON,2017-06-13 16:29:16,
266,431,2017-06-20,4,Y,N,TPH-G,N,Not Likely,Medium,Not Likely,Low,Not Likely,Low,,NA,NA,,,,,Y,N,None,N,"Active gas station where the offending tanks have been removed and the excavation filled with clean soil. BTEX, MTBE and TPH-g remains trapped in soil and sandstone 15-50 feet beneath the former tank pit and beneath the piping run south of the former tank pit. Southern extent of contaminated soil unclear after confirmation borings encountered 5,700 ppm TPH-g deeper than anticipated. Still, the characterized area indicates industrial RSLs are only exceeded deeper than 30 feet bgs. Sandstone starts at 30 feet bgs. Contamination now known to have penetrated at least to 47 feet bgs in localized area of highest contamination. Groundwater not analyzed but expected to be ~ 150 feet deep. Groundwater contamination still appears unlikely, but uncertainty does exist. ",KDIXON,2017-06-20 15:42:21,KDIXON,2017-06-20 15:51:04,
267,549,2017-06-21,5,N,N,MtBE,Y,Possible,Low,Not Likely,Low,Not Likely,Low,,Low,NA,,,,,N,N,None,N,NNEPA drafting No Further Action for site pending proper abandonment of groundwater monitoring wells.,RJAMISON,2017-06-21 18:21:37,,,
268,553,2018-08-22,4,Y,N,Benzene,N,Likely,Medium,Not Likely,Low,Not Likely,Low,,Low,Not Likely,,,,,N,N,None,N,NNEPA reports show slight BTEX exceedances in soil; no groundwater encountered. No DW wells near site. ,RJAMISON,2018-08-22 19:41:16,,,
269,586,2019-01-29,5,Y,N,Benzene,Y,Not Likely,Low,Possible,Low,Not Likely,Low,,Low,Possible,,,,,N,N,None,N,"December 2018 site work. Groundwater 100 bgs at least. No dermal, inhalation or ingestion risk. Limited soil contamination above NNEPA standards in area by former dispenser 30-35 bgs. Vapor barrier recommended IF construction done at location. ",RJAMISON,2019-01-29 14:55:27,,,
270,315,2019-01-30,5,Y,N,Benzene,Y,Possible,Low,Not Likely,Low,Not Likely,Low,,Low,Not Likely,,,,,N,N,None,N,"Most recent report, 4th QTR for 2018 showed all COCs below MCLs. SVE system shut off. 
Next gwm sampling, March 2019, may poise site for NFA",RJAMISON,2019-01-30 12:15:30,,,
271,1112,2020-11-16,5,Y,N,TPH-G,Y,ERROR,ERROR,Not Likely,ERROR,Not Likely,ERROR,,NA,Not Likely,,,,,N,N,None,N,Based on preliminary sample results received on 11/16/2020 site seems low risk.,MCOSSON,2020-11-16 12:40:08,MCOSSON,2021-08-03 10:49:10,
272,431,2019-09-04,3,Y,Y,Benzene,N,Not Likely,High,Not Likely,Medium,Not Likely,Low,,NA,NA,,,,,Y,N,None,N,"Active gas station where the offending tanks have been removed and the excavation filled with clean soil. BTEX, MTBE and TPH-g remains trapped in soil and sandstone 15-50 feet beneath the former tank pit and beneath the piping run south of the former tank pit. Contamination now known to have penetrated sandstone to at least 47 feet bgs in localized area of highest contamination. Groundwater was previously believed to be ~ 150 feet deep but has since been found to be both more shallow (35 – 55 feet) and contaminated (up to 2800 ppb benzene). Still, there does not appear to be a threat to any supply wells. Water wells fill very slowly, and this may be isolated pockets of perched water.",KDIXON,2020-11-18 20:06:57,,,
273,553,2021-05-14,5,Y,N,Benzene,N,Not Likely,Low,Not Likely,Low,Not Likely,Low,Future Construction / Utility Work,Medium,Not Likely,,,N,,N,N,None,N,Vacant paved lot with soil contamination above NNEPA cleanup standards but below EPA screening levels. Contamination between 12 and 35 feet below ground surface. Follow-up site assessment delineated lateral and vertical extent of contamination and gives confidence that deeper groundwater is unlikely impacted (no contamination penetrating bedrock 40-52 feet below ground).,KDIXON,2021-05-14 18:43:27,,,
274,788,2021-09-16,3,Y,Y,ERROR,,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,,NA,NA,,,,,,,ERROR,,"While during the latest monitoring event no NAPL was observed, benzene concentration was as high as 17.8 E4 micrograms/L in some of the wells and it is not clear that information on small or sheen was collected during this event. In the previous event, several inches of LNAPL were removed from MW-44. Contamination plume does not appear to be stable, but rather migrating S/SW, however, there are no know supply wells within 1/4 mile radius. There are no know human exposures - the current use of site is a gas station. Similarly, surrounding land uses are also gas stations. The RP is responsive and working to contain and remediate the release. ",SPLATUK,2021-09-16 18:33:46,,,
275,787,2021-09-16,3,,,ERROR,,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,,NA,NA,,,,,,,ERROR,,The condition of Release 2 is indistinguishable from that of release 3 at this point. Plumes are comingled. ,SPLATUK,2021-09-16 18:35:14,,,
276,781,2021-10-20,4,Y,N,ERROR,,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,,NA,NA,,,,,,,ERROR,,"Soil samples were collected at 38-60 feet bgs near the UST and no contamination was detected. No groundwater was encountered down to 60 feet bgs. Of the estimated 500-1,000 gallons of premium unleaded gasoline releases, it is estimated that only ~346 gallons were recovered.  The RP did not collect any soil samples shallower than 38 feet bgs, it is therefore unknown whether any future uses may be potentially impaired.  ",SPLATUK,2021-10-20 16:03:49,,,
277,783,2021-10-20,3,Y,Y,Benzene,,Not Likely,Medium,Possible,Medium,Not Likely,Medium,,Low,Not Likely,,,,,Y,N,ERROR,,"New release identified per NNEPA Feb 2018 inspection and Thriftway groundwater monitoring well MW-44 readings. Currently no human exposure, and no supply wells within 0.5 miles of the Site. Site rank score placed at a 3 based on having limited information/sampling data since the discovery of Release 2. Uncertainty exists with if Release 2 has a stable plume or if migrating. Once more recent monitoring reports are obtained from RP/consultant then rank score may move down to a 4, similar to that of Release 1.",LBRANDT,2021-10-20 16:40:09,,,
278,2133,2022-01-03,5,,,ERROR,,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,,NA,NA,,,,,,,ERROR,,"Release is very low risk. No vectors for human exposure identified, no impacts to groundwater, only soils have been impacted.  Future land use is unlikely to be impaired.",GBIGGS,2022-01-03 18:13:27,,,
279,785,2022-01-03,4,Y,Y,ERROR,,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,,NA,NA,,,,,,,ERROR,,"Although no NAPL has been observed recently at this site, the stability of the plume is unknown and groundwater is impacted. No public supply wells impacted. ",SPLATUK,2022-01-03 18:17:47,,,N
280,2143,2022-07-05,1,Y,,ERROR,Y,ERROR,High,ERROR,ERROR,ERROR,ERROR,,NA,NA,,,,,,,ERROR,,"Ranking of 1 currently reflects the high degree of uncertainty at the site. Site Characterization has not been completed. Horizontal and vertical delineation not completed. It is unknown at this time how much product was released, timeline it was released, nor extent. However, based on the site being adjacent to Davis Chevrolet and known receptors in the area, it is unlikely that any drinking water sources are impacted. ",LBRANDT,2022-07-05 19:20:24,,,Y
281,2145,2022-09-30,5,Y,N,ERROR,Y,Not Likely,Low,Not Likely,Low,Not Likely,Low,,Low,Not Likely,,,,,,,None,N,"Old release discovered during site assessment for newer release. Low concentrations, but not fully delineated.",MCOSSON,2022-09-30 16:58:33,,,N
282,477,2023-03-14,2,Y,Y,Benzene,,Possible,Medium,Possible,Medium,Not Likely,Medium,,Low,Not Likely,,,N,,Y,N,Measurable,Y,"Received comment on current risk ranking from NNEPA review of EOY report. On call with NNEPA agreed to revise risk ranking to 2 with plan to reevaluate once updated sampling results received. On March 9th iina ba confirmed measurable NAPL (~10ft) present in MW-55 in close proximity to residents at depth greater than 40 ft bgs. Upcoming SV sampling and monitoring well installation should clear up uncertainty with plume delineation and soil vapor as a potential pathway, and can reevaluate at this time.",LBRANDT,2023-03-14 16:49:49,LBRANDT,2023-03-14 16:53:54,Y
